"d3mIndex","Region","Zone","Year","Month","Date","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","MaizeProductionQuintal","MaizeYieldQtHa","AnyAction","IndirectConflict","DirectConflict","Protest"
719,"Tigray","Central Tigray",2012,1,"2012-01",6.3689806685,10481.93,0,10481.93,"ETH","Ethiopia",1545111,147.40712,6.983333,493368.42,22.76,0,0,0,0
720,"Tigray","Central Tigray",2012,2,"2012-02",4.9866579223,10481.93,0,10481.93,"ETH","Ethiopia",1548176.5,147.699575,6.94296266666667,493368.42,22.76,0,0,0,0
721,"Tigray","Central Tigray",2012,3,"2012-03",6.9039374856,10481.93,0,10481.93,"ETH","Ethiopia",1551242,147.99203,6.90259233333333,493368.42,22.76,0,0,0,0
722,"Tigray","Central Tigray",2012,4,"2012-04",78.365931657,10481.93,0,10481.93,"ETH","Ethiopia",1554307.5,148.284485,6.862222,493368.42,22.76,0,0,0,0
723,"Tigray","Central Tigray",2012,5,"2012-05",36.478409192,10481.93,0,10481.93,"ETH","Ethiopia",1557373,148.57694,6.82185166666667,493368.42,22.76,0,0,0,0
724,"Tigray","Central Tigray",2012,6,"2012-06",70.832628594,10481.93,0,10481.93,"ETH","Ethiopia",1560438.5,148.869395,6.78148133333333,493368.42,22.76,0,0,0,0
725,"Tigray","Central Tigray",2012,7,"2012-07",229.49735174,10481.93,0,10481.93,"ETH","Ethiopia",1563504,149.16185,6.741111,493368.42,22.76,0,0,0,0
726,"Tigray","Central Tigray",2012,8,"2012-08",309.47052644,10481.93,0,10481.93,"ETH","Ethiopia",1566569.5,149.454305,6.70074066666667,493368.42,22.76,0,0,0,0
727,"Tigray","Central Tigray",2012,9,"2012-09",81.437088034,10481.93,0,10481.93,"ETH","Ethiopia",1569635,149.74676,6.66037033333333,493368.42,22.76,0,0,0,0
728,"Tigray","Central Tigray",2012,10,"2012-10",31.968086059,10481.93,0,10481.93,"ETH","Ethiopia",1572700.5,150.039215,6.62,493368.42,22.76,0,0,0,0
729,"Tigray","Central Tigray",2012,11,"2012-11",28.828364178,10481.93,0,10481.93,"ETH","Ethiopia",1575766,150.33167,6.5,493368.42,22.76,0,0,0,0
730,"Tigray","Central Tigray",2012,12,"2012-12",2.6809883604,10481.93,0,10481.93,"ETH","Ethiopia",1578831.5,150.624125,6.45,493368.42,22.76,0,0,0,0
731,"Tigray","Central Tigray",2013,1,"2013-01",3.4676032795,10481.93,0,10481.93,"ETH","Ethiopia",1581897,150.91658,7.537143,427202.33,19.18,1,1,0,1
732,"Tigray","Central Tigray",2013,2,"2013-02",1.1527242511,10481.93,0,10481.93,"ETH","Ethiopia",1584962.5,151.209035,7.75523822222222,427202.33,19.18,0,0,0,0
733,"Tigray","Central Tigray",2013,3,"2013-03",3.8781307258,10481.93,0,10481.93,"ETH","Ethiopia",1588028,151.50149,7.97333344444445,427202.33,19.18,0,0,0,0
734,"Tigray","Central Tigray",2013,4,"2013-04",48.717532261,10481.93,0,10481.93,"ETH","Ethiopia",1591093.5,151.793945,8.19142866666667,427202.33,19.18,0,0,0,0
735,"Tigray","Central Tigray",2013,5,"2013-05",40.267530487,10481.93,0,10481.93,"ETH","Ethiopia",1594159,152.0864,8.40952388888889,427202.33,19.18,0,0,0,0
736,"Tigray","Central Tigray",2013,6,"2013-06",75.112852774,10481.93,0,10481.93,"ETH","Ethiopia",1597224.5,152.378855,8.62761911111111,427202.33,19.18,0,0,0,0
737,"Tigray","Central Tigray",2013,7,"2013-07",192.08050043,10481.93,0,10481.93,"ETH","Ethiopia",1600290,152.67131,8.84571433333333,427202.33,19.18,0,0,0,0
738,"Tigray","Central Tigray",2013,8,"2013-08",253.24115733,10481.93,0,10481.93,"ETH","Ethiopia",1603355.5,152.963765,9.06380955555556,427202.33,19.18,0,0,0,0
739,"Tigray","Central Tigray",2013,9,"2013-09",69.284542954,10481.93,0,10481.93,"ETH","Ethiopia",1606421,153.25622,9.28190477777778,427202.33,19.18,0,0,0,0
740,"Tigray","Central Tigray",2013,10,"2013-10",41.936805184,10481.93,0,10481.93,"ETH","Ethiopia",1609486.5,153.548675,9.5,427202.33,19.18,0,0,0,0
741,"Tigray","Central Tigray",2013,11,"2013-11",23.005472645,10481.93,0,10481.93,"ETH","Ethiopia",1612552,153.84113,9.1,427202.33,19.18,0,0,0,0
742,"Tigray","Central Tigray",2013,12,"2013-12",3.8257252807,10481.93,0,10481.93,"ETH","Ethiopia",1615617.5,154.133585,7.8,427202.33,19.18,0,0,0,0
743,"Tigray","Central Tigray",2014,1,"2014-01",1.6068370124,10481.93,0,10481.93,"ETH","Ethiopia",1618683,154.42604,7.475,430020.95,18.89,0,0,0,0
744,"Tigray","Central Tigray",2014,2,"2014-02",3.9457555983,10481.93,0,10481.93,"ETH","Ethiopia",1621748.5,154.718495,7.50333333333333,430020.95,18.89,0,0,0,0
745,"Tigray","Central Tigray",2014,3,"2014-03",37.371683462,10481.93,0,10481.93,"ETH","Ethiopia",1624814,155.01095,7.53166666666667,430020.95,18.89,0,0,0,0
746,"Tigray","Central Tigray",2014,4,"2014-04",38.202388641,10481.93,0,10481.93,"ETH","Ethiopia",1627879.5,155.303405,7.56,430020.95,18.89,0,0,0,0
747,"Tigray","Central Tigray",2014,5,"2014-05",78.805069431,10481.93,0,10481.93,"ETH","Ethiopia",1630945,155.59586,7.58833333333333,430020.95,18.89,0,0,0,0
748,"Tigray","Central Tigray",2014,6,"2014-06",66.672249893,10481.93,0,10481.93,"ETH","Ethiopia",1634010.5,155.888315,7.61666666666667,430020.95,18.89,0,0,0,0
749,"Tigray","Central Tigray",2014,7,"2014-07",232.74909872,10481.93,0,10481.93,"ETH","Ethiopia",1637076,156.18077,7.645,430020.95,18.89,0,0,0,0
750,"Tigray","Central Tigray",2014,8,"2014-08",268.44660323,10481.93,0,10481.93,"ETH","Ethiopia",1640141.5,156.473225,7.67333333333333,430020.95,18.89,0,0,0,0
751,"Tigray","Central Tigray",2014,9,"2014-09",141.28682703,10481.93,0,10481.93,"ETH","Ethiopia",1643207,156.76568,7.70166666666667,430020.95,18.89,0,0,0,0
752,"Tigray","Central Tigray",2014,10,"2014-10",43.92560648,10481.93,0,10481.93,"ETH","Ethiopia",1646272.5,157.058135,7.73,430020.95,18.89,0,0,0,0
753,"Tigray","Central Tigray",2014,11,"2014-11",14.7814866487,10481.93,0,10481.93,"ETH","Ethiopia",1649338,157.35059,6.62,430020.95,18.89,0,0,0,0
754,"Tigray","Central Tigray",2014,12,"2014-12",11.2423461974,10481.93,0,10481.93,"ETH","Ethiopia",1652403.5,157.643045,6.61,430020.95,18.89,0,0,0,0
755,"Tigray","Central Tigray",2015,1,"2015-01",1.6188965001,10481.93,0,10481.93,"ETH","Ethiopia",1655469,157.9355,6.6,397899.73,19.54,0,0,0,0
756,"Tigray","Central Tigray",2015,2,"2015-02",4.6374916002,10481.93,0,10481.93,"ETH","Ethiopia",1658670.56666667,158.240936666667,6.72777777777778,397899.73,19.54,0,0,0,0
757,"Tigray","Central Tigray",2015,3,"2015-03",26.593044751,10481.93,0,10481.93,"ETH","Ethiopia",1661872.13333333,158.546373333333,6.85555555555556,397899.73,19.54,0,0,0,0
758,"Tigray","Central Tigray",2015,4,"2015-04",33.775873018,10481.93,0,10481.93,"ETH","Ethiopia",1665073.7,158.85181,6.98333333333333,397899.73,19.54,0,0,0,0
759,"Tigray","Central Tigray",2015,5,"2015-05",63.943114902,10481.93,0,10481.93,"ETH","Ethiopia",1668275.26666667,159.157246666667,7.11111111111111,397899.73,19.54,0,0,0,0
760,"Tigray","Central Tigray",2015,6,"2015-06",74.650487384,10481.93,0,10481.93,"ETH","Ethiopia",1671476.83333333,159.462683333333,7.23888888888889,397899.73,19.54,1,1,0,1
761,"Tigray","Central Tigray",2015,7,"2015-07",201.35513722,10481.93,0,10481.93,"ETH","Ethiopia",1674678.4,159.76812,7.36666666666667,397899.73,19.54,0,0,0,0
762,"Tigray","Central Tigray",2015,8,"2015-08",231.5919862,10481.93,0,10481.93,"ETH","Ethiopia",1677879.96666667,160.073556666667,7.49444444444444,397899.73,19.54,0,0,0,0
763,"Tigray","Central Tigray",2015,9,"2015-09",93.731809898,10481.93,0,10481.93,"ETH","Ethiopia",1681081.53333333,160.378993333333,7.62222222222222,397899.73,19.54,0,0,0,0
764,"Tigray","Central Tigray",2015,10,"2015-10",10.3060255906,10481.93,0,10481.93,"ETH","Ethiopia",1684283.1,160.68443,7.75,397899.73,19.54,0,0,0,0
765,"Tigray","Central Tigray",2015,11,"2015-11",17.559300487,10481.93,0,10481.93,"ETH","Ethiopia",1687484.66666667,160.989866666667,6.6,397899.73,19.54,0,0,0,0
766,"Tigray","Central Tigray",2015,12,"2015-12",17.740446908,10481.93,0,10481.93,"ETH","Ethiopia",1690686.23333333,161.295303333333,6.6,397899.73,19.54,0,0,0,0
767,"Tigray","Central Tigray",2016,1,"2016-01",2.4980797116,10481.93,0,10481.93,"ETH","Ethiopia",1693887.8,161.60074,6.6,412116.1,20.68,0,0,0,0
768,"Tigray","Central Tigray",2016,2,"2016-02",4.9815954192,10481.93,0,10481.93,"ETH","Ethiopia",1697089.36666667,161.906176666667,6.72222222222222,412116.1,20.68,0,0,0,0
769,"Tigray","Central Tigray",2016,3,"2016-03",30.590231194,10481.93,0,10481.93,"ETH","Ethiopia",1700290.93333333,162.211613333333,6.84444444444444,412116.1,20.68,0,0,0,0
770,"Tigray","Central Tigray",2016,4,"2016-04",41.322490123,10481.93,0,10481.93,"ETH","Ethiopia",1703492.5,162.51705,6.96666666666667,412116.1,20.68,0,0,0,0
771,"Tigray","Central Tigray",2016,5,"2016-05",82.553279145,10481.93,0,10481.93,"ETH","Ethiopia",1706694.06666667,162.822486666667,7.08888888888889,412116.1,20.68,0,0,0,0
772,"Tigray","Central Tigray",2016,6,"2016-06",74.883226947,10481.93,0,10481.93,"ETH","Ethiopia",1709895.63333333,163.127923333333,7.21111111111111,412116.1,20.68,0,0,0,0
773,"Tigray","Central Tigray",2016,7,"2016-07",315.26358916,10481.93,0,10481.93,"ETH","Ethiopia",1713097.2,163.43336,7.33333333333333,412116.1,20.68,0,0,0,0
774,"Tigray","Central Tigray",2016,8,"2016-08",188.72482378,10481.93,0,10481.93,"ETH","Ethiopia",1716298.76666667,163.738796666667,7.45555555555556,412116.1,20.68,0,0,0,0
775,"Tigray","Central Tigray",2016,9,"2016-09",82.043969789,10481.93,0,10481.93,"ETH","Ethiopia",1719500.33333333,164.044233333333,7.57777777777778,412116.1,20.68,0,0,0,0
776,"Tigray","Central Tigray",2016,10,"2016-10",27.375018413,10481.93,0,10481.93,"ETH","Ethiopia",1722701.9,164.34967,7.7,412116.1,20.68,0,0,0,0
777,"Tigray","Central Tigray",2016,11,"2016-11",4.7485121429,10481.93,0,10481.93,"ETH","Ethiopia",1725903.46666667,164.655106666667,7.75,412116.1,20.68,0,0,0,0
778,"Tigray","Central Tigray",2016,12,"2016-12",4.0230556104,10481.93,0,10481.93,"ETH","Ethiopia",1729105.03333333,164.960543333333,7.73,412116.1,20.68,0,0,0,0
779,"Tigray","Central Tigray",2017,1,"2017-01",2.995222958,10481.93,0,10481.93,"ETH","Ethiopia",1732306.6,165.26598,7.988889,424144.73,19.02,0,0,0,0
780,"Tigray","Central Tigray",2017,2,"2017-02",21.913096818,10481.93,0,10481.93,"ETH","Ethiopia",1735508.16666667,165.571416666667,8.11234577777778,424144.73,19.02,0,0,0,0
781,"Tigray","Central Tigray",2017,3,"2017-03",24.707593881,10481.93,0,10481.93,"ETH","Ethiopia",1738709.73333333,165.876853333333,8.23580255555555,424144.73,19.02,0,0,0,0
782,"Tigray","Central Tigray",2017,4,"2017-04",36.598540261,10481.93,0,10481.93,"ETH","Ethiopia",1741911.3,166.18229,8.35925933333333,424144.73,19.02,0,0,0,0
783,"Tigray","Central Tigray",2017,5,"2017-05",67.426567216,10481.93,0,10481.93,"ETH","Ethiopia",1745112.86666667,166.487726666667,8.48271611111111,424144.73,19.02,0,0,0,0
784,"Tigray","Central Tigray",2017,6,"2017-06",72.072043347,10481.93,0,10481.93,"ETH","Ethiopia",1748314.43333333,166.793163333333,8.60617288888889,424144.73,19.02,0,0,0,0
785,"Tigray","Central Tigray",2017,7,"2017-07",165.93186799,10481.93,0,10481.93,"ETH","Ethiopia",1751516,167.0986,8.72962966666667,424144.73,19.02,0,0,0,0
786,"Tigray","Central Tigray",2017,8,"2017-08",211.95093318,10481.93,0,10481.93,"ETH","Ethiopia",1754717.56666667,167.404036666667,8.85308644444445,424144.73,19.02,0,0,0,0
787,"Tigray","Central Tigray",2017,9,"2017-09",50.973974901,10481.93,0,10481.93,"ETH","Ethiopia",1757919.13333333,167.709473333333,8.97654322222222,424144.73,19.02,0,0,0,0
788,"Tigray","Central Tigray",2017,10,"2017-10",23.1495247082,10481.93,0,10481.93,"ETH","Ethiopia",1761120.7,168.01491,9.1,424144.73,19.02,0,0,0,0
789,"Tigray","Central Tigray",2017,11,"2017-11",6.8894313839,10481.93,0,10481.93,"ETH","Ethiopia",1764322.26666667,168.320346666667,8.5,424144.73,19.02,0,0,0,0
790,"Tigray","Central Tigray",2017,12,"2017-12",6.8189123942,10481.93,0,10481.93,"ETH","Ethiopia",1767523.83333333,168.625783333333,9.1,424144.73,19.02,0,0,0,0
791,"Tigray","East Tigray",2008,1,"2008-01",21.3971229757143,6005.783,0.213622,6005.569,"ETH","Ethiopia",850209.8,141.57026,4.998889,79475.04,15.01,0,0,0,0
792,"Tigray","East Tigray",2008,2,"2008-02",2.28628836128571,6005.783,0.213622,6005.569,"ETH","Ethiopia",851959.183333333,141.861553333333,5.13234577777778,79475.04,15.01,0,0,0,0
793,"Tigray","East Tigray",2008,3,"2008-03",3.21198575985714,6005.783,0.213622,6005.569,"ETH","Ethiopia",853708.566666667,142.152846666667,5.26580255555556,79475.04,15.01,0,0,0,0
794,"Tigray","East Tigray",2008,4,"2008-04",18.5995525228571,6005.783,0.213622,6005.569,"ETH","Ethiopia",855457.95,142.44414,5.39925933333333,79475.04,15.01,0,0,0,0
795,"Tigray","East Tigray",2008,5,"2008-05",43.7400015357143,6005.783,0.213622,6005.569,"ETH","Ethiopia",857207.333333333,142.735433333333,5.53271611111111,79475.04,15.01,0,0,0,0
796,"Tigray","East Tigray",2008,6,"2008-06",25.468575844,6005.783,0.213622,6005.569,"ETH","Ethiopia",858956.716666667,143.026726666667,5.66617288888889,79475.04,15.01,0,0,0,0
797,"Tigray","East Tigray",2008,7,"2008-07",87.8481553857143,6005.783,0.213622,6005.569,"ETH","Ethiopia",860706.1,143.31802,5.79962966666667,79475.04,15.01,0,0,0,0
798,"Tigray","East Tigray",2008,8,"2008-08",88.0448188042857,6005.783,0.213622,6005.569,"ETH","Ethiopia",862455.483333333,143.609313333333,5.93308644444445,79475.04,15.01,0,0,0,0
799,"Tigray","East Tigray",2008,9,"2008-09",35.8604062071429,6005.783,0.213622,6005.569,"ETH","Ethiopia",864204.866666667,143.900606666667,6.06654322222222,79475.04,15.01,0,0,0,0
800,"Tigray","East Tigray",2008,10,"2008-10",15.8932547028571,6005.783,0.213622,6005.569,"ETH","Ethiopia",865954.25,144.1919,6.2,79475.04,15.01,0,0,0,0
801,"Tigray","East Tigray",2008,11,"2008-11",17.8689662871429,6005.783,0.213622,6005.569,"ETH","Ethiopia",867703.633333333,144.483193333333,5.8,79475.04,15.01,0,0,0,0
802,"Tigray","East Tigray",2008,12,"2008-12",4.78558357614286,6005.783,0.213622,6005.569,"ETH","Ethiopia",869453.016666667,144.774486666667,4.5,79475.04,15.01,0,0,0,0
803,"Tigray","East Tigray",2009,1,"2009-01",2.94328601571429,6005.783,0.213622,6005.569,"ETH","Ethiopia",871202.4,145.06578,4.362222,33169.4,14.07,0,0,0,0
804,"Tigray","East Tigray",2009,2,"2009-02",9.43176111928571,6005.783,0.213622,6005.569,"ETH","Ethiopia",872951.783333333,145.357073333333,4.34419733333333,33169.4,14.07,0,0,0,0
805,"Tigray","East Tigray",2009,3,"2009-03",25.8345239757143,6005.783,0.213622,6005.569,"ETH","Ethiopia",874701.166666667,145.648366666667,4.32617266666667,33169.4,14.07,0,0,0,0
806,"Tigray","East Tigray",2009,4,"2009-04",12.4859566892857,6005.783,0.213622,6005.569,"ETH","Ethiopia",876450.55,145.93966,4.308148,33169.4,14.07,0,0,0,0
807,"Tigray","East Tigray",2009,5,"2009-05",10.711271551,6005.783,0.213622,6005.569,"ETH","Ethiopia",878199.933333333,146.230953333333,4.29012333333333,33169.4,14.07,0,0,0,0
808,"Tigray","East Tigray",2009,6,"2009-06",6.18556433271429,6005.783,0.213622,6005.569,"ETH","Ethiopia",879949.316666667,146.522246666667,4.27209866666667,33169.4,14.07,0,0,0,0
809,"Tigray","East Tigray",2009,7,"2009-07",134.835653164286,6005.783,0.213622,6005.569,"ETH","Ethiopia",881698.7,146.81354,4.254074,33169.4,14.07,0,0,0,0
810,"Tigray","East Tigray",2009,8,"2009-08",142.605497417143,6005.783,0.213622,6005.569,"ETH","Ethiopia",883448.083333333,147.104833333333,4.23604933333333,33169.4,14.07,0,0,0,0
811,"Tigray","East Tigray",2009,9,"2009-09",6.907259754,6005.783,0.213622,6005.569,"ETH","Ethiopia",885197.466666667,147.396126666667,4.21802466666667,33169.4,14.07,0,0,0,0
812,"Tigray","East Tigray",2009,10,"2009-10",24.1040987142857,6005.783,0.213622,6005.569,"ETH","Ethiopia",886946.85,147.68742,4.2,33169.4,14.07,0,0,0,0
813,"Tigray","East Tigray",2009,11,"2009-11",10.8908952127143,6005.783,0.213622,6005.569,"ETH","Ethiopia",888696.233333333,147.978713333333,3.75,33169.4,14.07,0,0,0,0
814,"Tigray","East Tigray",2009,12,"2009-12",8.464037207,6005.783,0.213622,6005.569,"ETH","Ethiopia",890445.616666667,148.270006666667,4,33169.4,14.07,0,0,0,0
815,"Tigray","East Tigray",2010,1,"2010-01",21.8535147118571,6005.783,0.213622,6005.569,"ETH","Ethiopia",892195,148.5613,3.97375,50994.17,14.69,0,0,0,0
816,"Tigray","East Tigray",2010,2,"2010-02",5.27951621757143,6005.783,0.213622,6005.569,"ETH","Ethiopia",894053.566666667,148.870773333333,4.03427083333333,50994.17,14.69,0,0,0,0
817,"Tigray","East Tigray",2010,3,"2010-03",27.58765774,6005.783,0.213622,6005.569,"ETH","Ethiopia",895912.133333333,149.180246666667,4.09479166666667,50994.17,14.69,0,0,0,0
818,"Tigray","East Tigray",2010,4,"2010-04",59.9347814157143,6005.783,0.213622,6005.569,"ETH","Ethiopia",897770.7,149.48972,4.1553125,50994.17,14.69,0,0,0,0
819,"Tigray","East Tigray",2010,5,"2010-05",41.9941054,6005.783,0.213622,6005.569,"ETH","Ethiopia",899629.266666667,149.799193333333,4.21583333333333,50994.17,14.69,0,0,0,0
820,"Tigray","East Tigray",2010,6,"2010-06",15.6805726914286,6005.783,0.213622,6005.569,"ETH","Ethiopia",901487.833333333,150.108666666667,4.27635416666667,50994.17,14.69,0,0,0,0
821,"Tigray","East Tigray",2010,7,"2010-07",144.053412624286,6005.783,0.213622,6005.569,"ETH","Ethiopia",903346.4,150.41814,4.336875,50994.17,14.69,0,0,0,0
822,"Tigray","East Tigray",2010,8,"2010-08",238.705869271429,6005.783,0.213622,6005.569,"ETH","Ethiopia",905204.966666667,150.727613333333,4.39739583333333,50994.17,14.69,0,0,0,0
823,"Tigray","East Tigray",2010,9,"2010-09",54.0559639671429,6005.783,0.213622,6005.569,"ETH","Ethiopia",907063.533333333,151.037086666667,4.45791666666667,50994.17,14.69,0,0,0,0
824,"Tigray","East Tigray",2010,10,"2010-10",5.86016015585714,6005.783,0.213622,6005.569,"ETH","Ethiopia",908922.1,151.34656,4.5184375,50994.17,14.69,0,0,0,0
825,"Tigray","East Tigray",2010,11,"2010-11",7.84403598328571,6005.783,0.213622,6005.569,"ETH","Ethiopia",910780.666666667,151.656033333333,4.57895833333333,50994.17,14.69,0,0,0,0
826,"Tigray","East Tigray",2010,12,"2010-12",13.1279245822857,6005.783,0.213622,6005.569,"ETH","Ethiopia",912639.233333333,151.965506666667,4.63947916666667,50994.17,14.69,0,0,0,0
827,"Tigray","East Tigray",2012,1,"2012-01",5.142362042,6005.783,0.213622,6005.569,"ETH","Ethiopia",936800.6,155.98866,6.5875,77976.61,20.61,0,0,0,0
828,"Tigray","East Tigray",2012,2,"2012-02",5.48688521985714,6005.783,0.213622,6005.569,"ETH","Ethiopia",938659.166666667,156.298133333333,6.61111111111111,77976.61,20.61,0,0,0,0
829,"Tigray","East Tigray",2012,3,"2012-03",25.8930678671429,6005.783,0.213622,6005.569,"ETH","Ethiopia",940517.733333333,156.607606666667,6.63472222222222,77976.61,20.61,0,0,0,0
830,"Tigray","East Tigray",2012,4,"2012-04",134.298555095714,6005.783,0.213622,6005.569,"ETH","Ethiopia",942376.3,156.91708,6.65833333333333,77976.61,20.61,0,0,0,0
831,"Tigray","East Tigray",2012,5,"2012-05",52.43061959,6005.783,0.213622,6005.569,"ETH","Ethiopia",944234.866666667,157.226553333333,6.68194444444444,77976.61,20.61,0,0,0,0
832,"Tigray","East Tigray",2012,6,"2012-06",29.4476196985714,6005.783,0.213622,6005.569,"ETH","Ethiopia",946093.433333333,157.536026666667,6.70555555555556,77976.61,20.61,0,0,0,0
833,"Tigray","East Tigray",2012,7,"2012-07",152.233047254286,6005.783,0.213622,6005.569,"ETH","Ethiopia",947952,157.8455,6.72916666666667,77976.61,20.61,0,0,0,0
834,"Tigray","East Tigray",2012,8,"2012-08",189.531553857143,6005.783,0.213622,6005.569,"ETH","Ethiopia",949810.566666667,158.154973333333,6.75277777777778,77976.61,20.61,0,0,0,0
835,"Tigray","East Tigray",2012,9,"2012-09",22.90234596,6005.783,0.213622,6005.569,"ETH","Ethiopia",951669.133333333,158.464446666667,6.77638888888889,77976.61,20.61,0,0,0,0
836,"Tigray","East Tigray",2012,10,"2012-10",21.5857758405714,6005.783,0.213622,6005.569,"ETH","Ethiopia",953527.7,158.77392,6.8,77976.61,20.61,1,1,0,0
837,"Tigray","East Tigray",2012,11,"2012-11",22.7792164142857,6005.783,0.213622,6005.569,"ETH","Ethiopia",955386.266666667,159.083393333333,6.8,77976.61,20.61,1,1,1,0
838,"Tigray","East Tigray",2012,12,"2012-12",4.15280446457143,6005.783,0.213622,6005.569,"ETH","Ethiopia",957244.833333333,159.392866666667,6.6,77976.61,20.61,0,0,0,0
839,"Tigray","East Tigray",2013,1,"2013-01",5.95677586885714,6005.783,0.213622,6005.569,"ETH","Ethiopia",959103.4,159.70234,7.133333,427202.33,19.18,0,0,0,0
840,"Tigray","East Tigray",2013,2,"2013-02",2.35384847657143,6005.783,0.213622,6005.569,"ETH","Ethiopia",960961.966666667,160.011813333333,7.28518488888889,427202.33,19.18,0,0,0,0
841,"Tigray","East Tigray",2013,3,"2013-03",6.599796058,6005.783,0.213622,6005.569,"ETH","Ethiopia",962820.533333333,160.321286666667,7.43703677777778,427202.33,19.18,0,0,0,0
842,"Tigray","East Tigray",2013,4,"2013-04",85.1495908385714,6005.783,0.213622,6005.569,"ETH","Ethiopia",964679.1,160.63076,7.58888866666667,427202.33,19.18,0,0,0,0
843,"Tigray","East Tigray",2013,5,"2013-05",17.8271153371429,6005.783,0.213622,6005.569,"ETH","Ethiopia",966537.666666667,160.940233333333,7.74074055555556,427202.33,19.18,0,0,0,0
844,"Tigray","East Tigray",2013,6,"2013-06",36.8011182042857,6005.783,0.213622,6005.569,"ETH","Ethiopia",968396.233333333,161.249706666667,7.89259244444444,427202.33,19.18,0,0,0,0
845,"Tigray","East Tigray",2013,7,"2013-07",150.722125057143,6005.783,0.213622,6005.569,"ETH","Ethiopia",970254.8,161.55918,8.04444433333333,427202.33,19.18,0,0,0,0
846,"Tigray","East Tigray",2013,8,"2013-08",139.562270485714,6005.783,0.213622,6005.569,"ETH","Ethiopia",972113.366666667,161.868653333333,8.19629622222222,427202.33,19.18,0,0,0,0
847,"Tigray","East Tigray",2013,9,"2013-09",13.4423218788571,6005.783,0.213622,6005.569,"ETH","Ethiopia",973971.933333333,162.178126666667,8.34814811111111,427202.33,19.18,0,0,0,0
848,"Tigray","East Tigray",2013,10,"2013-10",38.4103151042857,6005.783,0.213622,6005.569,"ETH","Ethiopia",975830.5,162.4876,8.5,427202.33,19.18,0,0,0,0
849,"Tigray","East Tigray",2013,11,"2013-11",25.6515274914286,6005.783,0.213622,6005.569,"ETH","Ethiopia",977689.066666667,162.797073333333,8,427202.33,19.18,0,0,0,0
850,"Tigray","East Tigray",2013,12,"2013-12",6.53817562328571,6005.783,0.213622,6005.569,"ETH","Ethiopia",979547.633333333,163.106546666667,8,427202.33,19.18,0,0,0,0
851,"Tigray","East Tigray",2014,1,"2014-01",1.85745652942857,6005.783,0.213622,6005.569,"ETH","Ethiopia",981406.2,163.41602,7.49375,70870.89,19.09,0,0,0,0
852,"Tigray","East Tigray",2014,2,"2014-02",9.15887598514286,6005.783,0.213622,6005.569,"ETH","Ethiopia",983264.766666667,163.725493333333,7.49444444444444,70870.89,19.09,0,0,0,0
853,"Tigray","East Tigray",2014,3,"2014-03",36.2423544542857,6005.783,0.213622,6005.569,"ETH","Ethiopia",985123.333333333,164.034966666667,7.49513888888889,70870.89,19.09,0,0,0,0
854,"Tigray","East Tigray",2014,4,"2014-04",37.79500757,6005.783,0.213622,6005.569,"ETH","Ethiopia",986981.9,164.34444,7.49583333333333,70870.89,19.09,0,0,0,0
855,"Tigray","East Tigray",2014,5,"2014-05",45.33675297,6005.783,0.213622,6005.569,"ETH","Ethiopia",988840.466666667,164.653913333333,7.49652777777778,70870.89,19.09,0,0,0,0
856,"Tigray","East Tigray",2014,6,"2014-06",16.2138123404286,6005.783,0.213622,6005.569,"ETH","Ethiopia",990699.033333333,164.963386666667,7.49722222222222,70870.89,19.09,0,0,0,0
857,"Tigray","East Tigray",2014,7,"2014-07",136.723516655714,6005.783,0.213622,6005.569,"ETH","Ethiopia",992557.6,165.27286,7.49791666666667,70870.89,19.09,0,0,0,0
858,"Tigray","East Tigray",2014,8,"2014-08",189.193041262857,6005.783,0.213622,6005.569,"ETH","Ethiopia",994416.166666667,165.582333333333,7.49861111111111,70870.89,19.09,0,0,0,0
859,"Tigray","East Tigray",2014,9,"2014-09",73.9273846214286,6005.783,0.213622,6005.569,"ETH","Ethiopia",996274.733333333,165.891806666667,7.49930555555556,70870.89,19.09,0,0,0,0
860,"Tigray","East Tigray",2014,10,"2014-10",20.2339560028571,6005.783,0.213622,6005.569,"ETH","Ethiopia",998133.3,166.20128,7.5,70870.89,19.09,0,0,0,0
861,"Tigray","East Tigray",2014,11,"2014-11",19.8159556727143,6005.783,0.213622,6005.569,"ETH","Ethiopia",999991.866666667,166.510753333333,7.6,70870.89,19.09,0,0,0,0
862,"Tigray","East Tigray",2014,12,"2014-12",9.15656910914286,6005.783,0.213622,6005.569,"ETH","Ethiopia",1001850.43333333,166.820226666667,7.14,70870.89,19.09,0,0,0,0
863,"Tigray","East Tigray",2015,1,"2015-01",2.92424587885714,6005.783,0.213622,6005.569,"ETH","Ethiopia",1003709,167.1297,6.68,41958.54,16.83,0,0,0,0
