"d3mIndex","gid","year","bdist1","capdist","droughtend_speibase","droughtend_speigdm","droughtend_spi","droughtstart_speibase","droughtstart_speigdm","droughtstart_spi","droughtyr_speibase","droughtyr_speigdm","droughtyr_spi","excluded","gwno","nlights_calib_mean","prec_gpcc","prec_gpcp","temp","cmr_mean","civconf"
2510,140116,2006,301.122,223.2934,1.072062,0.8177397,0.77338,-0.3750373,-0.04815336,-1.60573,0,0,0.08333334,1,530,0.03668501,390.6,1069.381,19.63917,52.5,1
2511,140116,2007,301.122,223.2934,-0.6274492,1.125671,-0.26619,-0.38205,-1.579158,-0.282052,0.08333334,0.08333334,0,1,530,0.04365467,348.85,950.9551,19.20583,52.5,1
2512,140116,2008,301.122,223.2934,-0.2817554,0.3541288,0.288653,0.4119678,0.5062483,-0.175372,0,0,0.08333334,1,530,0.04285119,318.015,845.2476,19.20417,52.5,1
2513,140117,2001,342.5551,203.3694,-0.3981431,-0.4497112,-0.524745,0.4958681,-0.7376549,-1.56009,0.1666667,0,0.08333334,1,530,0.02502008,279.1475,1032.494,17.915,48.03803,1
2514,140117,2002,342.5551,203.3694,-1.592315,-0.1442394,0.889217,-1.678094,-1.676673,-1.51825,0.25,0.08333334,0.08333334,1,530,0.03728881,269.9625,941.8714,17.995,48.03803,1
2515,140117,2003,342.5551,203.3694,-0.118078,-0.715071,-0.615549,-0.4647483,-0.9105439,-0.935992,0.08333334,0.08333334,0.1666667,1,530,0.0410513,273.295,1005.49,17.80333,48.03803,1
2516,140117,2004,342.5551,203.3694,1.074706,-0.3864673,0.482636,-0.04894268,-1.20995,-0.505002,0,0,0.08333334,1,530,0.04319998,274.6025,928.3523,17.94333,48.03803,1
2517,140117,2005,342.5551,203.3694,0.4159282,0.2165752,-1.41709,0.3497099,0.7532269,-1.30202,0,0,0.08333334,1,530,0.03891789,293.16,828.8267,17.7375,48.03803,1
2518,140117,2006,342.5551,203.3694,1.190176,0.3589124,1.29352,0.6232132,0.9718075,1.59141,0,0,0.08333334,1,530,0.04125979,342.7775,1069.381,18.22916,48.03803,1
2519,140117,2007,342.5551,203.3694,-0.6819593,1.014157,-0.650264,-0.4435549,0.5590321,-0.320374,0,0,0,1,530,0.04781271,327.9075,950.9551,17.85166,48.03803,1
2520,140117,2008,342.5551,203.3694,0.6395304,0.3290541,0.457332,-0.1114183,0.2649405,-1.53137,0,0,0.08333334,1,530,0.04630451,272.48,845.2476,17.84916,48.03803,1
2521,140118,2001,370.0186,197.3076,-0.7993072,-0.9960706,-0.844947,0.5127122,0.858585,-0.500999,0.08333334,0,0.08333334,1,530,0.02708438,263.525,1032.494,15.8925,43.51714,1
2522,140118,2002,370.0186,197.3076,-2.378062,-0.9949312,-0.521222,-0.2564809,-0.3913643,-1.38576,0.25,0.08333334,0.08333334,1,530,0.03920332,241.99,941.8714,16.05917,43.51714,1
2523,140118,2003,370.0186,197.3076,-0.1797076,-1.195129,-1.60928,0.8393394,0.3039114,-0.603991,0.08333334,0.08333334,0.1666667,1,530,0.04140356,251.9025,1005.49,15.86833,43.51714,1
2524,140118,2004,370.0186,197.3076,0.3207781,-0.8045825,0.272799,-0.1134641,-0.8195642,-0.843858,0,0,0.08333334,1,530,0.04431948,242.4025,928.3523,15.85833,43.51714,1
2525,140118,2005,370.0186,197.3076,0.3325249,0.5004867,-1.30021,0.9129011,0.4499852,-0.791997,0,0,0.08333334,1,530,0.03963837,273.7675,828.8267,15.84167,43.51714,1
2526,140118,2006,370.0186,197.3076,1.080355,0.8494976,0.77338,-0.3241106,-0.1768388,-1.60573,0,0,0.08333334,1,530,0.04273323,324.82,1069.381,16.24833,43.51714,1
2527,140118,2007,370.0186,197.3076,-0.9777114,1.606243,-0.26619,0.8323427,-0.5656523,-0.282052,0,0,0,1,530,0.0490719,312.2325,950.9551,15.9075,43.51714,1
2528,140118,2008,370.0186,197.3076,0.06141936,0.5370518,0.288653,-0.2213064,-0.3393404,-0.175372,0,0,0.08333334,1,530,0.04783358,257.2925,845.2476,15.90167,43.51714,1
2529,140119,2001,368.4246,206.3335,0.05053683,-0.512998,-0.524745,-0.0496035,-1.158594,-1.56009,0.08333334,0,0.08333334,0,530,0.02344396,205.0175,1032.494,15.02584,42.9,1
2530,140119,2002,368.4246,206.3335,-1.624462,-1.131773,0.889217,-1.581901,-1.584206,-1.51825,0.25,0.08333334,0.08333334,0,530,0.0348236,191.6075,941.8714,15.23334,42.9,1
2531,140119,2003,368.4246,206.3335,-0.4170006,-1.066342,-0.615549,-0.2976927,-0.2996609,-0.935992,0,0,0.1666667,0,530,0.0370943,207.825,1005.49,15.07083,42.9,1
2532,140119,2004,368.4246,206.3335,1.283438,-0.4199943,0.482636,-0.06596099,-0.1656896,-0.505002,0,0.08333334,0.08333334,0,530,0.03836673,183.0625,928.3523,14.90917,42.9,1
2533,140119,2005,368.4246,206.3335,0.377807,0.03331736,-1.41709,-0.0762001,0.3437102,-1.30202,0,0,0.08333334,0,530,0.03429688,209.1775,828.8267,15.02166,42.9,1
2534,140119,2006,368.4246,206.3335,1.344822,0.3380179,1.29352,-0.03939616,0.5991984,1.59141,0,0,0.08333334,0,530,0.03604595,272.87,1069.381,15.35833,42.9,1
2535,140119,2007,368.4246,206.3335,-0.5386098,0.6895617,-0.650264,-0.8813477,0.5063664,-0.320374,0,0,0,0,530,0.04325248,258.055,950.9551,15.04583,42.9,1
2536,140119,2008,368.4246,206.3335,0.6031223,0.5438787,0.457332,-0.1255067,0.4158022,-1.53137,0,0,0.08333334,0,530,0.04188908,217.51,845.2476,15.01334,42.9,1
2537,140120,2001,346.9888,228.6674,0.7268454,-0.1924337,-0.524745,-0.1211121,-0.08763253,-1.56009,0.1666667,0,0.08333334,0,530,0.0218819,235.0875,1032.494,15.9225,42.9,1
2538,140120,2002,346.9888,228.6674,-1.214018,-0.9798337,0.889217,-1.471099,-1.025848,-1.51825,0.08333334,0,0.08333334,0,530,0.0336486,199.6175,941.8714,16.16083,42.9,1
2539,140120,2003,346.9888,228.6674,-0.6144379,-0.6607751,-0.615549,0.1462946,0.1557103,-0.935992,0,0,0.1666667,0,530,0.03668252,231.48,1005.49,16.02,42.9,1
2540,140120,2004,346.9888,228.6674,1.548076,0.2595764,0.482636,-0.2194871,0.4400932,-0.505002,0,0.08333334,0.08333334,0,530,0.0378706,215.385,928.3523,15.69167,42.9,1
2541,140120,2005,346.9888,228.6674,0.1626786,0.07997591,-1.41709,-0.02849375,0.2303982,-1.30202,0,0,0.08333334,0,530,0.03339123,212.35,828.8267,15.93083,42.9,1
2542,140120,2006,346.9888,228.6674,1.309239,0.2672769,1.29352,-0.2823025,0.3363669,1.59141,0,0,0.08333334,0,530,0.03550515,287.5975,1069.381,16.20833,42.9,1
2543,140120,2007,346.9888,228.6674,-0.1627112,0.1064186,-0.650264,-1.01149,0.5936403,-0.320374,0,0,0,0,530,0.042941,271.285,950.9551,15.9175,42.9,1
2544,140120,2008,346.9888,228.6674,0.4636697,0.5966999,0.457332,-0.1211121,0.4782979,-1.53137,0,0,0.08333334,0,530,0.04184612,244.495,845.2476,15.85084,42.9,1
2545,140121,2001,332.8491,260.9139,-1.502076,0.1005459,-1.17391,2.413385,-0.03918828,-0.90558,0.08333334,0,0,0,530,0.02175251,243.6325,451.3003,18.68166,42.9,1
2546,140121,2002,332.8491,260.9139,-0.2677333,-0.5283991,0.79499,-1.115085,-1.746125,-0.423555,0.08333334,0.08333334,0.08333334,0,530,0.03345826,203.4275,532.7906,18.90583,42.9,1
2547,140121,2003,332.8491,260.9139,-0.7039018,-0.9241225,0.10408,-0.5504517,0.2424439,-0.15688,0,0,0.1666667,0,530,0.03611375,209.6125,533.7441,18.84583,42.9,1
2548,140121,2004,332.8491,260.9139,1.810342,-0.1295077,1.31568,0.3731947,0.4215316,-1.28183,0,0,0,0,530,0.03773623,230.7925,483.022,18.36917,42.9,1
2549,140121,2005,332.8491,260.9139,-0.06367894,0.2525093,-0.89215,0.07704414,-0.3330298,-1.34261,0,0,0.08333334,0,530,0.03287706,222.385,372.0579,18.67583,42.9,1
2550,140121,2006,332.8491,260.9139,1.082314,-0.2164299,1.54991,0.1387756,0.6288623,0.360355,0,0,0,0,530,0.03457094,299.045,635.3467,18.85084,42.9,1
2551,140121,2007,332.8491,260.9139,0.350067,-0.2176535,0.208448,-0.3725186,0.9697536,0.175314,0,0,0,0,530,0.0425704,283.06,475.6566,18.59417,42.9,1
2552,140121,2008,332.8491,260.9139,1.339581,-0.00139526,0.644516,0.4646613,1.417083,0.20754,0,0,0,0,530,0.04139084,260.2625,424.1661,18.4875,42.9,1
2553,140122,2001,327.5793,299.8922,-1.270621,-0.1136175,-1.17391,2.642793,0.1367907,-0.90558,0.08333334,0.08333334,0,0,530,0.02132121,189.91,451.3003,21.5775,42.9,1
2554,140122,2002,327.5793,299.8922,0.1047267,0.2681003,0.79499,-1.039574,-1.102349,-0.423555,0.08333334,0.08333334,0.08333334,0,530,0.03334654,200.4825,532.7906,21.84583,42.9,1
2555,140122,2003,327.5793,299.8922,-0.7682562,-0.9403842,0.10408,-0.6930011,0.324608,-0.15688,0,0,0.1666667,0,530,0.0359372,184.22,533.7441,21.8775,42.9,1
2556,140122,2004,327.5793,299.8922,2.084675,0.003551158,1.31568,0.2721254,-0.02068268,-1.28183,0,0,0,0,530,0.03688848,202.45,483.022,21.24166,42.9,1
2557,140122,2005,327.5793,299.8922,-0.183797,0.2041298,-0.89215,-0.08525977,-0.5323382,-1.34261,0,0,0.08333334,0,530,0.03222807,225.9525,372.0579,21.585,42.9,1
2558,140122,2006,327.5793,299.8922,0.8373979,-0.1011297,1.54991,0.2554449,0.5374955,0.360355,0.08333334,0,0,0,530,0.03405952,301.1525,635.3467,21.60167,42.9,1
2559,140122,2007,327.5793,299.8922,0.8165653,-0.04387999,0.208448,-0.6688603,0.857168,0.175314,0,0,0,0,530,0.04206187,285.5275,475.6566,21.37834,42.9,1
2560,140122,2008,327.5793,299.8922,0.9174523,0.05566449,0.644516,0.4402201,1.254247,0.20754,0,0,0,0,530,0.04090548,264.6325,424.1661,21.1875,42.9,1
2561,140123,2001,331.6026,343.317,-1.992316,-1.480806,-1.63856,0.8040096,0.0494836,0.178513,0.08333334,0.08333334,0,0,530,0.02109117,175.5025,451.3003,23.65167,42.9,1
2562,140123,2002,331.6026,343.317,-1.058366,-1.822778,-1.20083,-1.35943,0.7929162,0.00301954,0.08333334,0.08333334,0.08333334,0,530,0.03279205,199.7425,532.7906,23.8525,42.9,1
2563,140123,2003,331.6026,343.317,-0.2717111,-1.173071,-0.76845,-0.6947513,-1.239777,-0.806549,0,0.08333334,0.1666667,0,530,0.03547943,178.895,533.7441,23.9975,42.9,1
2564,140123,2004,331.6026,343.317,-0.4035943,-1.024225,-0.365891,-0.09820933,-0.8396155,-1.04434,0,0.08333334,0,0,530,0.03646969,196.0975,483.022,23.23167,42.9,1
2565,140123,2005,331.6026,343.317,-0.438366,0.3908549,-1.75834,0.4173051,0.3910179,-0.789469,0,0,0.08333334,0,530,0.032026,227.0725,372.0579,23.58583,42.9,1
2566,140123,2006,331.6026,343.317,-0.3078719,0.513429,0.22881,0.6207126,0.1644198,-0.6221,0.08333334,0,0,0,530,0.03368577,297.5325,635.3467,23.45667,42.9,1
2567,140123,2007,331.6026,343.317,-0.7188438,0.2446415,-0.767111,-0.4116168,-0.4114215,-0.576634,0,0,0,0,530,0.04198303,282.045,475.6566,23.2525,42.9,1
2568,140123,2008,331.6026,343.317,0.7749744,0.6594155,-0.493917,-0.7990755,-0.8305988,-1.04434,0,0,0,0,530,0.04069072,261.335,424.1661,23.04167,42.9,1
2569,140124,2001,303.6301,389.7047,-1.840404,-1.354368,-1.63856,0.7610424,-0.1312292,0.178513,0.08333334,0.08333334,0,0,530,0.02109117,167.015,451.3003,27.39833,42.9,1
2570,140124,2002,303.6301,389.7047,-0.928603,-1.609152,-1.20083,-1.326892,0.488622,0.00301954,0.08333334,0.08333334,0.08333334,0,530,0.03279205,201.5275,532.7906,27.59667,42.9,1
2571,140124,2003,303.6301,389.7047,-0.2667522,-1.209008,-0.76845,-0.508549,-1.139331,-0.806549,0,0.08333334,0.1666667,0,530,0.03547943,177.91,533.7441,27.78667,42.9,1
2572,140124,2004,303.6301,389.7047,-0.3570982,-0.9252628,-0.365891,-0.05660829,-0.5988476,-1.04434,0,0.08333334,0,0,530,0.03646969,192.1475,483.022,26.89999,42.9,1
2573,140124,2005,303.6301,389.7047,-0.5484601,0.08695033,-1.75834,0.4324007,0.1104448,-0.789469,0,0,0.08333334,0,530,0.032026,229.41,372.0579,27.27917,42.9,1
2574,140124,2006,303.6301,389.7047,-0.0243232,0.213234,0.22881,0.6378365,0.02076203,-0.6221,0,0,0,0,530,0.03368577,296.845,635.3467,27.0375,42.9,1
2575,140124,2007,303.6301,389.7047,-0.8075119,0.07251362,-0.767111,-0.3900209,-0.7458938,-0.576634,0,0,0,0,530,0.04198303,276.615,475.6566,26.77417,42.9,1
2576,140124,2008,303.6301,389.7047,1.053161,0.6680683,-0.493917,-0.67756,-0.3744266,-1.04434,0.08333334,0,0,0,530,0.04069072,256.8025,424.1661,26.49167,42.9,1
2577,140125,2001,273.0143,438.115,-0.5709985,-0.8072318,-1.11845,-0.1455065,-0.03132915,-1.01192,0,0,0,1,530,0.02109117,108.1425,451.3003,30.70333,43.21597,1
2578,140125,2002,273.0143,438.115,0.787611,-0.07010029,0.755181,-0.1054158,-0.5522122,-0.90253,0.08333334,0.08333334,0.08333334,1,530,0.03279205,127.15,532.7906,30.87416,43.21597,1
2579,140125,2003,273.0143,438.115,-0.7508808,-0.1737759,-0.0203025,0.5036839,-1.695299,-3.09023,0,0.08333334,0.1666667,1,530,0.03547943,117.045,533.7441,31.0975,43.21597,1
2580,140125,2004,273.0143,438.115,2.139975,0.4445498,0.335074,0.4166622,0.07767822,0.524522,0,0,0,1,530,0.03646969,138.8625,483.022,30.1075,43.21597,1
2581,140125,2005,273.0143,438.115,-0.7812887,-0.3692665,0.663651,0.9938667,-0.04613112,-1.64785,0,0,0.08333334,1,530,0.032026,155.1675,372.0579,30.51833,43.21597,1
2582,140125,2006,273.0143,438.115,0.1077969,0.1853857,0.788019,1.075723,-0.2754636,0.00831144,0,0,0,1,530,0.03368577,208.3075,635.3467,30.13417,43.21597,1
2583,140125,2007,273.0143,438.115,1.166232,0.249462,-0.777179,0.8580456,0.3523918,0.378347,0,0,0,1,530,0.04198303,173.94,475.6566,29.86334,43.21597,1
2584,140125,2008,273.0143,438.115,0.03450576,0.1482542,-0.587632,-0.9562044,-0.3383884,-0.711639,0.08333334,0,0,1,530,0.04069072,164.215,424.1661,29.56083,43.21597,1
2585,140126,2001,238.8872,487.9463,-0.4785049,-0.9849052,-1.01924,-0.02690622,-0.3503603,0.17744,0,0.08333334,0,1,530,0.02109117,45.1325,180.2864,32.53417,43.4,1
2586,140126,2002,238.8872,487.9463,0.749132,-0.1446689,0.883526,0.01667527,-1.341473,-0.396019,0,0.08333334,0.08333334,1,530,0.03279205,55.29,278.6985,32.68667,43.4,1
2587,140126,2003,238.8872,487.9463,-0.7288546,-0.2349231,0.442372,0.5413324,-1.428276,-1.10656,0,0.08333334,0.08333334,1,530,0.03547943,70.6875,308.9153,32.92917,43.4,1
2588,140126,2004,238.8872,487.9463,2.090495,0.4834084,0.912001,0.4642179,-0.1225138,1.8955,0,0,0,1,530,0.03646969,79.8425,333.0539,31.84167,43.4,1
2589,140126,2005,238.8872,487.9463,-0.7224402,-0.5514416,0.722646,0.9875724,-0.4356399,-1.04944,0,0,0,1,530,0.032026,66.9925,293.4053,32.29166,43.4,1
2590,140126,2006,238.8872,487.9463,0.1811211,0.1670851,1.42792,0.8737207,-0.2198382,0.538224,0,0,0,1,530,0.03368577,109.255,421.4083,31.73917,43.4,1
2591,140126,2007,238.8872,487.9463,1.070798,0.2574332,0.37537,0.8062547,0.3220975,0.631197,0,0,0.08333334,1,530,0.04198303,68.5075,275.4074,31.42833,43.4,1
2592,140126,2008,238.8872,487.9463,0.08048887,0.02138589,-0.490979,-0.7178465,-0.4494458,0.223559,0,0,0,1,530,0.04069072,66.74,287.1405,31.10583,43.4,1
2593,140127,2001,211.646,538.8044,-0.3786668,-0.93385,-1.01924,0.06567454,-0.3531579,0.17744,0,0.08333334,0,1,530,0.02109117,50.4175,180.2864,33.42833,43.4,1
2594,140127,2002,211.646,538.8044,0.7046877,-0.1040284,0.883526,0.1092667,-1.431496,-0.396019,0,0.08333334,0.08333334,1,530,0.03279205,64.89,278.6985,33.54832,43.4,1
2595,140127,2003,211.646,538.8044,-0.6967268,-0.2683296,0.442372,0.5517985,-1.14757,-1.10656,0,0.08333334,0.08333334,1,530,0.03547943,82.94,308.9153,33.79833,43.4,1
2596,140127,2004,211.646,538.8044,2.022519,0.4507098,0.912001,0.4838504,-0.09693375,1.8955,0,0,0,1,530,0.03646969,86.6175,333.0539,32.67,43.4,1
2597,140127,2005,211.646,538.8044,-0.6181147,-0.5723962,0.722646,0.9491448,-0.5194243,-1.04944,0,0,0,1,530,0.032026,72.095,293.4053,33.12167,43.4,1
2598,140127,2006,211.646,538.8044,0.1816943,0.2013752,1.42792,0.7453657,-0.179519,0.538224,0,0,0,1,530,0.03368577,112.5075,421.4083,32.44334,43.4,1
2599,140127,2007,211.646,538.8044,0.9842643,0.3056484,0.37537,0.7453657,0.2298529,0.631197,0,0,0.08333334,1,530,0.04198303,72.53,275.4074,32.0975,43.4,1
2600,140127,2008,211.646,538.8044,0.1286553,-0.007139696,-0.490979,-0.4895758,-0.4028507,0.223559,0,0,0,1,530,0.04069072,70.155,287.1405,31.77417,43.4,1
2601,140128,2001,193.4947,590.4239,-0.3122116,-0.8111907,-1.01924,0.1161871,-0.2270251,0.17744,0,0.08333334,0,1,530,0.02109117,56.6525,180.2864,32.49,43.4,1
2602,140128,2002,193.4947,590.4239,0.6707208,-0.0641762,0.883526,0.1519383,-1.098201,-0.396019,0,0.08333334,0.08333334,1,530,0.03279205,71.83,278.6985,32.63417,43.4,1
2603,140128,2003,193.4947,590.4239,-0.6203259,-0.1897919,0.442372,0.5444475,-0.7782329,-1.10656,0,0.08333334,0.08333334,1,530,0.03547943,89.835,308.9153,32.86417,43.4,0
2604,140128,2004,193.4947,590.4239,1.95245,0.4943133,0.912001,0.4843176,0.08959529,1.8955,0,0,0,1,530,0.03646969,95.0975,333.0539,31.65,43.4,1
2605,140128,2005,193.4947,590.4239,-0.5274148,-0.5096062,0.722646,0.8918967,-0.3216452,-1.04944,0,0,0,1,530,0.032026,77.4225,293.4053,32.165,43.4,1
2606,140128,2006,193.4947,590.4239,0.2360539,0.1743664,1.42792,0.7141546,-0.1907906,0.538224,0,0,0,1,530,0.03380379,117.0375,421.4083,31.48,43.4,1
2607,140128,2007,193.4947,590.4239,0.9113847,0.3175371,0.37537,0.6790285,0.2296532,0.631197,0,0,0.08333334,1,530,0.04215648,78.9575,275.4074,31.14916,43.4,1
2608,140128,2008,193.4947,590.4239,0.155879,-0.01163784,-0.490979,-0.3304175,-0.1990878,0.223559,0,0,0,1,530,0.04069072,75.3175,287.1405,30.8075,43.4,0
2609,140129,2001,176.0961,642.6213,-0.2449866,-0.7730248,-1.01924,0.1245953,-0.1560982,0.17744,0,0.08333334,0,1,530,0.02109117,62.6,180.2864,32.695,43.4,1
2610,140129,2002,176.0961,642.6213,0.6442395,0.04613664,0.883526,0.160069,-0.9797522,-0.396019,0,0.08333334,0.08333334,1,530,0.03279205,77.8025,278.6985,32.67167,43.4,1
2611,140129,2003,176.0961,642.6213,-0.5656388,-0.2233461,0.442372,0.5033021,-0.6939515,-1.10656,0,0.08333334,0.08333334,1,530,0.03547943,96.7475,308.9153,33.0425,43.4,0
2612,140129,2004,176.0961,642.6213,1.922249,0.53565,0.912001,0.4515219,0.1378064,1.8955,0,0,0,1,530,0.03646969,103.285,333.0539,31.78333,43.4,1
2613,140129,2005,176.0961,642.6213,-0.4661209,-0.5381919,0.722646,0.8137359,-0.3055452,-1.04944,0,0,0,1,530,0.032026,82.8725,293.4053,32.34917,43.4,1
2614,140129,2006,176.0961,642.6213,0.2821284,0.2275768,1.42792,0.6516767,-0.1353459,0.538224,0,0,0,1,530,0.03368577,121.6525,421.4083,31.52916,43.4,1
2615,140129,2007,176.0961,642.6213,0.8563657,0.385111,0.37537,0.5839496,0.2475997,0.631197,0,0,0.08333334,1,530,0.04198303,82.9225,275.4074,31.17417,43.4,1
2616,140129,2008,176.0961,642.6213,0.1654004,-0.002245407,-0.490979,-0.2409757,-0.07582414,0.223559,0,0,0,1,530,0.04069072,80.65,287.1405,30.84167,43.4,1
2617,140130,2001,158.6714,695.2665,-0.1802319,-0.6781607,-1.01924,0.1052158,0.04062293,0.17744,0,0,0,1,530,0.02109117,65.855,180.2864,32.9425,43.4,1
2618,140130,2002,158.6714,695.2665,0.6163008,0.2229007,0.883526,0.1360492,-0.7625682,-0.396019,0,0.08333334,0.08333334,1,530,0.03279205,81.4875,278.6985,32.81917,43.4,1
2619,140130,2003,158.6714,695.2665,-0.5417737,-0.1885063,0.442372,0.4527958,-0.547137,-1.10656,0,0.08333334,0.08333334,1,530,0.03547943,98.215,308.9153,33.22666,43.4,0
2620,140130,2004,158.6714,695.2665,1.858432,0.7762101,0.912001,0.4023173,0.3401505,1.8955,0,0,0,1,530,0.03646969,107.1425,333.0539,31.93417,43.4,1
2621,140130,2005,158.6714,695.2665,-0.385764,-0.5159355,0.722646,0.736918,-0.1707507,-1.04944,0,0,0,1,530,0.032026,85.5425,293.4053,32.52583,43.4,1
2622,140130,2006,158.6714,695.2665,0.1832287,0.4228684,1.42792,0.588501,0.04306967,0.538224,0,0,0,1,530,0.03368577,122.36,421.4083,31.58083,43.4,1
2623,140130,2007,158.6714,695.2665,0.8127124,0.6489558,0.37537,0.4834552,0.3992101,0.631197,0,0,0.08333334,1,530,0.04198303,84.89,275.4074,31.21417,43.4,1
2624,140130,2008,158.6714,695.2665,0.2065423,0.08652221,-0.490979,-0.1909171,0.1534066,0.223559,0,0,0,1,530,0.04069072,82.95,287.1405,31.0075,43.4,1
2625,140131,2001,141.0982,748.2647,-0.1658555,-0.514843,0.346946,0.1380492,0.1721099,0.614328,0,0,0,1,530,0.02109117,67.6075,201.1928,31.06499,43.4,1
2626,140131,2002,141.0982,748.2647,0.6072246,0.3803062,0.644242,0.1808293,-0.4230866,-0.169013,0,0,0.08333334,1,530,0.03279205,84.31,262.9738,30.98,43.4,1
2627,140131,2003,141.0982,748.2647,-0.5593031,0.05816302,0.425321,0.4610572,-0.1131129,-0.857944,0,0.08333334,0,1,530,0.03547943,95.835,245.5923,31.43,43.4,0
2628,140131,2004,141.0982,748.2647,1.840222,1.027777,0.60907,0.4253088,0.5581291,2.05362,0,0,0,1,530,0.03646969,109.685,322.6127,30.22333,43.4,1
2629,140131,2005,141.0982,748.2647,-0.3736942,-0.328504,0.476678,0.7111943,0.03083476,-0.14832,0.08333334,0,0,1,530,0.032026,86.435,321.0637,30.82334,43.4,1
2630,140131,2006,141.0982,748.2647,0.09200225,0.5160143,1.52298,0.5877451,0.07751086,0.570419,0,0,0,1,530,0.03368577,118.2875,374.3987,29.99166,43.4,1
2631,140131,2007,141.0982,748.2647,0.7982105,0.7744815,0.630867,0.4432912,0.4997419,0.760381,0,0,0,1,530,0.04198303,85.78,206.9953,29.62917,43.4,1
2632,140131,2008,141.0982,748.2647,0.2194481,0.2552736,-1.22064,-0.09292506,0.3726615,0.168174,0,0,0,1,530,0.04069072,83.485,186.9344,29.41333,43.4,1
2633,140132,2001,112.867,801.546,-0.1469446,-0.4285511,0.346946,0.2377801,0.1599275,0.614328,0,0,0,1,530,0.02109117,50.66,201.1928,28.14833,43.4,1
2634,140132,2002,112.867,801.546,0.5716891,0.3149977,0.644242,0.2741923,-0.1067814,-0.169013,0,0,0.08333334,1,530,0.03279205,69.7675,262.9738,28.2,43.4,1
2635,140132,2003,112.867,801.546,-0.4510719,0.3253773,0.425321,0.5070406,0.2737439,-0.857944,0,0,0,1,530,0.03547943,73.2725,245.5923,28.58417,43.4,0
2636,140132,2004,112.867,801.546,1.720415,1.156719,0.60907,0.4759787,0.7758955,2.05362,0,0,0,1,530,0.03646969,92.175,322.6127,27.3775,43.4,1
2637,140132,2005,112.867,801.546,-0.3174999,-0.06710044,0.476678,0.6977654,0.2415748,-0.14832,0.08333334,0,0,1,530,0.032026,68.18,321.0637,27.87583,43.4,1
2638,140132,2006,112.867,801.546,0.050528,0.6264089,1.52298,0.6058043,0.04020973,0.570419,0,0,0,1,530,0.03368577,91.9225,374.3987,27.31833,43.4,1
2639,140132,2007,112.867,801.546,0.7427962,0.7987927,0.630867,0.4442193,0.5574727,0.760381,0,0,0,1,530,0.04198303,61.1475,206.9953,26.945,43.4,1
2640,140132,2008,112.867,801.546,0.2210871,0.408998,-1.22064,0.06974919,0.5409824,0.168174,0,0,0,1,530,0.04069072,63.1775,186.9344,26.71417,43.4,1
2641,140133,2001,73.39826,855.0573,-0.09326909,-0.2882663,0.346946,0.3403029,0.2427966,0.614328,0,0,0,1,530,0.02109117,25.37,201.1928,28.00334,43.4,1
2642,140133,2002,73.39826,855.0573,0.5211436,0.3707561,0.644242,0.3711106,-0.05882564,-0.169013,0,0,0.08333334,1,530,0.03279205,43.13,262.9738,28.03167,43.4,1
2643,140133,2003,73.39826,855.0573,-0.3008849,0.3413799,0.425321,0.5559518,0.2938637,-0.857944,0,0.08333334,0,1,530,0.03547943,43.8,245.5923,28.43833,43.4,0
2644,140133,2004,73.39826,855.0573,1.454214,1.162681,0.60907,0.5426167,0.8233264,2.05362,0,0,0,1,530,0.03646969,59.79,322.6127,27.21583,43.4,1
2645,140133,2005,73.39826,855.0573,-0.2125797,-0.04187644,0.476678,0.6940231,0.2515493,-0.14832,0.08333334,0,0,1,530,0.032026,40.2975,321.0637,27.72667,43.4,1
2646,140133,2006,73.39826,855.0573,0.0881703,0.7155614,1.52298,0.6331538,0.1449292,0.570419,0,0,0,1,530,0.03368577,53.0025,374.3987,27.1275,43.4,1
2647,140133,2007,73.39826,855.0573,0.6466738,0.8356593,0.630867,0.4452532,0.6311865,0.760381,0,0,0,1,530,0.04198303,27.98,206.9953,26.74833,43.4,1
2648,140133,2008,73.39826,855.0573,0.2341302,0.4581456,-1.22064,0.2436672,0.6469807,0.168174,0,0,0,1,530,0.04069072,28.83,186.9344,26.51167,43.4,0
2649,140134,2001,33.98322,908.7579,-0.02695323,-0.2267005,0.346946,0.429056,0.3129027,0.614328,0,0,0,1,530,0.02109117,25.565,201.1928,27.655,43.28473,1
2650,140134,2002,33.98322,908.7579,0.4614429,0.3931109,0.644242,0.4672367,-0.05181794,-0.169013,0,0,0.08333334,1,530,0.03279205,44.8125,262.9738,27.63334,43.28473,1
2651,140134,2003,33.98322,908.7579,-0.1277301,0.3113976,0.425321,0.592356,0.3096118,-0.857944,0,0.08333334,0,1,530,0.03547943,40.295,245.5923,28.07583,43.28473,0
2652,140134,2004,33.98322,908.7579,1.08813,1.155612,0.60907,0.6092247,0.8470708,2.05362,0,0,0,1,530,0.03646969,54.6375,322.6127,26.89833,43.28473,1
2653,140134,2005,33.98322,908.7579,-0.08649748,-0.06302236,0.476678,0.6743932,0.2205904,-0.14832,0.08333334,0,0,1,530,0.032026,38.9775,321.0637,27.41833,43.28473,1
2654,140134,2006,33.98322,908.7579,0.1343998,0.7286382,1.52298,0.6584373,0.1619991,0.570419,0,0,0,1,530,0.03368577,46.435,374.3987,26.7575,43.28473,1
2655,140134,2007,33.98322,908.7579,0.5296752,0.8425049,0.630867,0.4672367,0.6839607,0.760381,0,0,0,1,530,0.04198303,24.0525,206.9953,26.36917,43.28473,1
