"d3mIndex","gid","year","bdist1","capdist","droughtend_speibase","droughtend_speigdm","droughtend_spi","droughtstart_speibase","droughtstart_speigdm","droughtstart_spi","droughtyr_speibase","droughtyr_speigdm","droughtyr_spi","excluded","gwno","nlights_calib_mean","prec_gpcc","prec_gpcp","temp","cmr_mean","civconf"
144,126438,2008,148.7784,240.2063,0.01996374,-1.038534,-0.360075,0.06071812,-0.5598451,0.345476,0.08333334,0.08333334,0.08333334,0,501,0.04069072,126.4925,413.0826,26.44084,28.08214,0
145,126440,2001,203.5174,343.4362,-0.09777674,-0.0441816,0.236903,-1.279028,-1.245663,-1.2608,0.08333334,0.08333334,0,0,501,0.02109117,179.6725,507.0074,27.97583,21.1,0
146,126440,2002,203.5174,343.4362,0.4178656,0.01907449,-0.366882,1.43068,1.19006,1.38852,0,0,0,0,501,0.03279205,169.4075,615.4711,28.0975,21.1,0
147,126440,2003,203.5174,343.4362,-0.3288365,-0.3625016,0.318216,0.4156805,1.342453,0.65205,0,0.1666667,0,0,501,0.03547943,145.2725,478.2985,28.14333,21.1,0
148,126440,2004,203.5174,343.4362,0.3659978,0.7560925,-0.709268,1.441277,1.113104,0.255631,0,0.08333334,0.08333334,0,501,0.03646969,129.8175,441.0034,27.94,21.1,0
149,126440,2005,203.5174,343.4362,0.04226223,-0.6234402,0.318945,0.4903182,-1.07062,-0.367895,0,0.08333334,0.1666667,0,501,0.032026,84.375,280.6918,28.00417,21.1,0
150,126440,2006,203.5174,343.4362,0.4059935,1.574108,-0.165399,0.5295016,1.275331,0.445117,0,0.1666667,0,0,501,0.03368577,269.855,787.185,27.95083,21.1,0
151,126440,2007,203.5174,343.4362,0.3376133,0.3278244,0.587489,0.303956,-0.2424435,0.518463,0,0.08333334,0,0,501,0.04198303,195.8875,456.8777,28.11,21.1,0
152,126440,2008,203.5174,343.4362,0.1416724,-1.989258,-0.360075,-0.6608086,-1.931206,0.345476,0.08333334,0.08333334,0.08333334,0,501,0.04069072,120.4725,413.0826,27.94,21.1,0
153,126441,2001,158.8254,396.684,-0.3260173,1.701027,-0.0462928,-1.215063,-1.027725,-0.548329,0,0.08333334,0,1,501,0.02109117,266.27,644.0296,28.17666,21.1,0
154,126441,2002,158.8254,396.684,-0.7864631,-0.4521468,1.40588,0.394192,-0.5733515,0.644349,0,0,0,1,501,0.03279205,213.04,720.8546,28.36667,21.1,0
155,126441,2003,158.8254,396.684,0.1316725,-0.02318498,0.344161,0.3495274,-1.555634,1.115,0,0.1666667,0,0,501,0.03547943,195.1725,652.2247,28.17083,21.1,0
156,126441,2004,158.8254,396.684,0.1470108,-1.294649,-1.27958,0.242136,-1.480894,0.0371573,0,0.08333334,0.08333334,0,501,0.03646969,156.645,566.1295,28.25,21.1,0
157,126441,2005,158.8254,396.684,0.1494272,-0.04913404,-2.26515,-0.7360108,-1.147997,-0.883006,0,0.08333334,0.08333334,0,501,0.03220971,158.455,542.6801,28.1775,21.1,0
158,126441,2006,158.8254,396.684,0.7091228,0.3839833,1.29006,1.352684,1.134799,1.29672,0,0,0,0,501,0.03368577,324.7075,883.522,28.1375,21.1,0
159,126441,2007,158.8254,396.684,-0.1890739,0.804688,2.05431,0.2461757,-1.189408,-1.21473,0,0.08333334,0,0,501,0.04224715,258.47,760.9852,28.29917,21.1,0
160,126441,2008,158.8254,396.684,-0.6899732,-0.02359952,-0.586948,-0.09333462,-0.1782789,-0.107333,0.08333334,0.08333334,0.08333334,0,501,0.04069072,160.555,558.2657,28.15417,21.1,0
161,126442,2001,110.1282,450.5085,0.7438069,1.752777,-0.0462928,-1.2457,-1.284883,-0.548329,0,0.08333334,0,1,501,0.02271088,343.7275,644.0296,28.675,21.1,0
162,126442,2002,110.1282,450.5085,-0.4062574,-0.2201708,1.40588,-0.1468242,-0.5486993,0.644349,0,0.08333334,0,1,501,0.03411614,261.6525,720.8546,28.85666,21.1,0
163,126442,2003,110.1282,450.5085,0.1459704,-0.1273157,0.344161,0.1191755,-1.512795,1.115,0,0.1666667,0,0,501,0.03707469,246.5675,652.2247,28.55834,21.1,0
164,126442,2004,110.1282,450.5085,0.1131669,-1.522872,-1.27958,0.2216961,-1.589662,0.0371573,0,0.1666667,0.08333334,0,501,0.03820136,190.5725,566.1295,28.71749,21.1,0
165,126442,2005,110.1282,450.5085,0.1137247,0.2046375,-2.26515,-0.4271763,-1.210567,-0.883006,0,0,0.08333334,0,501,0.03349527,231.275,542.6801,28.60417,21.1,0
166,126442,2006,110.1282,450.5085,0.4469365,0.2820309,1.29006,1.144617,0.8621076,1.29672,0,0,0,0,501,0.03511181,375.47,883.522,28.60583,21.1,0
167,126442,2007,110.1282,450.5085,-0.1604953,0.5658306,2.05431,0.2247003,-1.218638,-1.21473,0,0.08333334,0,0,501,0.04341019,316.215,760.9852,28.87167,21.1,0
168,126442,2008,110.1282,450.5085,-0.576526,-0.2346086,-0.586948,-0.06352145,-0.2993316,-0.107333,0,0.08333334,0.08333334,0,501,0.04202222,206.2175,558.2657,28.62333,21.1,0
169,127152,2001,21.83796,129.4307,-0.2209646,-0.1215202,-0.18377,-1.177367,-1.065298,-0.204282,0,0,0,0,501,0.02109117,238.8625,1053.164,19.72083,25.89167,0
170,127152,2002,21.83796,129.4307,0.08825354,0.000144205,-0.364248,1.774297,-0.8151976,-0.314021,0,0.08333334,0,0,501,0.03279205,270.3925,1038.479,20.14583,25.89167,0
171,127152,2003,21.83796,129.4307,0.4648578,0.387359,1.21673,-1.401513,-1.054373,-0.234715,0,0,0,0,501,0.03547943,180.2275,841.3467,20.2275,25.89167,0
172,127152,2004,21.83796,129.4307,-0.2146555,-0.600153,-1.5177,0.352012,0.2003981,0.4962,0,0.1666667,0.08333334,0,501,0.03646969,151.2975,731.6459,19.86083,25.89167,0
173,127152,2005,21.83796,129.4307,-0.2778351,-0.97373,0.0426813,0.1187118,0.5494271,-0.368999,0,0.25,0.1666667,0,501,0.032026,117.6375,616.0579,19.9675,25.89167,0
174,127152,2006,21.83796,129.4307,1.022026,0.6635831,-0.394825,-0.009520755,-0.5278237,-0.0467328,0,0.1666667,0,0,501,0.03368577,258.015,1082.395,20.06166,25.89167,0
175,127152,2007,21.83796,129.4307,-0.1981048,-0.7476808,0.602306,0.7043279,0.002450139,0.506081,0,0,0,0,501,0.04198303,179.5875,832.8212,19.3425,25.89167,0
176,127152,2008,21.83796,129.4307,0.3191021,-0.6022341,-1.03286,-0.09935356,0.4058478,-0.353526,0,0.08333334,0,0,501,0.04069072,180.12,745.7722,19.77999,25.89167,0
177,127153,2001,48.73845,81.48136,-0.911707,-1.590128,1.37384,1.007284,1.73941,0.698987,0,0,0,0,501,0.02257192,186.3675,1053.164,20.5775,24.9,0
178,127153,2002,48.73845,81.48136,0.1981683,0.1552671,-0.969093,-0.7589521,-0.3580642,0.314243,0,0.08333334,0,0,501,0.03464157,202.2375,1038.479,21.12,24.9,0
179,127153,2003,48.73845,81.48136,0.7860014,0.07602742,0.765112,-0.6887478,-0.9123544,-0.308929,0,0.08333334,0,0,501,0.03685901,105.295,841.3467,21.3725,24.9,0
180,127153,2004,48.73845,81.48136,0.09418237,-0.05793238,-1.39218,-0.0103005,-0.8501267,-0.683276,0,0.08333334,0.08333334,0,501,0.03799464,104.9,731.6459,20.77667,24.9,0
181,127153,2005,48.73845,81.48136,-0.3513036,-1.168654,-0.601078,0.1233144,-0.3285152,0.244852,0,0.25,0.1666667,0,501,0.03369111,58.405,616.0579,20.92,24.9,0
182,127153,2006,48.73845,81.48136,0.4331532,0.2775704,-1.00364,1.053802,0.868941,0.549617,0,0.1666667,0,0,501,0.03624259,201.385,1082.395,21.055,24.9,0
183,127153,2007,48.73845,81.48136,-0.2437983,-0.4313575,1.83472,-0.05932572,-0.7121606,-0.666137,0,0,0,0,501,0.04325642,96.23,832.8212,20.2525,24.9,0
184,127153,2008,48.73845,81.48136,-1.018301,-1.341163,-0.655485,1.707687,1.505565,1.38411,0,0.08333334,0,0,501,0.04218115,129.9625,745.7722,20.84749,24.9,0
185,127154,2001,75.87422,52.13234,-0.7771749,-1.589298,1.37384,0.9047115,1.650552,0.698987,0,0.08333334,0,1,501,0.0221167,199.26,1053.164,20.93583,24.93264,0
186,127154,2002,75.87422,52.13234,-0.02090913,0.05228859,-0.969093,-0.9744949,-0.2667476,0.314243,0,0.1666667,0,1,501,0.0342113,200.185,1038.479,21.45166,24.93264,0
187,127154,2003,75.87422,52.13234,1.043315,-0.06389235,0.765112,-0.6798986,-1.459377,-0.308929,0,0.08333334,0,0,501,0.03687861,111.5575,841.3467,21.79917,24.93264,0
188,127154,2004,75.87422,52.13234,0.2165106,-0.1386389,-1.39218,-0.04964245,-0.6023623,-0.683276,0,0,0.08333334,0,501,0.03813935,126.65,731.6459,21.1,24.93264,0
189,127154,2005,75.87422,52.13234,-0.3618873,-1.275937,-0.601078,-0.0004069101,-0.1010866,0.244852,0,0.08333334,0.1666667,0,501,0.03338511,67.7775,616.0579,21.29084,24.93264,0
190,127154,2006,75.87422,52.13234,0.5112491,0.2580585,-1.00364,0.8995619,0.891825,0.549617,0.08333334,0.1666667,0,0,501,0.03520032,211.03,1082.395,21.43917,24.93264,0
191,127154,2007,75.87422,52.13234,-0.4121246,-0.5107605,1.83472,-0.2035625,-0.7601034,-0.666137,0,0,0,0,501,0.04300802,97.385,832.8212,20.72417,24.93264,0
192,127154,2008,75.87422,52.13234,-1.107453,-1.282769,-0.655485,1.640157,1.658471,1.38411,0,0.08333334,0,0,501,0.04282542,136.18,745.7722,21.3075,24.93264,0
193,127155,2001,102.6367,70.62591,0.7602615,0.485645,-0.505671,-0.2891634,-1.557553,0.643349,0,0.08333334,0,0,501,0.02527396,240.995,1053.164,21.30417,28.49028,0
194,127155,2002,102.6367,70.62591,1.289475,0.9615065,1.09098,1.93012,1.286612,-0.259675,0,0.1666667,0,0,501,0.03728881,223.4075,1038.479,21.69167,28.49028,0
195,127155,2003,102.6367,70.62591,-0.4850736,-0.8614125,0.0436514,1.389239,0.8535809,0.170176,0,0.08333334,0,0,501,0.03988321,162.72,841.3467,22.0575,28.49028,0
196,127155,2004,102.6367,70.62591,0.6511301,-0.2828089,-0.177781,0.5139418,-0.1064449,1.41876,0,0,0.08333334,0,501,0.04189426,183.4875,731.6459,21.43917,28.49028,0
197,127155,2005,102.6367,70.62591,-0.3590401,-1.396802,-1.57756,0.6478899,-1.002298,-0.0595626,0,0,0.1666667,0,501,0.0356364,126.9275,616.0579,21.67333,28.49028,0
198,127155,2006,102.6367,70.62591,0.6800486,1.403382,1.33255,1.165543,0.4121579,0.0146425,0,0.1666667,0,0,501,0.03691113,261.86,1082.395,21.72999,28.49028,0
199,127155,2007,102.6367,70.62591,-0.03074311,-0.7907079,-0.21447,0.7933297,0.2142298,1.25561,0,0,0,0,501,0.04467214,145.7,832.8212,21.18166,28.49028,0
200,127155,2008,102.6367,70.62591,0.296865,-0.7663927,-0.89306,1.200001,-1.872163,1.41224,0,0.1666667,0,0,501,0.04435879,175.55,745.7722,21.5825,28.49028,0
201,127156,2001,129.3968,115.9738,0.4937462,0.5997666,-0.260327,-1.043493,-1.423987,-0.888788,0,0,0,0,501,0.02122536,246.555,507.0074,22.82333,29.6,0
202,127156,2002,129.3968,115.9738,-0.1349489,0.1954393,0.4527,2.239613,1.249455,2.18905,0,0.08333334,0,0,501,0.03308171,210.0775,615.4711,23.05667,29.6,0
203,127156,2003,129.3968,115.9738,-0.4405177,-0.8893706,0.297619,1.467275,0.02443573,0.233969,0,0.08333334,0,0,501,0.03583912,174.045,478.2985,23.43,29.6,0
204,127156,2004,129.3968,115.9738,0.6297688,-0.3801128,-0.75505,0.6407765,-0.07733607,0.122996,0,0,0.08333334,0,501,0.03684194,204.045,441.0034,22.82667,29.6,0
205,127156,2005,129.3968,115.9738,-0.3681723,-0.9531387,-1.40696,0.8037311,-0.3711889,-0.16264,0,0,0.1666667,0,501,0.03247912,151.015,280.6918,23.24167,29.6,0
206,127156,2006,129.3968,115.9738,0.5480045,1.392829,1.03506,1.344081,1.301962,1.78459,0,0.1666667,0,0,501,0.03382839,292.7425,787.185,23.21833,29.6,0
207,127156,2007,129.3968,115.9738,-0.08276232,-0.3410254,0.0310507,0.9969773,0.3034766,1.43344,0,0,0,0,501,0.0422432,172.0275,456.8777,22.7925,29.6,0
208,127156,2008,129.3968,115.9738,0.2317976,-0.6107477,-0.897926,1.170491,-3.207537,-0.457109,0,0.1666667,0.08333334,0,501,0.0408926,195.3475,413.0826,23.11333,29.6,0
209,127157,2001,155.2964,167.641,0.3215827,0.5952818,-0.260327,-1.145746,-1.851794,-0.888788,0,0.08333334,0,0,501,0.02109117,200.0525,507.0074,24.7375,29.6,0
210,127157,2002,155.2964,167.641,0.04871504,-0.3280245,0.4527,2.003237,0.9928415,2.18905,0,0.08333334,0,0,501,0.03279205,148.61,615.4711,24.8975,29.6,0
211,127157,2003,155.2964,167.641,-0.4428734,-1.062029,0.297619,1.300581,-0.8544059,0.233969,0,0.08333334,0,0,501,0.03547943,128.9375,478.2985,25.28083,29.6,0
212,127157,2004,155.2964,167.641,0.5815919,-0.5904645,-0.75505,0.5558079,-0.345624,0.122996,0,0,0.08333334,0,501,0.03646969,159.985,441.0034,24.64083,29.6,0
213,127157,2005,155.2964,167.641,-0.3502136,-0.9837074,-1.40696,0.7624121,0.0381991,-0.16264,0,0,0.1666667,0,501,0.032026,101.155,280.6918,25.03167,29.6,0
214,127157,2006,155.2964,167.641,0.4027318,1.430725,1.03506,1.292942,1.741068,1.78459,0,0.08333334,0,0,501,0.03368577,259.655,787.185,24.92833,29.6,0
215,127157,2007,155.2964,167.641,-0.1130998,-0.04709512,0.0310507,0.9834493,-0.2849377,1.43344,0,0,0,0,501,0.04198303,143.24,456.8777,24.835,29.6,0
216,127157,2008,155.2964,167.641,0.06606298,-0.6723869,-0.897926,0.8574273,-3.644418,-0.457109,0,0.1666667,0.08333334,0,501,0.04069072,158.1275,413.0826,24.82917,29.6,0
217,127158,2001,187.0709,221.2436,0.1364629,0.5138294,-0.260327,-1.60544,-1.446058,-0.888788,0.08333334,0,0,0,501,0.02109117,180.035,507.0074,26.73833,29.30486,0
218,127158,2002,187.0709,221.2436,0.4517541,-0.2209539,0.4527,1.870025,1.256406,2.18905,0,0.08333334,0,0,501,0.03279205,144.5175,615.4711,26.845,29.30486,0
219,127158,2003,187.0709,221.2436,-0.424432,-1.024242,0.297619,1.190119,-0.8670437,0.233969,0,0.08333334,0,0,501,0.03547943,123.3075,478.2985,27.18917,29.30486,0
220,127158,2004,187.0709,221.2436,0.5958235,-0.2503847,-0.75505,0.2512059,-0.7734768,0.122996,0,0,0.08333334,0,501,0.03646969,142.1975,441.0034,26.645,29.30486,0
221,127158,2005,187.0709,221.2436,-0.2439423,-1.143466,-1.40696,0.7020965,0.0768243,-0.16264,0,0,0.1666667,0,501,0.032026,86.6725,280.6918,26.94,29.30486,0
222,127158,2006,187.0709,221.2436,0.3687742,1.247088,1.03506,1.232731,1.502595,1.78459,0,0.08333334,0,0,501,0.03368577,223.7375,787.185,26.84916,29.30486,0
223,127158,2007,187.0709,221.2436,-0.0312265,0.2154413,0.0310507,0.9952691,-0.4703569,1.43344,0,0,0,0,501,0.04198303,136.5025,456.8777,26.89334,29.30486,0
224,127158,2008,187.0709,221.2436,0.0001336032,-0.7755795,-0.897926,0.3932133,-3.278464,-0.457109,0.08333334,0.1666667,0.08333334,0,501,0.04069072,132.9525,413.0826,26.78167,29.30486,0
225,127159,2001,217.7385,275.6549,-0.01901261,0.2031954,0.236903,-1.313461,-1.180064,-1.2608,0.08333334,0,0,0,501,0.02109117,129.07,507.0074,28.13917,21.1,0
226,127159,2002,217.7385,275.6549,0.2414588,-0.1480962,-0.366882,1.241684,0.5875188,1.38852,0,0,0,0,501,0.03279205,151.135,615.4711,28.24584,21.1,0
227,127159,2003,217.7385,275.6549,-0.3533798,-0.6260116,0.318216,0.4022266,0.1929294,0.65205,0,0,0,0,501,0.03547943,121.025,478.2985,28.4725,21.1,0
228,127159,2004,217.7385,275.6549,0.2187634,-0.1758887,-0.709268,1.355078,0.4024601,0.255631,0,0.08333334,0.08333334,0,501,0.03646969,105.355,441.0034,28.08583,21.1,0
229,127159,2005,217.7385,275.6549,-0.1850064,-1.410044,0.318945,0.4809588,-0.9888076,-0.367895,0,0,0.1666667,0,501,0.032026,68.635,280.6918,28.32167,21.1,0
230,127159,2006,217.7385,275.6549,0.2663375,1.218752,-0.165399,0.5169023,0.7078159,0.445117,0,0,0,0,501,0.03368577,201.8975,787.185,28.2075,21.1,0
231,127159,2007,217.7385,275.6549,0.06258053,0.4688237,0.587489,0.1206869,-0.3243688,0.518463,0,0.08333334,0,0,501,0.04198303,128.425,456.8777,28.335,21.1,0
232,127159,2008,217.7385,275.6549,-0.02805081,-1.156496,-0.360075,-0.5331376,-1.790515,0.345476,0.08333334,0.1666667,0.08333334,0,501,0.04069072,104.8725,413.0826,28.15333,21.1,0
233,127161,2001,125.7011,385.5314,-0.08544929,-0.3594189,0.270211,-1.023753,-1.225516,-0.782123,0,0.08333334,0,1,501,0.02109117,218.9875,644.0296,29.71167,21.1,0
234,127161,2002,125.7011,385.5314,0.5174441,-0.2946252,-0.366678,1.434742,0.7921471,1.81791,0,0.08333334,0,1,501,0.03279205,170.375,720.8546,29.86083,21.1,0
235,127161,2003,125.7011,385.5314,-0.188145,-0.4365752,-0.457196,0.4715204,1.117235,1.09172,0,0.08333334,0,0,501,0.03547943,150.635,652.2247,29.81083,21.1,0
236,127161,2004,125.7011,385.5314,0.358061,0.5272605,0.324654,1.325188,0.404871,0.465708,0,0.1666667,0.08333334,0,501,0.03646969,125.115,566.1295,29.74999,21.1,0
237,127161,2005,125.7011,385.5314,0.08190951,-1.335783,0.0732598,0.4785239,-1.140112,-0.447904,0,0.08333334,0.08333334,0,501,0.032026,124.96,542.6801,29.79667,21.1,0
238,127161,2006,125.7011,385.5314,0.3565883,1.372711,-0.992411,0.4750265,1.083617,0.679803,0,0,0,0,501,0.03368577,259.995,883.522,29.70333,21.1,0
239,127161,2007,125.7011,385.5314,0.3358771,0.3175619,0.842206,0.2026011,-0.7908333,-0.0719803,0,0.08333334,0,0,501,0.04198303,196.72,760.9852,29.96334,21.1,0
240,127161,2008,125.7011,385.5314,0.2650722,-1.593512,-3.09023,-0.6178431,-2.351794,-0.673935,0.08333334,0.1666667,0.08333334,0,501,0.04069072,111.4075,558.2657,29.69333,21.1,0
241,127162,2001,81.65198,440.7339,0.5899003,1.561448,-0.0462928,-1.180938,-1.386344,-0.548329,0,0.08333334,0,1,501,0.02109117,306.675,644.0296,30.465,21.1,0
242,127162,2002,81.65198,440.7339,-0.5868737,-0.2524067,1.40588,0.1637246,-0.4176334,0.644349,0,0.08333334,0,1,501,0.03279205,232.3975,720.8546,30.615,21.1,0
243,127162,2003,81.65198,440.7339,0.06312823,-0.2845792,0.344161,0.5280634,-1.51469,1.115,0,0.08333334,0,0,501,0.03547943,216.0575,652.2247,30.42084,21.1,0
244,127162,2004,81.65198,440.7339,0.1410758,-1.61843,-1.27958,0.2476873,-1.580147,0.0371573,0,0.1666667,0.08333334,0,501,0.03646969,160.85,566.1295,30.5175,21.1,0
245,127162,2005,81.65198,440.7339,0.1426239,0.1436054,-2.26515,-0.670137,-1.527268,-0.883006,0,0.08333334,0.08333334,0,501,0.032026,201.3325,542.6801,30.46917,21.1,0
246,127162,2006,81.65198,440.7339,0.7659006,0.005544506,1.29006,1.139019,0.5589891,1.29672,0,0,0,0,501,0.03368577,334.4775,883.522,30.40083,21.1,0
247,127162,2007,81.65198,440.7339,-0.1762226,0.1826351,2.05431,0.2497101,-1.898365,-1.21473,0,0.08333334,0,0,501,0.04198303,274.395,760.9852,30.72083,21.1,0
248,127162,2008,81.65198,440.7339,-0.6289263,-0.2947097,-0.586948,-0.1282469,-0.2251837,-0.107333,0,0.1666667,0.08333334,0,501,0.04069072,170.2075,558.2657,30.41667,21.1,0
249,127163,2001,35.28031,496.0342,0.7149435,1.359446,-0.0462928,-1.088701,-1.352644,-0.548329,0,0.08333334,0,1,501,0.02109117,340.1075,644.0296,30.48166,21.1,0
250,127163,2002,35.28031,496.0342,-0.5409225,-0.3609892,1.40588,0.0505191,-0.4597341,0.644349,0,0.08333334,0,1,501,0.03279205,254.9925,720.8546,30.64833,21.1,0
251,127163,2003,35.28031,496.0342,0.07688329,-0.4256974,0.344161,0.3583773,-1.358466,1.115,0,0,0,0,501,0.03547943,240.24,652.2247,30.24334,21.1,0
252,127163,2004,35.28031,496.0342,0.1089363,-1.410752,-1.27958,0.2840172,-1.547952,0.0371573,0,0.1666667,0.08333334,0,501,0.03646969,185.03,566.1295,30.49917,21.1,0
253,127163,2005,35.28031,496.0342,0.1102683,-0.009415049,-2.26515,-0.3980837,-1.354864,-0.883006,0,0,0.08333334,0,501,0.032026,230.2475,542.6801,30.3725,21.1,0
254,127163,2006,35.28031,496.0342,0.5570219,-0.08025222,1.29006,1.087506,0.4282259,1.29672,0,0,0,0,501,0.03368577,360.185,883.522,30.32417,21.1,0
255,127163,2007,35.28031,496.0342,-0.1920731,0.01326796,2.05431,0.2858556,-1.623221,-1.21473,0,0.08333334,0,0,501,0.04198303,301.145,760.9852,30.71583,21.1,0
256,127163,2008,35.28031,496.0342,-0.5940182,-0.4524204,-0.586948,-0.07496433,-0.2852084,-0.107333,0,0.1666667,0.08333334,0,501,0.04069072,190.3925,558.2657,30.365,21.1,0
257,127860,2001,9.667491,358.0376,1.403154,1.041486,0.568264,0.3297261,2.539743,1.83646,0,0,0,1,500,0.02287858,352.4875,2031.541,20.63917,26.51458,0
258,127860,2002,9.667491,358.0376,0.493235,0.1901088,-0.819654,-0.9454836,-1.680976,-0.860679,0,0.08333334,0.1666667,1,500,0.03444712,288.5225,1821.488,21.67584,26.51458,0
259,127860,2003,9.667491,358.0376,-0.5775284,-1.718637,0.785384,-0.7496999,-0.221461,-0.0516013,0,0,0,1,500,0.03706162,291.1225,1791.564,21.53834,26.51458,0
260,127860,2004,9.667491,358.0376,-1.045459,0.3157098,0.586987,-0.008134489,1.243602,0.0755321,0,0,0.08333334,1,500,0.03755532,319.82,2021.273,21.39833,26.51458,0
261,127860,2005,9.667491,358.0376,-1.304424,-1.870272,-0.755726,1.074188,-0.6350812,-0.24069,0.1666667,0.1666667,0.08333334,1,500,0.0330607,283.465,1770.281,21.62833,26.51458,0
262,127860,2006,9.667491,358.0376,1.691538,-0.6320045,1.60154,-1.145657,-0.8409149,-0.980399,0,0.08333334,0.08333334,1,500,0.03489055,341.1,2082.098,21.33583,26.51458,0
263,127860,2007,9.667491,358.0376,-0.1219069,-0.397992,1.44849,2.480133,1.353559,0.0674775,0.08333334,0.08333334,0,1,500,0.04340625,318.9775,1923.268,20.98667,26.51458,0
264,127860,2008,9.667491,358.0376,-0.7612283,0.07786452,1.41825,1.655258,-0.4222631,0.130135,0,0.08333334,0,1,500,0.04196209,312.85,1853.345,20.52417,26.51458,0
265,127870,2001,16.16731,230.0343,-0.7070757,-1.183296,1.76191,0.09021261,-0.7784639,0.0370769,0,0.08333334,0,1,501,0.0212589,339.8425,1211.834,20.20416,22.92083,0
266,127870,2002,16.16731,230.0343,-0.1721886,-0.5836416,-0.823443,0.2833372,0.2895663,0.618314,0,0.08333334,0,1,501,0.03437679,346.0875,1438.089,20.49833,22.92083,0
267,127870,2003,16.16731,230.0343,0.5562561,-0.1253664,1.15184,-0.313128,0.1126359,-0.213878,0.08333334,0,0.08333334,1,501,0.03852512,295.9725,1123.008,20.25583,22.92083,0
268,127870,2004,16.16731,230.0343,-0.7263368,-1.21461,-1.2959,-0.3283227,-0.9272906,-1.20825,0,0.1666667,0.08333334,1,501,0.0392141,275.3725,1182.768,20.19,22.92083,0
269,127870,2005,16.16731,230.0343,-0.6169171,-0.6826401,-1.06556,0.2382385,0.4902476,0.640001,0.08333334,0.1666667,0.1666667,1,501,0.03533675,247.525,1029.412,20.52416,22.92083,0
270,127870,2006,16.16731,230.0343,-0.5353388,-0.416609,-0.341303,1.201304,0.3007216,0.0810721,0,0,0,2,501,0.03696028,412.92,1584.307,20.31584,22.92083,0
271,127870,2007,16.16731,230.0343,0.146985,-1.435228,-0.476198,0.1787718,0.2545053,-0.29076,0,0.08333334,0,2,501,0.04458931,345.7425,1327.06,19.315,22.92083,0
272,127870,2008,16.16731,230.0343,-1.455611,-1.590141,0.177958,1.231906,1.118815,1.08475,0,0.08333334,0.1666667,0,501,0.04336232,336.485,1276.058,19.7825,22.92083,0
273,127871,2001,43.18196,174.3975,-0.6682084,-0.8549508,1.37384,0.500911,-0.9830046,0.698987,0,0,0,0,501,0.02180522,261.4675,1053.164,18.7725,24.9,0
274,127871,2002,43.18196,174.3975,0.03115726,-0.131787,-0.969093,-0.1465408,-0.06848259,0.314243,0.08333334,0.08333334,0,0,501,0.03337137,279.8725,1038.479,19.12667,24.9,0
275,127871,2003,43.18196,174.3975,0.7352746,0.4826666,0.765112,-0.5166257,-0.008426138,-0.308929,0.08333334,0,0,0,501,0.03572141,224.5675,841.3467,19.04583,24.9,0
276,127871,2004,43.18196,174.3975,-0.4071175,-0.7327361,-1.39218,-0.2435467,-0.9517266,-0.683276,0,0.3333333,0.08333334,0,501,0.03659895,194.5875,731.6459,18.815,24.9,0
277,127871,2005,43.18196,174.3975,-0.3757595,-0.7374154,-0.601078,0.1283031,-0.1078933,0.244852,0,0.25,0.1666667,0,501,0.03214847,150.035,616.0579,19.08001,24.9,0
