"d3mIndex","woreda_label","time","variable","variable_name","woreda_wikidata","zone_wikidata","zone_label","region_wikidata","region_label","country_wikidata","country_label","precision","calendar","AFP_Polio_Cases_ratio_per_1000","source_of_file_label","data_curator_label","AFP_Polio_Deaths_ratio_per_1000","Anthrax_Cases_ratio_per_1000","Anthrax_Deaths_ratio_per_1000","Avian_Human_Influenza_Cases_ratio_per_1000","Avian_Human_Influenza_Deaths_ratio_per_1000","Cholera_AWD_Cases_ratio_per_1000","Cholera_AWD_Deaths_ratio_per_1000","Dracunculiasis_Guinea_worm_Cases_ratio_per_1000","Dracunculiasis_Guinea_worm_Deaths_ratio_per_1000","Dysentery_total_Cases_ratio_per_1000","Epidemic_Typhus_Total_Cases_ratio_per_1000","Malnutrition_total_Cases_ratio_per_1000","Maternal_Death_ratio_per_1000","Measles_Cases_ratio_per_1000","Measles_Deaths_ratio_per_1000","Meningits_total_Cases_ratio_per_1000","Neonatal_Tetanus_Cases_ratio_per_1000","Neonatal_Tetanus_Deaths_ratio_per_1000","Pandemic_Influenza_Cases_ratio_per_1000","Pandemic_Influenza_Deaths_ratio_per_1000","Rabies_Cases_ratio_per_1000","Rabies_Deaths_ratio_per_1000","Relapsing_fever_total_Cases_ratio_per_1000","SARS_Cases_ratio_per_1000","SARS_Deaths_ratio_per_1000","Small_pox_Cases_ratio_per_1000","Small_pox_Deaths_ratio_per_1000","TMSuspected_Fever_Examined_ratio_per_1000","Total_Malaria_Confirmed_and_Clinical_ratio_per_1000","Typhoid_fever_Total_cases_ratio_per_1000","Viral_hemorrhagic_fever_Cases_ratio_per_1000","Viral_hemorrhagic_fever_Deaths_ratio_per_1000","Yellow_fever_Cases_ratio_per_1000","Yellow_fever_Deaths_ratio_per_1000"
1622,"Dera","2017-02","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.45249617,0,0.33109474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3452547,0.24280283,0.044145968,0,0,0,0
1623,"Dera","2017-03","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.76151794,0,0.23728457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1245246,0.25935757,0.16554737,0,0,0,0
1624,"Dera","2017-04","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.1434744,0,0.07725545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7449632,0.02759123,0.03310948,0,0,0,0
1625,"Dera","2017-05","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.29798532,0,0.1434744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5616637,0.12691967,0.05518246,0,0,0,0
1626,"Dera","2017-06","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.3917955,0.01655474,0.115883164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2471236,0.2759123,0.07725545,0,0,0,0
1627,"Dera","2017-07","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.52975166,0,0.09932843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0263938,0.26487583,0,0,0,0,0
1628,"Dera","2017-08","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.8111822,0.038627725,0.09932843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.390598,0.14899266,0.17658387,0,0,0,0
1629,"Dera","2017-09","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.45801443,0,0.044145968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4071528,0.12691967,0.2869488,0,0,0,0
1630,"Dera","2017-10","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.3917955,0.01655474,0.17106563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3630067,0.3090218,0.09381018,0,0,0,0
1631,"Dera","2017-11","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.22072984,0,0.1545109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5052838,0.9215471,0.01655474,0,0,0,0
1632,"Dera","2017-12","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.16002914,0,0.088291936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2912695,0.336613,0.005518246,0,0,0,0
1633,"Dera","2018-01","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.1931386,0,0.17658387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9105106,0.20969334,0.03310948,0,0,0,0
1634,"Dera","2018-02","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.05518246,0,0.01655474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12691967,0.011036492,0.011036492,0,0,0,0
1635,"Dera","2018-03","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.31454003,0,0.16554737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7008173,0.09381018,0.05518246,0,0,0,0
1636,"Dera","2018-04","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.21521159,0,0.082773685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72840846,0.05518246,0,0,0,0,0
1637,"Dera","2018-05","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.43042317,0,0.0717372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1631525,0.19865686,0.022072984,0,0,0,0
1638,"Dera","2018-06","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.27039406,0,0.115883164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4414597,0.11036492,0.038627725,0,0,0,0
1639,"Dera","2018-07","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.33109474,0,0.05518246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5242334,0.060700707,0.10484667,0,0,0,0
1640,"Dera","2018-08","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.8498099,0,0.121401414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1698681,0.1931386,0.16002914,0,0,0,0
1641,"Dera","2018-09","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.7725544,0,0.22072984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49664214,0.17106563,0.12691967,0,0,0,0
1642,"Dera","2018-10","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.59597063,0,0.20969334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1643499,0.336613,0.1931386,0,0,0,0
1643,"Dera","2018-11","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.41386846,0,0.26487583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2195324,0.48560566,0.05518246,0,0,0,0
1644,"Dera","2018-12","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.56837934,0.03310948,0.18762036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8167004,0.31454003,0.005518246,0,0,0,0
1645,"Dera","2019-01","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.3255765,0,0.21521159,0,0.044145968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43594146,0.17106563,0.049664214,0,0,0,0
1646,"Dera","2019-02","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.19865686,0,0.22072984,0,0.121401414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67874426,0.13243791,0.20969334,0,0,0,0
1647,"Dera","2019-03","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.34213126,0.011036492,0.16554737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53526986,0.1434744,0.022072984,0,0,0,0
1648,"Dera","2019-04","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06621896,0,0.05518246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1545109,0.011036492,0,0,0,0,0
1649,"Dera","2019-05","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.33109474,0,0.1434744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7008173,0.30350354,0.21521159,0,0,0,0
1650,"Dera","2019-06","P1200184","AFP/Polio Cases","Q3023542","Q1070780","Semien Shewa Zone","Q203009","Amhara Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,"Didu, Ethiopia","2017-01","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06127639,0,0.12255278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27574375,0,0,0,0
1652,"Didu, Ethiopia","2017-02","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06127639,0,0.030638196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21446735,0.030638196,1.6238242,0,0,0,0
1653,"Didu, Ethiopia","2017-03","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0.09191458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5514875,0.06127639,2.2365882,0,0,0,0
1654,"Didu, Ethiopia","2017-04","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0.06127639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64340204,0,3.799136,0,0,0,0
1655,"Didu, Ethiopia","2017-05","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.09191458,0,0.06127639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88850766,0.12255278,2.1446736,0,0,0,0
1656,"Didu, Ethiopia","2017-06","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.18382916,0,0.12255278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1336132,0,3.186372,0,0,0,0
1657,"Didu, Ethiopia","2017-07","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8578694,0,1.899568,0,0,0,0
1658,"Didu, Ethiopia","2017-08","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98042226,0.09191458,1.6544625,0,0,0,0
1659,"Didu, Ethiopia","2017-09","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7046785,0,1.899568,0,0,0,0
1660,"Didu, Ethiopia","2017-10","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7046785,0,1.8689299,0,0,0,0
1661,"Didu, Ethiopia","2017-11","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06127639,0,0.06127639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73531663,0,1.8689299,0,0,0,0
1662,"Didu, Ethiopia","2017-12","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7046785,0.030638196,1.2255278,0,0,0,0
1663,"Didu, Ethiopia","2018-01","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0.06127639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1336132,0.030638196,2.20595,0,0,0,0
1664,"Didu, Ethiopia","2018-02","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7046785,0.030638196,1.7770153,0,0,0,0
1665,"Didu, Ethiopia","2018-03","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.12255278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64340204,0.030638196,1.5625479,0,0,0,0
1666,"Didu, Ethiopia","2018-04","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06127639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3982965,0,0.796593,0,0,0,0
1667,"Didu, Ethiopia","2018-05","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0723368,0,1.6544625,0,0,0,0
1668,"Didu, Ethiopia","2018-06","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.3982965,0,0.06127639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58212566,0,1.899568,0,0,0,0
1669,"Didu, Ethiopia","2018-07","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8578694,0,1.8382916,0,0,0,0
1670,"Didu, Ethiopia","2018-08","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33702013,0.09191458,1.9302062,0,0,0,0
1671,"Didu, Ethiopia","2018-09","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0.06127639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67404026,0,2.1446736,0,0,0,0
1672,"Didu, Ethiopia","2018-10","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.09191458,0,0.18382916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2868041,0,1.2561659,0,0,0,0
1673,"Didu, Ethiopia","2018-11","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0.12255278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1336132,0,2.8493521,0,0,0,0
1674,"Didu, Ethiopia","2018-12","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49021113,0,1.593186,0,0,0,0
1675,"Didu, Ethiopia","2019-01","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15319097,0,1.102975,0,0,0,0
1676,"Didu, Ethiopia","2019-02","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12255278,0,1.746377,0,0,0,0
1677,"Didu, Ethiopia","2019-03","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27574375,0,2.5736082,0,0,0,0
1678,"Didu, Ethiopia","2019-04","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49021113,0,2.3285027,0,0,0,0
1679,"Didu, Ethiopia","2019-05","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5208493,0,3.1557338,0,0,0,0
1680,"Didu, Ethiopia","2019-06","P1200184","AFP/Polio Cases","Q5274247","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49021113,0,1.4399952,0,0,0,0
1681,"Diga","2017-01","P1200184","AFP/Polio Cases","Q5275497","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.059979904,0,0.16494474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5331464,0.5398192,0.23991962,0,0,0,0
1682,"Diga","2017-02","P1200184","AFP/Polio Cases","Q5275497","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.04498493,0,0.11995981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.018654,0.32988948,0.23991962,0,0,0,0
1683,"Diga","2017-03","P1200184","AFP/Polio Cases","Q5275497","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.014994976,0,0.16494474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4431767,0.64478403,0.29989955,0,0,0,0
1684,"Diga","2017-04","P1200184","AFP/Polio Cases","Q5275497","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.3148945,0,0.22492465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.178935,0.35987943,0.43485433,0,0,0,0
1685,"Diga","2017-05","P1200184","AFP/Polio Cases","Q5275497","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.04498493,0,0.10496484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.273568,0.5848041,0.23991962,0,0,0,0
1686,"Diga","2017-06","P1200184","AFP/Polio Cases","Q5275497","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0.014994976,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.34488446,0,0.22492465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.273568,0.65977895,0.64478403,0,0,0,0
1687,"Diga","2017-07","P1200184","AFP/Polio Cases","Q5275497","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.23991962,0,0.14994977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4338496,0.5248242,0.34488446,0,0,0,0
1688,"Diga","2017-08","P1200184","AFP/Polio Cases","Q5275497","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.3148945,0,0.32988948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.148945,0.56980914,0.3148945,0,0,0,0
