"d3mIndex","WoredaName","Year","Total_Malaria_Confirmed_and_Clinical","TMalaria_OutP_Cases","TMalaria_InP_Cases","TMalaria_InP_Deaths","TMSuspected_Fever_Examined","PosMalaria_RDT_or_Microscopy_PF_OutP_Cases","PosMalaria_RDT_or_Microscopy_PV_OutP_Cases","Meningits_total_Cases","Meningitis_OutP_Cases","Meningitis_InP_Cases","Meningitis_InP_Deaths","Dysentery_total_Cases","Dysentery_OutP_Cases","Dysentery_InP_Cases","Dysentery_InP_Deaths","Typhoid_fever_Total_cases","Typhoid_fever_OutP_Cases","Typhoid_fever_InP_Cases","Typhoid_fever_InP_Deaths","Relapsing_fever_total_Cases","Relapsing_fever_OutP_Cases","Relapsing_fever_InP_Cases","Relapsing_fever_InP_Deaths","Epidemic_Typhus_Total_Cases","Epidemic_Typhus_OutP_Cases","Epidemic_Typhus_InP_Cases","Epidemic_Typhus_InP_Deaths","Malnutrition_total_Cases","Malnutrition_OutP_Cases","Malnutrition_InP_Cases","Malnutrition_InP_Deaths","AFP_Polio_Cases","AFP_Polio_Deaths","Anthrax_Cases","Anthrax_Deaths","Cholera_AWD_Cases","Cholera_AWD_Deaths","Dracunculiasis_Guinea_worm_Cases","Dracunculiasis_Guinea_worm_Deaths","Measles_Cases","Measles_Deaths","Neonatal_Tetanus_Cases","Neonatal_Tetanus_Deaths","Pandemic_Influenza_Cases","Pandemic_Influenza_Deaths","Rabies_Cases","Rabies_Deaths","SARS_Cases","SARS_Deaths","Small_pox_Cases","Small_pox_Deaths","Viral_hemorrhagic_fever_Cases","Viral_hemorrhagic_fever_Deaths","Yellow_fever_Cases","Yellow_fever_Deaths","Maternal_Death","Other_1_Cases","Other_1_Deaths","Other_2_Cases","Other_2_Deaths","Other_3_Cases","Other_3_Deaths","No_of_Gov_HPs_expected_by_RHB","No_of_Gov_HCs_expected_by_RHB","No_of_Gov_Hosps_expected_by_RHB","No_of_NGOHF_expected_by_RHB","No_of_OtherHFs_expected_by_RHB","No_of_Gov_HPs_Reported","No_of_Gov_HCs_Reported","All_Total_sites_Reported","All_Total_sites_Expected_by_RHB","Total_Gov_sites_Reported","RegionName","ZoneName"
1276,"Kacha Bira",2017,321,321,0,0,14511,40,285,2,0,2,0,418,418,0,0,6860,6860,0,0,2,1,1,0,106,106,0,0,89,49,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,200,35,0,24,1147,199,1381,1409,1381,"SNNPR","Kembata Tembaro"
1277,"Kacha Bira",2018,112,112,0,0,13140,11,101,3,0,3,0,234,233,1,0,5980,5980,0,0,0,0,0,0,73,73,0,0,60,31,29,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1127,196,0,0,192,1127,196,1345,1515,1325,"SNNPR","Kembata Tembaro"
1278,"Kake Hosp",2018,301,301,0,0,1236,205,96,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,155,155,0,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,12,12,12,"Oromia","Qeleme Wellega"
1279,"Kalafo",2017,772,772,0,0,810,240,88,0,0,0,0,124,124,0,0,81,81,0,0,0,0,0,0,0,0,0,0,1659,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,188,0,0,0,1265,188,1453,1457,1453,"Somali","SHABEELE"
1280,"Kalafo",2018,553,553,0,0,512,237,92,0,0,0,0,180,180,0,0,81,81,0,0,0,0,0,0,0,0,0,0,1207,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,152,0,0,0,892,152,1044,1044,1044,"Somali","SHABEELE"
1281,"Kalu",2017,1416,1416,0,0,11752,406,1010,0,0,0,0,1707,1707,0,0,1609,1609,0,0,0,0,0,0,795,795,0,0,285,280,5,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1716,468,0,13,744,1703,465,2896,2941,2168,"Amhara","South Wollo"
1282,"Kalu",2018,587,586,1,0,11503,179,408,1,1,0,0,1771,1771,0,0,2337,2337,0,0,0,0,0,0,1581,1581,0,0,303,303,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1766,468,0,0,754,1721,468,2887,2988,2189,"Amhara","South Wollo"
1283,"Kamashi",2017,5216,5202,14,1,12503,4598,411,0,0,0,0,330,330,0,0,3554,3548,6,0,0,0,0,0,111,110,1,1,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,50,0,0,0,514,49,561,600,563,"Benishangul-Gumuz","Kamashi"
1284,"Kamashi",2018,2695,2695,0,0,8885,2580,89,0,0,0,0,256,256,0,0,967,967,0,0,0,0,0,0,275,275,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,44,0,0,0,357,45,405,528,403,"Benishangul-Gumuz","Kamashi"
1285,"Kamashi Zone prison clinic",2017,348,348,0,0,664,179,137,0,0,0,0,43,43,0,0,163,163,0,0,0,0,0,0,21,21,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,28,32,0,"Benishangul-Gumuz","Kamashi"
1286,"Kamashi Zone prison clinic",2018,55,55,0,0,151,32,23,0,0,0,0,24,24,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,12,20,0,"Benishangul-Gumuz","Kamashi"
1287,"Karamara Hospital",2017,162,162,0,0,103,68,13,59,0,59,0,139,134,5,0,182,182,0,0,0,0,0,0,0,0,0,0,206,158,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,40,0,0,11,0,51,51,51,"Somali","FAAFAN"
1288,"Karamara Hospital",2018,41,41,0,0,22,14,8,29,29,0,0,64,64,0,0,830,828,2,0,16,16,0,0,0,0,0,0,259,259,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,46,0,0,33,5,84,85,84,"Somali","FAAFAN"
1289,"Karate Hospital",2017,1015,1013,2,0,10116,891,149,17,0,17,0,127,127,0,0,2984,2984,0,0,0,0,0,0,1698,1698,0,0,425,27,398,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,50,50,"SNNPR","Segen"
1290,"Karate Hospital",2018,869,863,6,0,9047,793,74,0,0,0,0,139,139,0,0,1235,1235,0,0,0,0,0,0,2224,2224,0,0,221,0,221,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,0,0,0,0,36,37,36,"SNNPR","Segen"
1291,"Kebado HSP",2017,300,300,0,0,2796,149,151,0,0,0,0,33,33,0,0,248,248,0,0,0,0,0,0,500,500,0,0,84,45,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49,49,49,"SNNPR","Sidama"
1292,"Kebado HSP",2018,72,72,0,0,3335,50,27,0,0,0,0,31,31,0,0,286,286,0,0,0,0,0,0,196,196,0,0,57,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,46,47,46,"SNNPR","Sidama"
1293,"Kebena",2017,662,662,0,0,5253,112,524,0,0,0,0,63,63,0,0,208,207,1,0,0,0,0,0,17,17,0,0,19,19,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1173,153,0,0,0,1144,153,1297,1326,1297,"SNNPR","Gurage"
1294,"Kebena",2018,230,230,0,0,4930,56,174,0,0,0,0,22,22,0,0,25,25,0,0,1,1,0,0,2,2,0,0,51,51,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,144,0,0,0,1094,144,1238,1248,1238,"SNNPR","Gurage"
1295,"Kededuma",2017,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,13,13,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,3,3,3,"Somali","Dhewa"
1296,"Kededuma",2018,265,265,0,0,256,171,73,0,0,0,0,84,84,0,0,145,145,0,0,0,0,0,0,0,0,0,0,347,344,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,14,0,0,0,106,14,120,120,120,"Somali","Dhewa"
1297,"Kedida Gamela",2017,1619,1619,0,0,17591,1436,191,0,0,0,0,0,0,0,0,3041,3041,0,0,0,0,0,0,0,0,0,0,36,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,196,0,1,12,912,194,1107,1140,1106,"SNNPR","Kembata Tembaro"
1298,"Kedida Gamela",2018,1189,1189,0,0,11677,1063,126,0,0,0,0,0,0,0,0,1721,1721,0,0,0,0,0,0,0,0,0,0,31,26,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,931,196,0,0,96,931,196,1136,1223,1127,"SNNPR","Kembata Tembaro"
1299,"Kelala",2017,238,238,0,0,3157,168,70,0,0,0,0,1301,1301,0,0,445,445,0,0,0,0,0,0,185,185,0,0,120,115,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1716,416,0,8,400,1716,416,2527,2540,2132,"Amhara","South Wollo"
1300,"Kelala",2018,550,550,0,0,3849,415,135,0,0,0,0,1735,1735,0,0,554,554,0,0,0,0,0,0,561,561,0,0,184,178,6,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,416,0,0,393,1686,416,2480,2525,2102,"Amhara","South Wollo"
1301,"Kele Hospital",2017,266,262,4,0,3246,164,100,12,0,12,0,61,60,1,0,922,920,2,0,0,0,0,0,5,5,0,0,40,6,34,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,0,0,0,46,46,46,"SNNPR","Segen"
1302,"Kele Hospital",2018,157,157,0,0,3234,79,78,1,0,1,0,48,48,0,0,411,411,0,0,0,0,0,0,45,45,0,0,36,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49,0,0,0,0,49,49,49,"SNNPR","Segen"
1303,"Kemba",2017,6470,6465,5,0,16550,4750,1664,0,0,0,0,116,116,0,0,3945,3942,3,0,0,0,0,0,577,573,4,0,974,820,154,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,357,0,0,0,1977,357,2334,2346,2334,"SNNPR","Gamo Gofa"
1304,"Kemba",2018,2430,2430,0,0,9584,1681,743,0,0,0,0,55,55,0,0,2351,2350,1,0,0,0,0,0,340,340,0,0,485,419,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,336,39,0,0,1853,336,2204,2208,2204,"SNNPR","Gamo Gofa"
1305,"Kemise General Hospital",2017,29,29,0,0,1219,21,8,0,0,0,0,4,4,0,0,130,130,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,0,13,13,13,"Amhara","Oromiya"
1306,"Kemise General Hospital",2018,51,50,1,0,3212,23,28,6,5,1,0,11,11,0,0,230,230,0,0,0,0,0,0,113,113,0,0,6,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,52,0,0,0,0,52,52,52,"Amhara","Oromiya"
1307,"Kemise Town",2017,1196,1192,4,0,17537,706,490,14,1,13,0,600,600,0,0,2309,2309,0,0,5,5,0,0,115,115,0,0,42,42,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,51,51,30,0,357,51,51,489,489,132,"Amhara","Oromiya"
1308,"Kemise Town",2018,336,336,0,0,11814,176,160,0,0,0,0,373,373,0,0,2162,2162,0,0,0,0,0,0,4,4,0,0,62,62,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,1,0,439,52,52,544,544,105,"Amhara","Oromiya"
1309,"kercha",2017,1832,1829,3,0,2786,1350,435,2,0,2,0,195,195,0,0,361,361,0,0,10,10,0,0,128,128,0,0,567,538,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1173,357,0,0,0,1139,347,1486,1530,1486,"Oromia","west Guji"
1310,"kercha",2018,286,286,0,0,524,135,151,0,0,0,0,359,359,0,0,556,556,0,0,0,0,0,0,102,102,0,0,397,392,5,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,322,0,0,0,1012,308,1320,1380,1320,"Oromia","west Guji"
1311,"Kercha hospital",2017,10,10,0,0,11,1,4,0,0,0,0,7,7,0,0,32,32,0,0,0,0,0,0,26,26,0,0,46,32,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,51,0,0,0,0,49,51,49,"Oromia","west Guji"
1312,"Kercha hospital",2018,4,4,0,0,4,1,3,25,0,25,0,5,5,0,0,6,6,0,0,0,0,0,0,1,1,0,0,152,36,116,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,43,44,43,"Oromia","west Guji"
1313,"Kersa",2017,41,41,0,0,6876,34,11,0,0,0,0,194,194,0,0,959,959,0,0,0,0,0,0,0,0,0,0,343,337,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1560,364,0,0,0,1381,322,1703,1924,1703,"Oromia","Jimma"
1314,"Kersa",2018,161,161,0,0,6592,139,22,0,0,0,0,255,254,1,0,508,508,0,0,0,0,0,0,0,0,0,0,448,446,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,336,0,0,0,1406,334,1741,1776,1741,"Oromia","Jimma"
1315,"Kersa EH",2017,825,825,0,0,3741,613,212,0,0,0,0,720,720,0,0,3,3,0,0,0,0,0,0,0,0,0,0,586,519,67,0,2,0,0,0,172,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1918,364,0,0,462,1632,333,2292,2744,1965,"Oromia","East Hararge"
1316,"Kersa EH",2018,198,198,0,0,1885,137,61,0,0,0,0,649,649,0,0,8,8,0,0,0,0,0,0,0,0,0,0,1068,955,113,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1739,329,0,0,423,1495,308,2088,2491,1803,"Oromia","East Hararge"
1317,"Kersadula",2017,19,19,0,0,16,4,2,0,0,0,0,5,5,0,0,19,19,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,12,6,18,18,18,"Somali","Liben"
1318,"Kersadula",2018,50,50,0,0,39,19,1,0,0,0,0,54,54,0,0,99,99,0,0,0,0,0,0,0,0,0,0,292,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,33,0,0,0,191,30,221,217,221,"Somali","Liben"
1319,"Kersana Malima",2017,163,163,0,0,743,111,52,0,0,0,0,152,152,0,0,30,30,0,0,2,2,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,240,0,0,0,988,230,1218,1776,1218,"Oromia","South West Shewa"
1320,"Kersana Malima",2018,36,33,3,0,365,18,15,0,0,0,0,156,156,0,0,26,26,0,0,0,0,0,0,0,0,0,0,99,94,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,250,0,0,0,1154,250,1405,1850,1404,"Oromia","South West Shewa"
1321,"Kewet",2017,610,610,0,0,6047,216,394,0,0,0,0,222,222,0,0,1104,1104,0,0,0,0,0,0,924,924,0,0,18,8,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,156,0,0,400,932,156,1489,1492,1088,"Amhara","North Shewa"
1322,"Kewet",2018,212,212,0,0,3662,106,106,0,0,0,0,133,133,0,0,729,729,0,0,0,0,0,0,600,600,0,0,21,13,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,156,0,0,467,936,156,1501,1559,1092,"Amhara","North Shewa"
1323,"Kibiru Hospital",2017,104,104,0,0,3193,42,101,0,0,0,0,0,0,0,0,2105,2105,0,0,0,0,0,0,2246,2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,24,20,0,"SNNPR","Hawassa Town"
1324,"Kibiru Hospital",2018,148,148,0,0,3491,54,89,0,0,0,0,0,0,0,0,2468,2468,0,0,0,0,0,0,2386,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,40,30,2,"SNNPR","Hawassa Town"
1325,"Kimbibit",2017,1,1,0,0,2,1,0,0,0,0,0,219,219,0,0,668,668,0,0,0,0,0,0,308,308,0,0,47,47,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1479,204,0,0,204,1493,203,1887,1887,1696,"Oromia","North Shewa"
1326,"Kimbibit",2018,0,0,0,0,0,0,0,0,0,0,0,168,168,0,0,770,754,16,0,0,0,0,0,3,3,0,0,23,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,200,0,0,200,1441,200,1815,1850,1641,"Oromia","North Shewa"
1327,"Kindo Didaye",2017,557,557,0,0,6765,253,306,0,0,0,0,14,14,0,0,251,251,0,0,1,1,0,0,0,0,0,0,222,210,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,156,0,0,66,1159,157,1316,1366,1316,"SNNPR","Wolayita"
1328,"Kindo Didaye",2018,181,181,0,0,5763,121,60,2,0,2,0,56,56,0,0,691,688,3,0,0,0,0,0,0,0,0,0,121,116,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1117,147,2,0,319,1117,147,1392,1585,1266,"SNNPR","Wolayita"
1329,"Kindo Halae HSP",2017,246,246,0,0,2933,120,126,0,0,0,0,10,10,0,0,245,245,0,0,6,6,0,0,0,0,0,0,90,82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46,46,46,"SNNPR","Wolayita"
1330,"Kindo Halae HSP",2018,42,42,0,0,2092,33,9,2,0,2,0,1,1,0,0,269,269,0,0,0,0,0,0,0,0,0,0,28,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,19,0,6,46,6,71,77,71,"SNNPR","Wolayita"
1331,"Kindo Koyisha",2017,1042,1041,1,0,11278,731,391,2,0,2,0,30,30,0,0,1666,1666,0,0,0,0,0,0,0,0,0,0,153,148,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,208,1,0,180,1557,209,1767,1949,1767,"SNNPR","Wolayita"
1332,"Kindo Koyisha",2018,692,685,7,0,10537,397,296,0,0,0,0,46,46,0,0,1332,1332,0,0,0,0,0,0,0,0,0,0,72,69,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,192,30,0,510,1511,192,1908,2248,1730,"SNNPR","Wolayita"
1333,"Kinfaz",2018,812,812,0,0,3948,586,226,0,0,0,0,513,513,0,0,93,93,0,0,0,0,0,0,5,5,0,0,344,342,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,802,150,0,0,26,705,148,853,978,853,"Amhara","North Gondar"
1334,"Kiremu",2017,356,356,0,0,2188,252,106,0,0,0,0,135,135,0,0,361,361,0,0,15,15,0,0,74,74,0,0,65,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,918,153,0,0,0,784,150,934,1071,934,"Oromia","East Wellega"
1335,"Kiremu",2018,752,752,0,0,1993,556,105,0,0,0,0,91,91,0,0,475,475,0,0,0,0,0,0,131,131,0,0,38,38,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,114,0,0,0,378,107,485,798,485,"Oromia","East Wellega"
1336,"Kirkos Woreda01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,20,0,"Addis Ababa","Chirkos"
1337,"Kirkos Woreda01",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,260,0,0,221,261,0,"Addis Ababa","Chirkos"
1338,"Kirkos Woreda02",2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,0,0,1,1,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,2,14,14,2,"Addis Ababa","Chirkos"
1339,"Kirkos Woreda02",2018,9,9,0,0,17,1,8,2,0,2,0,82,82,0,0,933,933,0,0,5,5,0,0,1534,1534,0,0,15,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,276,0,46,315,322,46,"Addis Ababa","Chirkos"
1340,"Kirkos Woreda03",2017,1,1,0,0,1,1,0,0,0,0,0,3,2,1,0,73,73,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,4,16,16,4,"Addis Ababa","Chirkos"
1341,"Kirkos Woreda03",2018,35,35,0,0,544,11,24,0,0,0,0,37,37,0,0,417,417,0,0,0,0,0,0,405,405,0,0,24,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,150,0,50,203,200,50,"Addis Ababa","Chirkos"
1342,"Kirkos Woreda04",2017,4,4,0,0,14,1,3,0,0,0,0,2,2,0,0,64,64,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,0,4,25,24,5,"Addis Ababa","Chirkos"
1343,"Kirkos Woreda04",2018,31,31,0,0,729,14,17,0,0,0,0,33,33,0,0,873,873,0,0,0,0,0,0,773,773,0,0,4,4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,260,0,52,325,312,53,"Addis Ababa","Chirkos"
1344,"Kirkos Woreda05",2017,1,1,0,0,14,0,1,0,0,0,0,35,35,0,0,107,107,0,0,0,0,0,0,12,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,0,4,24,24,4,"Addis Ababa","Chirkos"
1345,"Kirkos Woreda05",2018,20,20,0,0,109,6,14,0,0,0,0,109,109,0,0,1162,1162,0,0,5,5,0,0,1206,1206,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,260,0,52,312,312,52,"Addis Ababa","Chirkos"
1346,"Kirkos Woreda06",2017,5,5,0,0,12,2,3,0,0,0,0,34,34,0,0,18,18,0,0,4,4,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,28,0,4,20,32,4,"Addis Ababa","Chirkos"
1347,"Kirkos Woreda06",2018,12,12,0,0,10,3,9,0,0,0,0,322,322,0,0,508,508,0,0,8,8,0,0,643,643,0,0,10,10,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,357,0,51,298,408,51,"Addis Ababa","Chirkos"
