"d3mIndex","WoredaName","Year","Total_Malaria_Confirmed_and_Clinical","TMalaria_OutP_Cases","TMalaria_InP_Cases","TMalaria_InP_Deaths","TMSuspected_Fever_Examined","PosMalaria_RDT_or_Microscopy_PF_OutP_Cases","PosMalaria_RDT_or_Microscopy_PV_OutP_Cases","Meningits_total_Cases","Meningitis_OutP_Cases","Meningitis_InP_Cases","Meningitis_InP_Deaths","Dysentery_total_Cases","Dysentery_OutP_Cases","Dysentery_InP_Cases","Dysentery_InP_Deaths","Typhoid_fever_Total_cases","Typhoid_fever_OutP_Cases","Typhoid_fever_InP_Cases","Typhoid_fever_InP_Deaths","Relapsing_fever_total_Cases","Relapsing_fever_OutP_Cases","Relapsing_fever_InP_Cases","Relapsing_fever_InP_Deaths","Epidemic_Typhus_Total_Cases","Epidemic_Typhus_OutP_Cases","Epidemic_Typhus_InP_Cases","Epidemic_Typhus_InP_Deaths","Malnutrition_total_Cases","Malnutrition_OutP_Cases","Malnutrition_InP_Cases","Malnutrition_InP_Deaths","AFP_Polio_Cases","AFP_Polio_Deaths","Anthrax_Cases","Anthrax_Deaths","Cholera_AWD_Cases","Cholera_AWD_Deaths","Dracunculiasis_Guinea_worm_Cases","Dracunculiasis_Guinea_worm_Deaths","Measles_Cases","Measles_Deaths","Neonatal_Tetanus_Cases","Neonatal_Tetanus_Deaths","Pandemic_Influenza_Cases","Pandemic_Influenza_Deaths","Rabies_Cases","Rabies_Deaths","SARS_Cases","SARS_Deaths","Small_pox_Cases","Small_pox_Deaths","Viral_hemorrhagic_fever_Cases","Viral_hemorrhagic_fever_Deaths","Yellow_fever_Cases","Yellow_fever_Deaths","Maternal_Death","Other_1_Cases","Other_1_Deaths","Other_2_Cases","Other_2_Deaths","Other_3_Cases","Other_3_Deaths","No_of_Gov_HPs_expected_by_RHB","No_of_Gov_HCs_expected_by_RHB","No_of_Gov_Hosps_expected_by_RHB","No_of_NGOHF_expected_by_RHB","No_of_OtherHFs_expected_by_RHB","No_of_Gov_HPs_Reported","No_of_Gov_HCs_Reported","All_Total_sites_Reported","All_Total_sites_Expected_by_RHB","Total_Gov_sites_Reported","RegionName","ZoneName"
1742,"North Achefer",2017,2328,2328,0,0,13213,1664,664,0,0,0,0,804,803,1,0,137,137,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,364,0,0,0,1248,364,1612,1612,1612,"Amhara","West Gojjam"
1743,"North Achefer",2018,912,911,1,0,9484,691,221,6,3,3,0,1131,1130,1,0,295,295,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1248,364,25,0,0,1248,364,1637,1637,1637,"Amhara","West Gojjam"
1744,"North Bench",2017,674,674,0,0,1918,289,396,1,0,1,0,99,99,0,0,190,190,0,0,0,0,0,0,10,10,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,180,0,6,0,1298,141,1463,1581,1439,"SNNPR","Bench Maji"
1745,"North Bench",2018,602,602,0,0,2196,224,379,0,0,0,0,293,293,0,0,330,330,0,0,7,1,6,0,78,78,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,192,0,47,0,1465,166,1665,1727,1631,"SNNPR","Bench Maji"
1746,"North Mecha",2018,348,339,9,0,14040,250,98,9,0,9,0,1099,1096,3,0,880,861,19,0,0,0,0,0,687,687,0,0,13,9,4,0,3,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1938,510,51,0,102,1938,510,2599,2601,2499,"Amhara","West Gojjam"
1747,"Nunu Qumba",2017,258,258,0,0,3414,109,147,0,0,0,0,83,83,0,0,374,374,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1092,208,0,0,0,1064,204,1268,1300,1268,"Oromia","East Wellega"
1748,"Nunu Qumba",2018,110,110,0,0,2352,70,40,0,0,0,0,88,88,0,0,677,677,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,168,0,0,0,806,158,964,1050,964,"Oromia","East Wellega"
1749,"Nyangatom",2017,1422,1422,0,0,3059,1124,290,0,0,0,0,22,22,0,0,34,34,0,0,0,0,0,0,0,0,0,0,52,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,46,0,0,0,573,45,618,966,618,"SNNPR","South Omo"
1750,"Nyangatom",2018,2294,2294,0,0,3952,1884,238,0,0,0,0,213,213,0,0,19,19,0,0,3,3,0,0,0,0,0,0,46,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,45,0,0,0,478,45,523,771,523,"SNNPR","South Omo"
1751,"O'yida",2017,905,904,1,0,5280,704,200,0,0,0,0,46,46,0,0,220,220,0,0,0,0,0,0,0,0,0,0,26,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,102,0,0,0,963,102,1065,1071,1065,"SNNPR","Gamo Gofa"
1752,"O'yida",2018,445,445,0,0,3654,302,142,0,0,0,0,62,62,0,0,200,200,0,0,0,0,0,0,13,12,1,0,63,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,94,0,0,0,867,92,959,987,959,"SNNPR","Gamo Gofa"
1753,"O/Beyam",2017,17,17,0,0,330,7,10,0,0,0,0,79,79,0,0,61,61,0,0,0,0,0,0,0,0,0,0,392,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,736,160,0,0,0,593,167,760,896,760,"Oromia","Jimma"
1754,"O/Beyam",2018,8,8,0,0,166,4,2,0,0,0,0,95,95,0,0,83,83,0,0,0,0,0,0,0,0,0,0,312,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,196,0,0,0,626,197,823,979,823,"Oromia","Jimma"
1755,"Oda Bildagul",2017,13562,13513,11,0,33055,13201,347,0,0,0,0,434,434,0,0,2763,2763,0,0,0,0,0,0,655,655,0,0,118,118,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,950,150,0,0,0,920,148,1068,1100,1068,"Benishangul-Gumuz","Assosa"
1756,"Oda Bildagul",2018,8790,8763,27,0,26653,8602,160,0,0,0,0,436,436,0,0,637,637,0,0,0,0,0,0,362,362,0,0,67,67,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,153,0,0,0,906,149,1055,1122,1055,"Benishangul-Gumuz","Assosa"
1757,"Oda Bultum",2017,8,8,0,0,203,8,0,0,0,0,0,147,147,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1228,1131,97,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924,312,0,0,5,1775,304,2079,2241,2079,"Oromia","West Hararge"
1758,"Oda Bultum",2018,94,94,0,0,641,93,1,0,0,0,0,223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,1755,204,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924,352,0,0,0,1906,314,2220,2276,2220,"Oromia","West Hararge"
1759,"Odo Shakiso",2017,1016,1016,0,0,2389,972,78,0,0,0,0,115,115,0,0,205,205,0,0,0,0,0,0,0,0,0,0,411,411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1326,204,0,0,0,1149,179,1328,1530,1328,"Oromia","Guji"
1760,"Odo Shakiso",2018,1012,1012,0,0,2558,961,51,0,0,0,0,101,101,0,0,210,210,0,0,0,0,0,0,0,0,0,0,149,146,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1252,215,0,1,0,1227,194,1422,1468,1421,"Oromia","Guji"
1761,"Offa",2017,2034,2034,0,0,23767,1516,516,0,0,0,0,131,131,0,0,693,693,0,0,8,7,1,0,0,0,0,0,199,189,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,208,0,0,238,1383,206,1589,1850,1589,"SNNPR","Wolayita"
1762,"Offa",2018,465,465,0,0,18301,300,165,0,0,0,0,23,23,0,0,580,577,3,0,0,0,0,0,0,0,0,0,98,93,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,1392,242,0,0,1042,1391,241,1969,2676,1632,"SNNPR","Wolayita"
1763,"Ofla",2017,188,188,0,0,962,104,78,0,0,0,0,761,761,0,0,214,214,0,0,3,3,0,0,62,60,2,1,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1248,312,0,0,0,1248,312,1560,1560,1560,"Tigray","South Tigray"
1764,"Ofla",2018,218,217,1,0,656,121,83,0,0,0,0,1052,1052,0,0,21,21,0,0,0,0,0,0,25,25,0,0,278,278,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,312,0,0,0,1248,312,1560,1560,1560,"Tigray","South Tigray"
1765,"Olanciti Hospital",2017,490,490,0,0,5348,225,265,0,0,0,0,43,43,0,0,227,227,0,0,0,0,0,0,128,128,0,0,30,5,25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,4,48,0,0,0,0,50,76,49,"Oromia","East Shewa"
1766,"Olanciti Hospital",2018,210,210,0,0,3415,92,118,0,0,0,0,10,10,0,0,255,255,0,0,0,0,0,0,94,94,0,0,47,7,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,42,42,42,"Oromia","East Shewa"
1767,"Omo Nada Hospital",2018,22,22,0,0,1713,10,12,11,0,11,0,2,0,2,0,373,371,2,0,0,0,0,0,1,1,0,0,100,22,78,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,26,26,"Oromia","Jimma"
1768,"Omonada",2017,144,144,0,0,5334,104,40,5,0,5,0,164,164,0,0,158,157,1,0,0,0,0,0,7,7,0,0,456,444,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,343,7,0,0,884,315,1204,1498,1204,"Oromia","Jimma"
1769,"Omonada",2018,273,273,0,0,7811,158,115,2,0,2,0,181,181,0,0,138,138,0,0,0,0,0,0,0,0,0,0,411,392,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1176,343,14,0,0,1028,337,1373,1533,1373,"Oromia","Jimma"
1770,"Pawe",2017,9971,9970,14,0,49963,9015,1003,0,0,0,0,865,865,0,0,6329,6329,4,0,0,0,0,0,1966,1966,1,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1020,102,0,24,18,1011,101,1157,1164,1112,"Benishangul-Gumuz","Metekel"
1771,"Pawe",2018,5211,5211,0,0,42036,4592,621,0,0,0,0,696,696,0,0,6215,6215,0,0,0,0,0,0,5026,5026,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1020,102,0,97,169,1013,102,1263,1388,1115,"Benishangul-Gumuz","Metekel"
1772,"Pawe Hospital",2017,3164,2615,549,0,21400,1326,245,19,2,17,0,101,84,17,0,927,849,78,0,1,1,0,0,738,666,72,0,193,2,191,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,51,0,0,0,0,51,51,51,"Benishangul-Gumuz","Metekel"
1773,"Pawe Hospital",2018,2294,1914,380,0,17205,1436,177,66,1,65,9,54,47,7,0,1093,1084,9,0,0,0,0,0,541,538,3,0,153,32,121,3,1,0,0,0,0,0,0,0,3,0,1,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,49,0,0,0,0,48,49,48,"Benishangul-Gumuz","Metekel"
1774,"Qafta Humera",2017,17273,17273,0,0,77620,12398,4831,0,0,0,0,2563,2528,35,0,1139,1137,2,0,0,0,0,0,0,0,0,0,194,194,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,637,441,0,0,0,637,441,1078,1078,1078,"Tigray","Western Tigray"
1775,"Qafta Humera",2018,16491,16491,0,0,77740,12988,3454,0,0,0,0,2317,2315,2,0,1537,1537,0,0,0,0,0,0,0,0,0,0,269,269,0,0,0,0,0,0,34,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,676,468,0,0,0,676,468,1144,1144,1144,"Tigray","Western Tigray"
1776,"Qarsadula",2017,28,28,0,0,23,8,15,0,0,0,0,52,52,0,0,32,32,0,0,0,0,0,0,0,0,0,0,319,267,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,0,0,0,42,21,63,66,63,"Somali","Afder"
1777,"Qaura",2017,16933,16933,0,0,46984,13763,3170,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,312,0,0,0,1363,312,1678,1768,1675,"Amhara","North Gondar"
1778,"Qaura",2018,4157,4157,0,0,17811,3085,1072,0,0,0,0,23,23,0,0,84,84,0,0,0,0,0,0,2,2,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,782,162,0,0,52,733,162,920,996,895,"Amhara","North Gondar"
1779,"Qiltu Kara",2017,161,161,0,0,2968,102,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,96,0,48,0,960,96,1093,1104,1056,"Oromia","West Wellega"
1780,"Qiltu Kara",2018,157,157,0,0,3804,129,28,0,0,0,0,3,3,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,100,0,50,0,998,100,1134,1150,1098,"Oromia","West Wellega"
1781,"Qoxle",2017,147,147,0,0,142,117,20,0,0,0,0,93,93,0,0,63,63,0,0,0,0,0,0,0,0,0,0,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,0,0,0,28,14,42,42,42,"Somali","Afder"
1782,"Qoxle",2018,181,181,0,0,173,100,41,0,0,0,0,78,78,0,0,80,80,0,0,0,0,0,0,0,0,0,0,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,39,0,0,0,52,38,90,93,90,"Somali","Afder"
1783,"Quara",2018,15205,15205,0,0,34785,12749,2456,1,1,0,0,85,85,0,0,203,203,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,150,1,0,50,671,147,867,926,819,"Amhara","West Gondar"
1784,"Quarit",2017,3840,3840,0,0,13835,2604,1236,0,0,0,0,196,196,0,0,12,12,0,0,0,0,0,0,0,0,0,0,7,7,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1664,312,0,0,0,1656,312,1968,1976,1968,"Amhara","West Gojjam"
1785,"Quarit",2018,3330,3330,0,0,9419,2409,921,0,0,0,0,345,345,0,0,15,15,0,0,0,0,0,0,0,0,0,0,25,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1664,312,0,0,0,1664,312,1976,1976,1976,"Amhara","West Gojjam"
1786,"Raitu",2017,0,0,0,0,0,0,0,0,0,0,0,134,134,0,0,107,107,0,0,0,0,0,0,0,0,0,0,186,166,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,108,0,0,0,666,120,786,792,786,"Oromia","Bale"
1787,"Raitu",2018,26,26,0,0,49,25,1,0,0,0,0,132,132,0,0,252,252,0,0,0,0,0,0,0,0,0,0,446,390,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,931,147,0,0,0,858,150,1008,1078,1008,"Oromia","Bale"
1788,"Ras Desta Damitew Hospital",2017,0,0,0,0,0,0,0,18,18,0,1,0,0,0,0,4,4,0,0,7,7,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,52,52,52,"Addis Ababa","Arada"
1789,"Ras Desta Damitew Hospital",2018,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,14,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,0,0,52,52,52,"Addis Ababa","Arada"
1790,"Raso",2017,380,380,0,0,292,175,59,0,0,0,0,190,190,0,0,207,207,0,0,0,0,0,0,0,0,0,0,392,378,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,62,0,0,0,124,48,172,186,172,"Somali","Afder"
1791,"Raso",2018,277,277,0,0,199,156,34,0,0,0,0,97,95,2,0,193,193,0,0,0,0,0,0,0,0,0,0,463,463,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,45,0,0,0,294,45,339,339,339,"Somali","Afder"
1792,"Raya Kobo",2017,4066,4044,22,0,13279,2711,1354,1,1,0,0,1032,1032,0,0,95,95,0,0,0,0,0,0,12,12,0,0,319,314,5,0,3,0,0,0,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2245,358,1,0,258,2242,358,2859,2862,2601,"Amhara","North Wollo"
1793,"Raya Kobo",2018,2257,2255,2,0,8927,1377,879,0,0,0,0,1220,1220,0,0,59,58,1,0,0,0,0,0,1,1,0,0,310,309,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288,364,0,0,260,2255,361,2872,2912,2616,"Amhara","North Wollo"
1794,"Region police commission",2017,275,274,1,0,555,26,224,0,0,0,0,34,34,0,0,747,747,0,0,2,2,0,0,551,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,35,39,0,"Benishangul-Gumuz","Assosa"
1795,"Region police commission",2018,36,36,0,0,103,11,22,0,0,0,0,51,51,0,0,738,738,0,0,0,0,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,42,43,0,"Benishangul-Gumuz","Assosa"
1796,"Robe",2017,80,80,0,0,475,64,16,0,0,0,0,187,187,0,0,799,799,0,0,0,0,0,0,0,0,0,0,388,326,62,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1400,250,50,0,0,1351,249,1648,1700,1647,"Oromia","Arsi"
1797,"Robe",2018,34,34,0,0,222,32,2,0,0,0,0,111,111,0,0,904,904,0,0,0,0,0,0,9,9,0,0,463,370,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1456,260,52,0,0,1301,255,1608,1768,1607,"Oromia","Arsi"
1798,"Robe town",2017,0,0,0,0,0,0,0,0,0,0,0,143,143,0,0,583,583,0,0,0,0,0,0,0,0,0,0,11,6,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30,10,10,0,120,27,10,112,170,47,"Oromia","Robe town"
1799,"Robe town",2018,0,0,0,0,0,0,0,13,2,11,0,508,503,5,0,2161,2160,1,0,2,1,1,0,0,0,0,0,56,20,36,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,152,54,52,3,623,153,51,715,884,253,"Oromia","Robe town"
1800,"Robe Town",2017,3,3,0,0,5,1,2,19,12,7,0,534,522,12,0,2362,2290,72,0,2,2,0,0,0,0,0,0,57,47,10,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,117,39,39,0,462,112,38,538,657,188,"Oromia","Bale"
1801,"Rya Azebo",2017,6661,6661,0,0,22064,4860,1821,1,1,0,0,162,162,0,0,50,50,0,0,6,6,0,0,0,0,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,832,418,0,0,0,832,418,1250,1250,1250,"Tigray","South Tigray"
1802,"Rya Azebo",2018,11290,11281,9,0,32756,7571,3710,0,0,0,0,379,379,0,0,28,28,0,0,1,1,0,0,12,12,0,0,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,416,0,0,0,832,416,1248,1248,1248,"Tigray","South Tigray"
1803,"S.Jigjiga",2017,51,51,0,0,35,21,4,0,0,0,0,232,232,0,0,22,22,0,0,0,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,20,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,34,0,0,0,308,34,342,342,342,"Somali","FAAFAN"
1804,"S.Jigjiga",2018,58,58,0,0,33,16,1,0,0,0,0,254,254,0,0,173,173,0,0,0,0,0,0,0,0,0,0,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,78,0,0,0,551,78,629,629,629,"Somali","FAAFAN"
1805,"Saba Boru",2017,547,547,0,0,2225,372,171,0,0,0,0,136,136,0,0,122,122,0,0,2,2,0,0,0,0,0,0,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,765,184,0,0,0,571,168,739,949,739,"Oromia","Guji"
1806,"Saba Boru",2018,354,354,0,0,3038,222,131,0,0,0,0,134,134,0,0,156,156,0,0,0,0,0,0,0,0,0,0,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,851,249,0,0,0,656,209,865,1100,865,"Oromia","Guji"
1807,"Sabian",2017,216,213,3,0,11345,155,59,1,1,0,0,429,389,40,0,158,158,0,0,1,1,0,0,16,16,0,0,54,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48,48,47,121,67,44,48,262,331,138,"Dire Dawa","Dredewa"
1808,"Sabian",2018,102,102,0,0,5695,47,54,0,0,0,0,214,199,15,0,57,57,0,0,0,0,0,0,6,6,0,0,88,81,7,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,64,54,47,138,48,54,52,336,351,154,"Dire Dawa","Dredewa"
1809,"Saesi Tsadamba",2017,172,172,0,0,524,75,96,0,0,0,0,347,347,0,0,216,214,2,0,0,0,0,0,0,0,0,0,96,93,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,364,0,0,0,1318,364,1682,1682,1682,"Tigray","Eastern Tigray"
1810,"Saesi Tsadamba",2018,122,122,0,0,433,53,69,0,0,0,0,462,462,0,0,520,520,0,0,0,0,0,0,0,0,0,0,93,93,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,364,0,0,0,1428,357,1785,1820,1785,"Tigray","Eastern Tigray"
1811,"Sagag",2017,417,417,0,0,326,203,96,0,0,0,0,228,228,0,0,105,105,0,0,0,0,0,0,0,0,0,0,318,318,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,72,0,0,0,114,72,186,186,186,"Somali","NOGOB"
1812,"Sagag",2018,183,183,0,0,125,85,23,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,69,0,0,0,203,65,268,268,268,"Somali","NOGOB"
1813,"Salahad",2017,230,230,0,0,214,148,17,0,0,0,0,179,179,0,0,109,109,0,0,0,0,0,0,0,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,0,0,0,120,60,180,180,180,"Somali","NOGOB"
1814,"Salahad",2018,203,202,1,0,185,97,14,0,0,0,0,137,136,1,0,1,1,0,0,0,0,0,0,0,0,0,0,297,272,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,68,0,0,0,286,68,354,354,354,"Somali","NOGOB"
