"administrative_area_level_1","administrative_area_level_2","parseDate","uniloc.x","precipitation","year","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","un_wpp_pop_est_li","un_wpp_pop_dens_li","uniloc.y","Maize(white)-Retail_li","Wheat-Wholesale_li"
"Southern Nations, Nationalities, and People's Region","Dawro","2011-10","Ethiopia-S.N.N.P REGION-DAWURO ZONE",99.995504062,"2011","7200.714","4.618462","7196.095","ETH","Ethiopia","800936.4","111.301542",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2011-11","Ethiopia-S.N.N.P REGION-DAWURO ZONE",155.7961773,"2011","7200.714","4.618462","7196.095","ETH","Ethiopia","802810.133333333","111.561924",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2011-12","Ethiopia-S.N.N.P REGION-DAWURO ZONE",6.2471154656,"2011","7200.714","4.618462","7196.095","ETH","Ethiopia","804683.866666667","111.822306",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2012-01","Ethiopia-S.N.N.P REGION-DAWURO ZONE",19.891525252,"2012","7200.714","4.618462","7196.095","ETH","Ethiopia","806557.6","112.082688",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2012-02","Ethiopia-S.N.N.P REGION-DAWURO ZONE",13.7080408964,"2012","7200.714","4.618462","7196.095","ETH","Ethiopia","808431.333333333","112.34307",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2012-03","Ethiopia-S.N.N.P REGION-DAWURO ZONE",190.3879866,"2012","7200.714","4.618462","7196.095","ETH","Ethiopia","810305.066666667","112.603452",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2012-04","Ethiopia-S.N.N.P REGION-DAWURO ZONE",207.81185244,"2012","7200.714","4.618462","7196.095","ETH","Ethiopia","812178.8","112.863834",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2012-05","Ethiopia-S.N.N.P REGION-DAWURO ZONE",171.08178568,"2012","7200.714","4.618462","7196.095","ETH","Ethiopia","814052.533333333","113.124216",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2012-06","Ethiopia-S.N.N.P REGION-DAWURO ZONE",206.59404788,"2012","7200.714","4.618462","7196.095","ETH","Ethiopia","815926.266666667","113.384598",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2012-07","Ethiopia-S.N.N.P REGION-DAWURO ZONE",199.55687066,"2012","7200.714","4.618462","7196.095","ETH","Ethiopia","817800","113.64498",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2012-08","Ethiopia-S.N.N.P REGION-DAWURO ZONE",165.20512132,"2012","7200.714","4.618462","7196.095","ETH","Ethiopia","819673.733333333","113.905362",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2012-09","Ethiopia-S.N.N.P REGION-DAWURO ZONE",251.39367556,"2012","7200.714","4.618462","7196.095","ETH","Ethiopia","821547.466666667","114.165744",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2012-10","Ethiopia-S.N.N.P REGION-DAWURO ZONE",72.747538246,"2012","7200.714","4.618462","7196.095","ETH","Ethiopia","823421.2","114.426126",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2012-11","Ethiopia-S.N.N.P REGION-DAWURO ZONE",114.095734384,"2012","7200.714","4.618462","7196.095","ETH","Ethiopia","825294.933333333","114.686508",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2012-12","Ethiopia-S.N.N.P REGION-DAWURO ZONE",35.601154396,"2012","7200.714","4.618462","7196.095","ETH","Ethiopia","827168.666666667","114.94689",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2013-01","Ethiopia-S.N.N.P REGION-DAWURO ZONE",91.695325836,"2013","7200.714","4.618462","7196.095","ETH","Ethiopia","829042.4","115.207272",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2013-02","Ethiopia-S.N.N.P REGION-DAWURO ZONE",26.18736848,"2013","7200.714","4.618462","7196.095","ETH","Ethiopia","830916.133333333","115.467654",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2013-03","Ethiopia-S.N.N.P REGION-DAWURO ZONE",163.12067448,"2013","7200.714","4.618462","7196.095","ETH","Ethiopia","832789.866666667","115.728036",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2013-04","Ethiopia-S.N.N.P REGION-DAWURO ZONE",235.1697661,"2013","7200.714","4.618462","7196.095","ETH","Ethiopia","834663.6","115.988418",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2013-05","Ethiopia-S.N.N.P REGION-DAWURO ZONE",228.97101274,"2013","7200.714","4.618462","7196.095","ETH","Ethiopia","836537.333333333","116.2488",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2013-06","Ethiopia-S.N.N.P REGION-DAWURO ZONE",169.75597776,"2013","7200.714","4.618462","7196.095","ETH","Ethiopia","838411.066666667","116.509182",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2013-07","Ethiopia-S.N.N.P REGION-DAWURO ZONE",211.36937568,"2013","7200.714","4.618462","7196.095","ETH","Ethiopia","840284.8","116.769564",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2013-08","Ethiopia-S.N.N.P REGION-DAWURO ZONE",248.1908019,"2013","7200.714","4.618462","7196.095","ETH","Ethiopia","842158.533333333","117.029946",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2013-09","Ethiopia-S.N.N.P REGION-DAWURO ZONE",157.85958166,"2013","7200.714","4.618462","7196.095","ETH","Ethiopia","844032.266666667","117.290328",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2013-10","Ethiopia-S.N.N.P REGION-DAWURO ZONE",190.3036861,"2013","7200.714","4.618462","7196.095","ETH","Ethiopia","845906","117.55071",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2013-11","Ethiopia-S.N.N.P REGION-DAWURO ZONE",101.344436176,"2013","7200.714","4.618462","7196.095","ETH","Ethiopia","847779.733333333","117.811092",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2013-12","Ethiopia-S.N.N.P REGION-DAWURO ZONE",5.2505659394,"2013","7200.714","4.618462","7196.095","ETH","Ethiopia","849653.466666667","118.071474",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2014-01","Ethiopia-S.N.N.P REGION-DAWURO ZONE",21.545622174,"2014","7200.714","4.618462","7196.095","ETH","Ethiopia","851527.2","118.331856",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2014-02","Ethiopia-S.N.N.P REGION-DAWURO ZONE",37.067840696,"2014","7200.714","4.618462","7196.095","ETH","Ethiopia","853400.933333333","118.592238",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2014-03","Ethiopia-S.N.N.P REGION-DAWURO ZONE",106.845062718,"2014","7200.714","4.618462","7196.095","ETH","Ethiopia","855274.666666667","118.85262",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2014-04","Ethiopia-S.N.N.P REGION-DAWURO ZONE",267.80238966,"2014","7200.714","4.618462","7196.095","ETH","Ethiopia","857148.4","119.113002",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2014-05","Ethiopia-S.N.N.P REGION-DAWURO ZONE",357.08558402,"2014","7200.714","4.618462","7196.095","ETH","Ethiopia","859022.133333333","119.373384",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2014-06","Ethiopia-S.N.N.P REGION-DAWURO ZONE",166.73839702,"2014","7200.714","4.618462","7196.095","ETH","Ethiopia","860895.866666667","119.633766",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2014-07","Ethiopia-S.N.N.P REGION-DAWURO ZONE",189.19015134,"2014","7200.714","4.618462","7196.095","ETH","Ethiopia","862769.6","119.894148",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2014-08","Ethiopia-S.N.N.P REGION-DAWURO ZONE",243.61809872,"2014","7200.714","4.618462","7196.095","ETH","Ethiopia","864643.333333333","120.15453",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2014-09","Ethiopia-S.N.N.P REGION-DAWURO ZONE",187.83015614,"2014","7200.714","4.618462","7196.095","ETH","Ethiopia","866517.066666667","120.414912",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2014-10","Ethiopia-S.N.N.P REGION-DAWURO ZONE",194.01761284,"2014","7200.714","4.618462","7196.095","ETH","Ethiopia","868390.8","120.675294",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2014-11","Ethiopia-S.N.N.P REGION-DAWURO ZONE",70.789827946,"2014","7200.714","4.618462","7196.095","ETH","Ethiopia","870264.533333333","120.935676",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2014-12","Ethiopia-S.N.N.P REGION-DAWURO ZONE",28.641982,"2014","7200.714","4.618462","7196.095","ETH","Ethiopia","872138.266666667","121.196058",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2015-01","Ethiopia-S.N.N.P REGION-DAWURO ZONE",8.0461424898,"2015","7200.714","4.618462","7196.095","ETH","Ethiopia","874012","121.45644",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2015-02","Ethiopia-S.N.N.P REGION-DAWURO ZONE",17.983528182,"2015","7200.714","4.618462","7196.095","ETH","Ethiopia","876029.233333333","121.736763333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2015-03","Ethiopia-S.N.N.P REGION-DAWURO ZONE",103.06198792,"2015","7200.714","4.618462","7196.095","ETH","Ethiopia","878046.466666667","122.017086666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2015-04","Ethiopia-S.N.N.P REGION-DAWURO ZONE",151.3426074,"2015","7200.714","4.618462","7196.095","ETH","Ethiopia","880063.7","122.29741",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2015-05","Ethiopia-S.N.N.P REGION-DAWURO ZONE",301.7860391,"2015","7200.714","4.618462","7196.095","ETH","Ethiopia","882080.933333333","122.577733333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2015-06","Ethiopia-S.N.N.P REGION-DAWURO ZONE",217.10277474,"2015","7200.714","4.618462","7196.095","ETH","Ethiopia","884098.166666667","122.858056666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2015-07","Ethiopia-S.N.N.P REGION-DAWURO ZONE",188.89275086,"2015","7200.714","4.618462","7196.095","ETH","Ethiopia","886115.4","123.13838",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2015-08","Ethiopia-S.N.N.P REGION-DAWURO ZONE",200.60550378,"2015","7200.714","4.618462","7196.095","ETH","Ethiopia","888132.633333333","123.418703333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2015-09","Ethiopia-S.N.N.P REGION-DAWURO ZONE",273.04122744,"2015","7200.714","4.618462","7196.095","ETH","Ethiopia","890149.866666667","123.699026666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2015-10","Ethiopia-S.N.N.P REGION-DAWURO ZONE",198.09872728,"2015","7200.714","4.618462","7196.095","ETH","Ethiopia","892167.1","123.97935",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2015-11","Ethiopia-S.N.N.P REGION-DAWURO ZONE",122.536913372,"2015","7200.714","4.618462","7196.095","ETH","Ethiopia","894184.333333333","124.259673333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2015-12","Ethiopia-S.N.N.P REGION-DAWURO ZONE",60.17336291,"2015","7200.714","4.618462","7196.095","ETH","Ethiopia","896201.566666667","124.539996666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2016-01","Ethiopia-S.N.N.P REGION-DAWURO ZONE",93.815125606,"2016","7200.714","4.618462","7196.095","ETH","Ethiopia","898218.8","124.82032",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2016-02","Ethiopia-S.N.N.P REGION-DAWURO ZONE",71.052787476,"2016","7200.714","4.618462","7196.095","ETH","Ethiopia","900236.033333333","125.100643333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2016-03","Ethiopia-S.N.N.P REGION-DAWURO ZONE",135.7983692,"2016","7200.714","4.618462","7196.095","ETH","Ethiopia","902253.266666667","125.380966666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2016-04","Ethiopia-S.N.N.P REGION-DAWURO ZONE",287.94965032,"2016","7200.714","4.618462","7196.095","ETH","Ethiopia","904270.5","125.66129",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2016-05","Ethiopia-S.N.N.P REGION-DAWURO ZONE",220.27972202,"2016","7200.714","4.618462","7196.095","ETH","Ethiopia","906287.733333333","125.941613333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2016-06","Ethiopia-S.N.N.P REGION-DAWURO ZONE",120.31396388,"2016","7200.714","4.618462","7196.095","ETH","Ethiopia","908304.966666667","126.221936666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2016-07","Ethiopia-S.N.N.P REGION-DAWURO ZONE",145.416254,"2016","7200.714","4.618462","7196.095","ETH","Ethiopia","910322.2","126.50226",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2016-08","Ethiopia-S.N.N.P REGION-DAWURO ZONE",210.03602578,"2016","7200.714","4.618462","7196.095","ETH","Ethiopia","912339.433333333","126.782583333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2016-09","Ethiopia-S.N.N.P REGION-DAWURO ZONE",183.73881782,"2016","7200.714","4.618462","7196.095","ETH","Ethiopia","914356.666666667","127.062906666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2016-10","Ethiopia-S.N.N.P REGION-DAWURO ZONE",195.88818486,"2016","7200.714","4.618462","7196.095","ETH","Ethiopia","916373.9","127.34323",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2016-11","Ethiopia-S.N.N.P REGION-DAWURO ZONE",73.84964737,"2016","7200.714","4.618462","7196.095","ETH","Ethiopia","918391.133333333","127.623553333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2016-12","Ethiopia-S.N.N.P REGION-DAWURO ZONE",13.5349129402,"2016","7200.714","4.618462","7196.095","ETH","Ethiopia","920408.366666667","127.903876666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2017-01","Ethiopia-S.N.N.P REGION-DAWURO ZONE",9.4454924854,"2017","7200.714","4.618462","7196.095","ETH","Ethiopia","922425.6","128.1842",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2017-02","Ethiopia-S.N.N.P REGION-DAWURO ZONE",119.672811486,"2017","7200.714","4.618462","7196.095","ETH","Ethiopia","924442.833333333","128.464523333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2017-03","Ethiopia-S.N.N.P REGION-DAWURO ZONE",171.07956846,"2017","7200.714","4.618462","7196.095","ETH","Ethiopia","926460.066666667","128.744846666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2017-04","Ethiopia-S.N.N.P REGION-DAWURO ZONE",101.45660052,"2017","7200.714","4.618462","7196.095","ETH","Ethiopia","928477.3","129.02517",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2017-05","Ethiopia-S.N.N.P REGION-DAWURO ZONE",263.03813496,"2017","7200.714","4.618462","7196.095","ETH","Ethiopia","930494.533333333","129.305493333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2017-06","Ethiopia-S.N.N.P REGION-DAWURO ZONE",119.0191705,"2017","7200.714","4.618462","7196.095","ETH","Ethiopia","932511.766666667","129.585816666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2017-07","Ethiopia-S.N.N.P REGION-DAWURO ZONE",130.74452396,"2017","7200.714","4.618462","7196.095","ETH","Ethiopia","934529","129.86614",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2017-08","Ethiopia-S.N.N.P REGION-DAWURO ZONE",147.78636098,"2017","7200.714","4.618462","7196.095","ETH","Ethiopia","936546.233333333","130.146463333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2017-09","Ethiopia-S.N.N.P REGION-DAWURO ZONE",352.36938922,"2017","7200.714","4.618462","7196.095","ETH","Ethiopia","938563.466666667","130.426786666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2017-10","Ethiopia-S.N.N.P REGION-DAWURO ZONE",191.44730592,"2017","7200.714","4.618462","7196.095","ETH","Ethiopia","940580.7","130.70711",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2017-11","Ethiopia-S.N.N.P REGION-DAWURO ZONE",72.015913112,"2017","7200.714","4.618462","7196.095","ETH","Ethiopia","942597.933333333","130.987433333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Dawro","2017-12","Ethiopia-S.N.N.P REGION-DAWURO ZONE",29.051440008,"2017","7200.714","4.618462","7196.095","ETH","Ethiopia","944615.166666667","131.267756666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2011-01","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",8.97373634066667,"2011","12192.71","635.3314","11557.38","ETH","Ethiopia","1960580.4","169.63882","Ethiopia-SNNPR-Gamo Gofa","3.45",NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2011-02","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",23.7292775366667,"2011","12192.71","635.3314","11557.38","ETH","Ethiopia","1965265.68333333","170.044213333333","Ethiopia-SNNPR-Gamo Gofa","3.565625",NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2011-03","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",68.7731423186667,"2011","12192.71","635.3314","11557.38","ETH","Ethiopia","1969950.96666667","170.449606666667","Ethiopia-SNNPR-Gamo Gofa","3.68125",NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2011-04","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",115.667856658,"2011","12192.71","635.3314","11557.38","ETH","Ethiopia","1974636.25","170.855","Ethiopia-SNNPR-Gamo Gofa","3.796875",NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2011-05","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",212.484426013333,"2011","12192.71","635.3314","11557.38","ETH","Ethiopia","1979321.53333333","171.260393333333","Ethiopia-SNNPR-Gamo Gofa","3.9125",NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2011-06","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",118.270278028667,"2011","12192.71","635.3314","11557.38","ETH","Ethiopia","1984006.81666667","171.665786666667","Ethiopia-SNNPR-Gamo Gofa","4.028125",NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2011-07","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",143.50808347,"2011","12192.71","635.3314","11557.38","ETH","Ethiopia","1988692.1","172.07118","Ethiopia-SNNPR-Gamo Gofa","4.14375",NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2011-08","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",160.109975706667,"2011","12192.71","635.3314","11557.38","ETH","Ethiopia","1993377.38333333","172.476573333333","Ethiopia-SNNPR-Gamo Gofa","4.259375",NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2011-09","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",209.772580586667,"2011","12192.71","635.3314","11557.38","ETH","Ethiopia","1998062.66666667","172.881966666667","Ethiopia-SNNPR-Gamo Gofa","4.375",NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2011-10","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",101.724529873333,"2011","12192.71","635.3314","11557.38","ETH","Ethiopia","2002747.95","173.28736","Ethiopia-SNNPR-Gamo Gofa","4.490625",NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2011-11","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",194.817361653333,"2011","12192.71","635.3314","11557.38","ETH","Ethiopia","2007433.23333333","173.692753333333","Ethiopia-SNNPR-Gamo Gofa","4.60625",NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2011-12","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",20.1909254528,"2011","12192.71","635.3314","11557.38","ETH","Ethiopia","2012118.51666667","174.098146666667","Ethiopia-SNNPR-Gamo Gofa","4.721875",NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2012-01","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",21.3575762193333,"2012","12192.71","635.3314","11557.38","ETH","Ethiopia","2016803.8","174.50354","Ethiopia-SNNPR-Gamo Gofa","4.8375",NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2012-02","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",18.1132227577333,"2012","12192.71","635.3314","11557.38","ETH","Ethiopia","2021489.08333333","174.908933333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2012-03","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",71.5660233293333,"2012","12192.71","635.3314","11557.38","ETH","Ethiopia","2026174.36666667","175.314326666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2012-04","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",213.525400633333,"2012","12192.71","635.3314","11557.38","ETH","Ethiopia","2030859.65","175.71972",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2012-05","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",121.491224822,"2012","12192.71","635.3314","11557.38","ETH","Ethiopia","2035544.93333333","176.125113333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2012-06","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",121.427028076,"2012","12192.71","635.3314","11557.38","ETH","Ethiopia","2040230.21666667","176.530506666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2012-07","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",133.068848322,"2012","12192.71","635.3314","11557.38","ETH","Ethiopia","2044915.5","176.9359",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2012-08","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",130.65114688,"2012","12192.71","635.3314","11557.38","ETH","Ethiopia","2049600.78333333","177.341293333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2012-09","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",191.13657748,"2012","12192.71","635.3314","11557.38","ETH","Ethiopia","2054286.06666667","177.746686666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2012-10","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",123.728401892667,"2012","12192.71","635.3314","11557.38","ETH","Ethiopia","2058971.35","178.15208",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2012-11","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",107.963807174,"2012","12192.71","635.3314","11557.38","ETH","Ethiopia","2063656.63333333","178.557473333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2012-12","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",55.08519062,"2012","12192.71","635.3314","11557.38","ETH","Ethiopia","2068341.91666667","178.962866666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2013-01","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",54.1459215413333,"2013","12192.71","635.3314","11557.38","ETH","Ethiopia","2073027.2","179.36826",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2013-02","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",25.310965064,"2013","12192.71","635.3314","11557.38","ETH","Ethiopia","2077712.48333333","179.773653333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2013-03","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",118.243315795333,"2013","12192.71","635.3314","11557.38","ETH","Ethiopia","2082397.76666667","180.179046666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2013-04","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",255.77250922,"2013","12192.71","635.3314","11557.38","ETH","Ethiopia","2087083.05","180.58444",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2013-05","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",174.422583833333,"2013","12192.71","635.3314","11557.38","ETH","Ethiopia","2091768.33333333","180.989833333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2013-06","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",131.316069748,"2013","12192.71","635.3314","11557.38","ETH","Ethiopia","2096453.61666667","181.395226666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2013-07","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",120.755830500667,"2013","12192.71","635.3314","11557.38","ETH","Ethiopia","2101138.9","181.80062",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2013-08","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",148.503915450667,"2013","12192.71","635.3314","11557.38","ETH","Ethiopia","2105824.18333333","182.206013333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2013-09","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",126.87930376,"2013","12192.71","635.3314","11557.38","ETH","Ethiopia","2110509.46666667","182.611406666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2013-10","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",203.054784553333,"2013","12192.71","635.3314","11557.38","ETH","Ethiopia","2115194.75","183.0168",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2013-11","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",106.770025739333,"2013","12192.71","635.3314","11557.38","ETH","Ethiopia","2119880.03333333","183.422193333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2013-12","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",12.0695661894667,"2013","12192.71","635.3314","11557.38","ETH","Ethiopia","2124565.31666667","183.827586666667",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2014-01","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",17.0943815373333,"2014","12192.71","635.3314","11557.38","ETH","Ethiopia","2129250.6","184.23298",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2014-02","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",50.5443127306667,"2014","12192.71","635.3314","11557.38","ETH","Ethiopia","2133935.88333333","184.638373333333",NA,NA,NA
"Southern Nations, Nationalities, and People's Region","Gamo Gofa","2014-03","Ethiopia-S.N.N.P REGION-GAMO GOFA ZONE",84.206524758,"2014","12192.71","635.3314","11557.38","ETH","Ethiopia","2138621.16666667","185.043766666667",NA,NA,NA
