"d3mIndex","Region","Zone","Date","Year","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","un_wpp_pop_est_li","un_wpp_pop_dens_li","Maize_white_Retail_li","MaizeProductionQuintal","MaizeYieldQtHa","Month","Fertilizer_Area.HA","Fertilizer_Hectare","Fertilizer_Quintal","AnyAction","IndirectConflict","DirectConflict","Protest"
1,"Amhara","North Wello","2008-01",2008,13.696742578,12297.11,0,12297.11,"ETH","Ethiopia",1680005,136.6179,4.088889,91539.61,13.41,1,396716,326571,394196,0,0,0,0
2,"Amhara","North Wello","2008-02",2008,2.8824681921,12297.11,0,12297.11,"ETH","Ethiopia",1682839,136.8483,4.27901244444444,91539.61,13.41,2,396716,326571,394196,6,0,0,0
3,"Amhara","North Wello","2008-03",2008,5.9289376508,12297.11,0,12297.11,"ETH","Ethiopia",1685672,137.0788,4.46913588888889,91539.61,13.41,3,396716,326571,394196,4,0,0,0
4,"Amhara","North Wello","2008-04",2008,24.072855283,12297.11,0,12297.11,"ETH","Ethiopia",1688506,137.3092,4.65925933333333,91539.61,13.41,4,396716,326571,394196,0,0,0,0
5,"Amhara","North Wello","2008-05",2008,53.926369306,12297.11,0,12297.11,"ETH","Ethiopia",1691340,137.5397,4.84938277777778,91539.61,13.41,5,396716,326571,394196,15,0,0,0
6,"Amhara","North Wello","2008-06",2008,57.237961646,12297.11,0,12297.11,"ETH","Ethiopia",1694174,137.7701,5.03950622222222,91539.61,13.41,6,396716,326571,394196,0,0,0,0
7,"Amhara","North Wello","2008-07",2008,255.92488391,12297.11,0,12297.11,"ETH","Ethiopia",1697008,138.0006,5.22962966666667,91539.61,13.41,7,396716,326571,394196,0,0,0,0
8,"Amhara","North Wello","2008-08",2008,257.07498874,12297.11,0,12297.11,"ETH","Ethiopia",1699841,138.231,5.41975311111111,91539.61,13.41,8,396716,326571,394196,2,0,0,0
9,"Amhara","North Wello","2008-09",2008,81.896502208,12297.11,0,12297.11,"ETH","Ethiopia",1702675,138.4614,5.60987655555556,91539.61,13.41,9,396716,326571,394196,1,0,1,0
10,"Amhara","North Wello","2008-10",2008,29.91432362,12297.11,0,12297.11,"ETH","Ethiopia",1705509,138.6919,5.8,91539.61,13.41,10,396716,326571,394196,2,0,0,0
11,"Amhara","North Wello","2008-11",2008,50.01358487,12297.11,0,12297.11,"ETH","Ethiopia",1708342,138.9223,5.39,91539.61,13.41,11,396716,326571,394196,0,0,0,0
12,"Amhara","North Wello","2008-12",2008,7.1145652412,12297.11,0,12297.11,"ETH","Ethiopia",1711176,139.1528,5,91539.61,13.41,12,396716,326571,394196,0,0,0,0
13,"Amhara","North Wello","2009-01",2009,9.0495165882,12297.11,0,12297.11,"ETH","Ethiopia",1714010,139.3832,3.766667,114136.8,18.87,1,355508,295056,435691,0,0,0,0
14,"Amhara","North Wello","2009-02",2009,16.158260378,12297.11,0,12297.11,"ETH","Ethiopia",1716844,139.6136,3.78148177777778,114136.8,18.87,2,355508,295056,435691,0,0,0,0
15,"Amhara","North Wello","2009-03",2009,36.220170621,12297.11,0,12297.11,"ETH","Ethiopia",1719678,139.8441,3.79629655555556,114136.8,18.87,3,355508,295056,435691,0,0,0,0
16,"Amhara","North Wello","2009-04",2009,32.2760939064,12297.11,0,12297.11,"ETH","Ethiopia",1722511,140.0745,3.81111133333333,114136.8,18.87,4,355508,295056,435691,0,0,0,0
17,"Amhara","North Wello","2009-05",2009,9.8371066138,12297.11,0,12297.11,"ETH","Ethiopia",1725345,140.305,3.82592611111111,114136.8,18.87,5,355508,295056,435691,1,0,0,0
18,"Amhara","North Wello","2009-06",2009,20.838577355,12297.11,0,12297.11,"ETH","Ethiopia",1728179,140.5354,3.84074088888889,114136.8,18.87,6,355508,295056,435691,0,0,0,0
19,"Amhara","North Wello","2009-07",2009,267.95367183,12297.11,0,12297.11,"ETH","Ethiopia",1731012,140.7659,3.85555566666667,114136.8,18.87,7,355508,295056,435691,0,0,0,0
20,"Amhara","North Wello","2009-08",2009,238.02525563,12297.11,0,12297.11,"ETH","Ethiopia",1733846,140.9963,3.87037044444444,114136.8,18.87,8,355508,295056,435691,0,0,0,0
21,"Amhara","North Wello","2009-09",2009,23.298821601,12297.11,0,12297.11,"ETH","Ethiopia",1736680,141.2267,3.88518522222222,114136.8,18.87,9,355508,295056,435691,0,0,0,0
22,"Amhara","North Wello","2009-10",2009,45.295646837,12297.11,0,12297.11,"ETH","Ethiopia",1739514,141.4572,3.9,114136.8,18.87,10,355508,295056,435691,0,0,0,0
23,"Amhara","North Wello","2009-11",2009,11.8572655601,12297.11,0,12297.11,"ETH","Ethiopia",1742348,141.6876,3.73,114136.8,18.87,11,355508,295056,435691,0,0,0,0
24,"Amhara","North Wello","2009-12",2009,27.494678805,12297.11,0,12297.11,"ETH","Ethiopia",1745181,141.9181,3.9,114136.8,18.87,12,355508,295056,435691,0,0,0,0
25,"Amhara","North Wello","2010-01",2010,5.6277515116,12297.11,0,12297.11,"ETH","Ethiopia",1748015,142.1485,3.33,100914.2,17.63,1,472260,405007,556814,0,0,0,0
26,"Amhara","North Wello","2010-02",2010,15.0548902869,12297.11,0,12297.11,"ETH","Ethiopia",1750917,142.3845,3.26333333333333,100914.2,17.63,2,472260,405007,556814,0,0,0,0
27,"Amhara","North Wello","2010-03",2010,39.408891176,12297.11,0,12297.11,"ETH","Ethiopia",1753818,142.6204,3.19666666666667,100914.2,17.63,3,472260,405007,556814,0,0,0,0
28,"Amhara","North Wello","2010-04",2010,100.648113531,12297.11,0,12297.11,"ETH","Ethiopia",1756720,142.8564,3.13,100914.2,17.63,4,472260,405007,556814,0,0,0,0
29,"Amhara","North Wello","2010-05",2010,97.630519288,12297.11,0,12297.11,"ETH","Ethiopia",1759622,143.0923,3.06333333333333,100914.2,17.63,5,472260,405007,556814,0,0,0,0
30,"Amhara","North Wello","2010-06",2010,17.0052211391,12297.11,0,12297.11,"ETH","Ethiopia",1762523,143.3283,2.99666666666667,100914.2,17.63,6,472260,405007,556814,0,0,0,0
31,"Amhara","North Wello","2010-07",2010,357.8746557,12297.11,0,12297.11,"ETH","Ethiopia",1765425,143.5643,2.93,100914.2,17.63,7,472260,405007,556814,1,0,0,0
32,"Amhara","North Wello","2010-08",2010,530.11741927,12297.11,0,12297.11,"ETH","Ethiopia",1768327,143.8002,2.86333333333333,100914.2,17.63,8,472260,405007,556814,0,0,0,0
33,"Amhara","North Wello","2010-09",2010,63.029228551,12297.11,0,12297.11,"ETH","Ethiopia",1771228,144.0362,2.79666666666667,100914.2,17.63,9,472260,405007,556814,0,0,0,0
34,"Amhara","North Wello","2010-10",2010,10.3187326631,12297.11,0,12297.11,"ETH","Ethiopia",1774130,144.2722,2.73,100914.2,17.63,10,472260,405007,556814,0,0,0,0
35,"Amhara","North Wello","2010-11",2010,13.2140934009,12297.11,0,12297.11,"ETH","Ethiopia",1777032,144.5081,2.34,100914.2,17.63,11,472260,405007,556814,0,0,0,0
36,"Amhara","North Wello","2010-12",2010,15.3113992088,12297.11,0,12297.11,"ETH","Ethiopia",1779933,144.7441,2.34,100914.2,17.63,12,472260,405007,556814,0,0,0,0
37,"Amhara","North Wello","2012-01",2012,7.7929303705,12297.11,0,12297.11,"ETH","Ethiopia",1817655,147.8116,5.465556,94903.77,12.85,1,434642,389359,494932,0,0,0,0
38,"Amhara","North Wello","2012-02",2012,6.9343372914,12297.11,0,12297.11,"ETH","Ethiopia",1820556,148.0475,5.47271644444444,94903.77,12.85,2,434642,389359,494932,0,0,0,0
39,"Amhara","North Wello","2012-03",2012,150.336206244,12297.11,0,12297.11,"ETH","Ethiopia",1823458,148.2835,5.47987688888889,94903.77,12.85,3,434642,389359,494932,0,0,0,0
40,"Amhara","North Wello","2012-04",2012,145.084628368,12297.11,0,12297.11,"ETH","Ethiopia",1826360,148.5195,5.48703733333333,94903.77,12.85,4,434642,389359,494932,0,0,0,0
41,"Amhara","North Wello","2012-05",2012,36.599299922,12297.11,0,12297.11,"ETH","Ethiopia",1829261,148.7554,5.49419777777778,94903.77,12.85,5,434642,389359,494932,0,0,0,0
42,"Amhara","North Wello","2012-06",2012,33.47519439,12297.11,0,12297.11,"ETH","Ethiopia",1832163,148.9914,5.50135822222222,94903.77,12.85,6,434642,389359,494932,0,0,0,0
43,"Amhara","North Wello","2012-07",2012,329.74197149,12297.11,0,12297.11,"ETH","Ethiopia",1835064,149.2274,5.50851866666667,94903.77,12.85,7,434642,389359,494932,1,1,0,1
44,"Amhara","North Wello","2012-08",2012,271.0745177,12297.11,0,12297.11,"ETH","Ethiopia",1837966,149.4633,5.51567911111111,94903.77,12.85,8,434642,389359,494932,0,0,0,0
45,"Amhara","North Wello","2012-09",2012,34.791765685,12297.11,0,12297.11,"ETH","Ethiopia",1840868,149.6993,5.52283955555556,94903.77,12.85,9,434642,389359,494932,0,0,0,0
46,"Amhara","North Wello","2012-10",2012,17.2041905533,12297.11,0,12297.11,"ETH","Ethiopia",1843769,149.9352,5.53,94903.77,12.85,10,434642,389359,494932,0,0,0,0
47,"Amhara","North Wello","2012-11",2012,15.405632458,12297.11,0,12297.11,"ETH","Ethiopia",1846671,150.1712,5.85,94903.77,12.85,11,434642,389359,494932,0,0,0,0
48,"Amhara","North Wello","2012-12",2012,8.1820252117,12297.11,0,12297.11,"ETH","Ethiopia",1849573,150.4072,6,94903.77,12.85,12,434642,389359,494932,0,0,0,0
49,"Amhara","Oromiya","2008-01",2008,18.708690554,3805.731,0,3805.731,"ETH","Ethiopia",512049.4,134.547,4.115556,85308.21,14.92,1,396716,326571,394196,0,0,0,0
50,"Amhara","Oromiya","2008-02",2008,4.3122741402,3805.731,0,3805.731,"ETH","Ethiopia",512913,134.7739,4.34716088888889,85308.21,14.92,2,396716,326571,394196,0,0,0,0
51,"Amhara","Oromiya","2008-03",2008,3.292938015,3805.731,0,3805.731,"ETH","Ethiopia",513776.7,135.0008,4.57876577777778,85308.21,14.92,3,396716,326571,394196,1,0,0,0
52,"Amhara","Oromiya","2008-04",2008,19.75461182,3805.731,0,3805.731,"ETH","Ethiopia",514640.3,135.2278,4.81037066666667,85308.21,14.92,4,396716,326571,394196,0,0,0,0
53,"Amhara","Oromiya","2008-05",2008,42.958436038,3805.731,0,3805.731,"ETH","Ethiopia",515504,135.4547,5.04197555555556,85308.21,14.92,5,396716,326571,394196,0,0,0,0
54,"Amhara","Oromiya","2008-06",2008,39.422635088,3805.731,0,3805.731,"ETH","Ethiopia",516367.7,135.6816,5.27358044444444,85308.21,14.92,6,396716,326571,394196,0,0,0,0
55,"Amhara","Oromiya","2008-07",2008,246.77470844,3805.731,0,3805.731,"ETH","Ethiopia",517231.3,135.9086,5.50518533333333,85308.21,14.92,7,396716,326571,394196,0,0,0,0
56,"Amhara","Oromiya","2008-08",2008,201.19785344,3805.731,0,3805.731,"ETH","Ethiopia",518095,136.1355,5.73679022222222,85308.21,14.92,8,396716,326571,394196,0,0,0,0
57,"Amhara","Oromiya","2008-09",2008,66.181875368,3805.731,0,3805.731,"ETH","Ethiopia",518958.6,136.3624,5.96839511111111,85308.21,14.92,9,396716,326571,394196,0,0,0,0
58,"Amhara","Oromiya","2008-10",2008,37.57545586,3805.731,0,3805.731,"ETH","Ethiopia",519822.2,136.5894,6.2,85308.21,14.92,10,396716,326571,394196,0,0,0,0
59,"Amhara","Oromiya","2008-11",2008,61.41090946,3805.731,0,3805.731,"ETH","Ethiopia",520685.9,136.8163,3.6,85308.21,14.92,11,396716,326571,394196,0,0,0,0
60,"Amhara","Oromiya","2008-12",2008,3.207895964,3805.731,0,3805.731,"ETH","Ethiopia",521549.5,137.0432,4.2,85308.21,14.92,12,396716,326571,394196,0,0,0,0
61,"Amhara","Oromiya","2009-01",2009,34.678328832,3805.731,0,3805.731,"ETH","Ethiopia",522413.2,137.2702,3.834444,99178.32,16.97,1,355508,295056,435691,0,0,0,0
62,"Amhara","Oromiya","2009-02",2009,19.304972498,3805.731,0,3805.731,"ETH","Ethiopia",523276.8,137.4971,3.80839466666667,99178.32,16.97,2,355508,295056,435691,0,0,0,0
63,"Amhara","Oromiya","2009-03",2009,25.941490284,3805.731,0,3805.731,"ETH","Ethiopia",524140.5,137.7241,3.78234533333333,99178.32,16.97,3,355508,295056,435691,0,0,0,0
64,"Amhara","Oromiya","2009-04",2009,23.784485438,3805.731,0,3805.731,"ETH","Ethiopia",525004.2,137.951,3.756296,99178.32,16.97,4,355508,295056,435691,0,0,0,0
65,"Amhara","Oromiya","2009-05",2009,39.466279006,3805.731,0,3805.731,"ETH","Ethiopia",525867.8,138.1779,3.73024666666667,99178.32,16.97,5,355508,295056,435691,0,0,0,0
66,"Amhara","Oromiya","2009-06",2009,39.29282387,3805.731,0,3805.731,"ETH","Ethiopia",526731.4,138.4049,3.70419733333333,99178.32,16.97,6,355508,295056,435691,0,0,0,0
67,"Amhara","Oromiya","2009-07",2009,295.05173672,3805.731,0,3805.731,"ETH","Ethiopia",527595.1,138.6318,3.678148,99178.32,16.97,7,355508,295056,435691,0,0,0,0
68,"Amhara","Oromiya","2009-08",2009,298.6893108,3805.731,0,3805.731,"ETH","Ethiopia",528458.8,138.8587,3.65209866666667,99178.32,16.97,8,355508,295056,435691,0,0,0,0
69,"Amhara","Oromiya","2009-09",2009,39.134577568,3805.731,0,3805.731,"ETH","Ethiopia",529322.4,139.0857,3.62604933333333,99178.32,16.97,9,355508,295056,435691,0,0,0,0
70,"Amhara","Oromiya","2009-10",2009,66.566030346,3805.731,0,3805.731,"ETH","Ethiopia",530186.1,139.3126,3.6,99178.32,16.97,10,355508,295056,435691,1,1,0,0
71,"Amhara","Oromiya","2009-11",2009,13.5047490176,3805.731,0,3805.731,"ETH","Ethiopia",531049.7,139.5395,3.6,99178.32,16.97,11,355508,295056,435691,0,0,0,0
72,"Amhara","Oromiya","2009-12",2009,51.565659042,3805.731,0,3805.731,"ETH","Ethiopia",531913.3,139.7665,3.4,99178.32,16.97,12,355508,295056,435691,0,0,0,0
73,"Amhara","Oromiya","2010-01",2010,2.1234822962,3805.731,0,3805.731,"ETH","Ethiopia",532777,139.9934,3.051111,104537.7,17.02,1,472260,405007,556814,0,0,0,0
74,"Amhara","Oromiya","2010-02",2010,57.546621876,3805.731,0,3805.731,"ETH","Ethiopia",533661.4,140.2258,3.01876533333333,104537.7,17.02,2,472260,405007,556814,0,0,0,0
75,"Amhara","Oromiya","2010-03",2010,66.906470744,3805.731,0,3805.731,"ETH","Ethiopia",534545.8,140.4582,2.98641966666667,104537.7,17.02,3,472260,405007,556814,0,0,0,0
76,"Amhara","Oromiya","2010-04",2010,101.910986416,3805.731,0,3805.731,"ETH","Ethiopia",535430.2,140.6906,2.954074,104537.7,17.02,4,472260,405007,556814,0,0,0,0
77,"Amhara","Oromiya","2010-05",2010,95.560529164,3805.731,0,3805.731,"ETH","Ethiopia",536314.7,140.923,2.92172833333333,104537.7,17.02,5,472260,405007,556814,0,0,0,0
78,"Amhara","Oromiya","2010-06",2010,19.424194282,3805.731,0,3805.731,"ETH","Ethiopia",537199.1,141.1553,2.88938266666667,104537.7,17.02,6,472260,405007,556814,0,0,0,0
79,"Amhara","Oromiya","2010-07",2010,363.85945418,3805.731,0,3805.731,"ETH","Ethiopia",538083.5,141.3877,2.857037,104537.7,17.02,7,472260,405007,556814,0,0,0,0
80,"Amhara","Oromiya","2010-08",2010,571.25676796,3805.731,0,3805.731,"ETH","Ethiopia",538967.9,141.6201,2.82469133333333,104537.7,17.02,8,472260,405007,556814,0,0,0,0
81,"Amhara","Oromiya","2010-09",2010,77.060273092,3805.731,0,3805.731,"ETH","Ethiopia",539852.3,141.8525,2.79234566666667,104537.7,17.02,9,472260,405007,556814,0,0,0,0
82,"Amhara","Oromiya","2010-10",2010,8.2337073492,3805.731,0,3805.731,"ETH","Ethiopia",540736.8,142.0849,2.76,104537.7,17.02,10,472260,405007,556814,0,0,0,0
83,"Amhara","Oromiya","2010-11",2010,32.23830716,3805.731,0,3805.731,"ETH","Ethiopia",541621.2,142.3173,2.8,104537.7,17.02,11,472260,405007,556814,0,0,0,0
84,"Amhara","Oromiya","2010-12",2010,3.9615256222,3805.731,0,3805.731,"ETH","Ethiopia",542505.6,142.5497,2.8,104537.7,17.02,12,472260,405007,556814,0,0,0,0
85,"Amhara","Oromiya","2012-01",2012,8.9915037262,3805.731,0,3805.731,"ETH","Ethiopia",554003,145.5708,5.682222,106230.2,17.95,1,434642,389359,494932,0,0,0,0
86,"Amhara","Oromiya","2012-02",2012,8.0115395714,3805.731,0,3805.731,"ETH","Ethiopia",554887.4,145.8031,5.70641955555556,106230.2,17.95,2,434642,389359,494932,0,0,0,0
87,"Amhara","Oromiya","2012-03",2012,77.328552032,3805.731,0,3805.731,"ETH","Ethiopia",555771.8,146.0355,5.73061711111111,106230.2,17.95,3,434642,389359,494932,0,0,0,0
88,"Amhara","Oromiya","2012-04",2012,192.79280264,3805.731,0,3805.731,"ETH","Ethiopia",556656.2,146.2679,5.75481466666667,106230.2,17.95,4,434642,389359,494932,0,0,0,0
89,"Amhara","Oromiya","2012-05",2012,45.188267044,3805.731,0,3805.731,"ETH","Ethiopia",557540.7,146.5003,5.77901222222222,106230.2,17.95,5,434642,389359,494932,0,0,0,0
90,"Amhara","Oromiya","2012-06",2012,39.931878946,3805.731,0,3805.731,"ETH","Ethiopia",558425.1,146.7327,5.80320977777778,106230.2,17.95,6,434642,389359,494932,0,0,0,0
91,"Amhara","Oromiya","2012-07",2012,350.39187886,3805.731,0,3805.731,"ETH","Ethiopia",559309.5,146.9651,5.82740733333333,106230.2,17.95,7,434642,389359,494932,0,0,0,0
92,"Amhara","Oromiya","2012-08",2012,349.70323296,3805.731,0,3805.731,"ETH","Ethiopia",560193.9,147.1975,5.85160488888889,106230.2,17.95,8,434642,389359,494932,0,0,0,0
93,"Amhara","Oromiya","2012-09",2012,41.856286588,3805.731,0,3805.731,"ETH","Ethiopia",561078.3,147.4299,5.87580244444444,106230.2,17.95,9,434642,389359,494932,0,0,0,0
94,"Amhara","Oromiya","2012-10",2012,2.2301096136,3805.731,0,3805.731,"ETH","Ethiopia",561962.8,147.6623,5.9,106230.2,17.95,10,434642,389359,494932,0,0,0,0
95,"Amhara","Oromiya","2012-11",2012,2.0383554336,3805.731,0,3805.731,"ETH","Ethiopia",562847.2,147.8947,5.62,106230.2,17.95,11,434642,389359,494932,0,0,0,0
96,"Amhara","Oromiya","2012-12",2012,3.6311478006,3805.731,0,3805.731,"ETH","Ethiopia",563731.6,148.127,5.7492855,106230.2,17.95,12,434642,389359,494932,0,0,0,0
97,"Oromia","Bale","2008-01",2008,9.05459915994118,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1593188,28.96371,4.549289,558833,19.87,1,933713,470904,351250,31,0,0,0
98,"Oromia","Bale","2008-02",2008,4.610305727,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1597121,29.03522,4.599368,558833,19.87,2,933713,470904,351250,29,0,0,0
99,"Oromia","Bale","2008-03",2008,33.7696729211765,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1601055,29.10673,4.649447,558833,19.87,3,933713,470904,351250,31,0,0,0
100,"Oromia","Bale","2008-04",2008,136.450036711765,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1604988,29.17824,4.699526,558833,19.87,4,933713,470904,351250,30,0,0,0
101,"Oromia","Bale","2008-05",2008,155.024528784706,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1608922,29.24975,4.749605,558833,19.87,5,933713,470904,351250,31,0,0,0
102,"Oromia","Bale","2008-06",2008,59.0814278835294,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1612855,29.32126,4.799684,558833,19.87,6,933713,470904,351250,31,0,0,0
103,"Oromia","Bale","2008-07",2008,65.8567299329412,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1616789,29.39277,4.849763,558833,19.87,7,933713,470904,351250,31,0,0,0
104,"Oromia","Bale","2008-08",2008,97.3831628288235,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1620722,29.46428,4.899842,558833,19.87,8,933713,470904,351250,31,0,0,0
105,"Oromia","Bale","2008-09",2008,108.110186088824,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1624656,29.53579,4.949921,558833,19.87,9,933713,470904,351250,30,0,0,0
106,"Oromia","Bale","2008-10",2008,169.043278931176,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1628589,29.6073,5,558833,19.87,10,933713,470904,351250,31,0,0,0
107,"Oromia","Bale","2008-11",2008,100.548274694118,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1632523,29.67881,4.5,558833,19.87,11,933713,470904,351250,30,0,0,0
108,"Oromia","Bale","2008-12",2008,4.68851353847059,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1636456,29.75032,4.2,558833,19.87,12,933713,470904,351250,33,0,0,0
109,"Oromia","Bale","2009-01",2009,34.7169882376471,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1640390,29.82183,4.222222,604793.4,19.5,1,1000056,290287,149388,31,0,0,0
110,"Oromia","Bale","2009-02",2009,7.00887529611765,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1644323,29.89334,4.19753066666667,604793.4,19.5,2,1000056,290287,149388,28,0,0,0
111,"Oromia","Bale","2009-03",2009,46.5009883258824,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1648257,29.96485,4.17283933333333,604793.4,19.5,3,1000056,290287,149388,31,0,0,0
112,"Oromia","Bale","2009-04",2009,129.774370762941,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1652190,30.03636,4.148148,604793.4,19.5,4,1000056,290287,149388,30,0,0,0
113,"Oromia","Bale","2009-05",2009,137.801913385882,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1656124,30.10787,4.12345666666667,604793.4,19.5,5,1000056,290287,149388,31,0,0,0
114,"Oromia","Bale","2009-06",2009,30.6897806029412,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1660057,30.17938,4.09876533333333,604793.4,19.5,6,1000056,290287,149388,30,0,0,0
115,"Oromia","Bale","2009-07",2009,40.1538047428824,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1663991,30.25089,4.074074,604793.4,19.5,7,1000056,290287,149388,31,0,0,0
116,"Oromia","Bale","2009-08",2009,73.4704616988235,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1667924,30.3224,4.04938266666667,604793.4,19.5,8,1000056,290287,149388,33,2,0,0
117,"Oromia","Bale","2009-09",2009,86.8619891058824,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1671858,30.39391,4.02469133333333,604793.4,19.5,9,1000056,290287,149388,30,0,0,0
118,"Oromia","Bale","2009-10",2009,135.050745976471,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1675791,30.46542,4,604793.4,19.5,10,1000056,290287,149388,32,0,0,0
119,"Oromia","Bale","2009-11",2009,31.3090864352941,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1679725,30.53693,3,604793.4,19.5,11,1000056,290287,149388,30,0,0,0
120,"Oromia","Bale","2009-12",2009,35.3240366335294,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1683658,30.60844,3,604793.4,19.5,12,1000056,290287,149388,31,0,0,0
121,"Oromia","Bale","2012-01",2012,12.9388801976471,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1791573,32.57029,6.138889,487554.6,18.19,1,1115957,737842,674990,31,0,0,0
122,"Oromia","Bale","2012-02",2012,9.56036269552941,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1795905,32.64906,5.89345688888889,487554.6,18.19,2,1115957,737842,674990,30,1,0,0
123,"Oromia","Bale","2012-03",2012,41.0666167805882,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1800238,32.72782,5.64802477777778,487554.6,18.19,3,1115957,737842,674990,31,0,0,0
124,"Oromia","Bale","2012-04",2012,189.354841470588,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1804570,32.80659,5.40259266666667,487554.6,18.19,4,1115957,737842,674990,30,0,0,0
125,"Oromia","Bale","2012-05",2012,125.890204784706,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1808903,32.88535,5.15716055555556,487554.6,18.19,5,1115957,737842,674990,31,0,0,0
126,"Oromia","Bale","2012-06",2012,32.4842415133529,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1813235,32.96412,4.91172844444444,487554.6,18.19,6,1115957,737842,674990,30,0,0,0
127,"Oromia","Bale","2012-07",2012,52.5200287782353,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1817568,33.04288,4.66629633333333,487554.6,18.19,7,1115957,737842,674990,31,0,0,0
128,"Oromia","Bale","2012-08",2012,104.463155118824,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1821901,33.12164,4.42086422222222,487554.6,18.19,8,1115957,737842,674990,31,0,0,0
129,"Oromia","Bale","2012-09",2012,112.619321248235,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1826233,33.20041,4.17543211111111,487554.6,18.19,9,1115957,737842,674990,30,0,0,0
130,"Oromia","Bale","2012-10",2012,102.734827719412,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1830566,33.27917,3.93,487554.6,18.19,10,1115957,737842,674990,31,0,0,0
131,"Oromia","Bale","2012-11",2012,46.3386874793529,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1834898,33.35794,4,487554.6,18.19,11,1115957,737842,674990,30,0,0,0
132,"Oromia","Bale","2012-12",2012,9.23478905735294,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1839231,33.4367,4.28,487554.6,18.19,12,1115957,737842,674990,31,0,0,0
133,"Oromia","Borena","2008-01",2008,9.33922472761538,52613,671.0943,51941.91,"ETH","Ethiopia",1090662,20.99773,4.377778,285247.9,23.43,1,933713,470904,351250,0,0,0,0
134,"Oromia","Borena","2008-02",2008,6.78262905307692,52613,671.0943,51941.91,"ETH","Ethiopia",1093355,21.04957,4.29135822222222,285247.9,23.43,2,933713,470904,351250,0,0,0,0
135,"Oromia","Borena","2008-03",2008,62.89026142,52613,671.0943,51941.91,"ETH","Ethiopia",1096048,21.10142,4.20493844444444,285247.9,23.43,3,933713,470904,351250,0,0,0,0
136,"Oromia","Borena","2008-04",2008,140.164683561538,52613,671.0943,51941.91,"ETH","Ethiopia",1098741,21.15326,4.11851866666667,285247.9,23.43,4,933713,470904,351250,0,0,0,0
137,"Oromia","Borena","2008-05",2008,50.5939638051538,52613,671.0943,51941.91,"ETH","Ethiopia",1101434,21.2051,4.03209888888889,285247.9,23.43,5,933713,470904,351250,2,1,0,0
138,"Oromia","Borena","2008-06",2008,34.0798671856154,52613,671.0943,51941.91,"ETH","Ethiopia",1104126,21.25695,3.94567911111111,285247.9,23.43,6,933713,470904,351250,0,0,0,0
139,"Oromia","Borena","2008-07",2008,25.6331777406154,52613,671.0943,51941.91,"ETH","Ethiopia",1106819,21.30879,3.85925933333333,285247.9,23.43,7,933713,470904,351250,0,0,0,0
140,"Oromia","Borena","2008-08",2008,25.2800500293846,52613,671.0943,51941.91,"ETH","Ethiopia",1109512,21.36063,3.77283955555556,285247.9,23.43,8,933713,470904,351250,1,0,0,0
141,"Oromia","Borena","2008-09",2008,75.4615003177692,52613,671.0943,51941.91,"ETH","Ethiopia",1112205,21.41247,3.68641977777778,285247.9,23.43,9,933713,470904,351250,0,0,0,0
142,"Oromia","Borena","2008-10",2008,169.983356615385,52613,671.0943,51941.91,"ETH","Ethiopia",1114898,21.46432,3.6,285247.9,23.43,10,933713,470904,351250,0,0,0,0
143,"Oromia","Borena","2008-11",2008,92.1365817192308,52613,671.0943,51941.91,"ETH","Ethiopia",1117591,21.51616,3.6,285247.9,23.43,11,933713,470904,351250,0,0,0,0
