"d3mIndex","time","woreda_wikidata","woreda_label","zone_wikidata","zone_label","region_wikidata","region_label","country_wikidata","country_label","Prices_of_Domestic_sheep__retail_","Prices_of_Gasoline__retail_","Prices_of_Maize__retail_","Prices_of_Maize__wholesale_","Cholera_AWD_Cases_ratio_per_1000","Dysentery_total_Cases_ratio_per_1000","Malnutrition_total_Cases_ratio_per_1000","Total_Malaria_Confirmed_and_Clinical_ratio_per_1000","Typhoid_fever_OutP_Cases_ratio_per_1000","precipitation_height","X2_year_flood_flood_duration_in_a_month","Total_Population","Unemployment_rate"
1506,"2017-12-01","Q5100089","Chinaksen","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1211.16027559398,18.77,10.6492812738996,598.752165455367,0,0.6546984,0.88441706,0,0.05742968,9.143185193,0,87063,3.44491189561612
1507,"2017-12-01","Q5530589","Gemechis","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1248.99764998625,18.77,10.8773906223188,605.744614824492,0,0.016283285,0.6621869,0.027138809,0.010855524,11.52931606,0,184238,0.498301706429109
1508,"2017-12-01","Q3216542","Lalo Asabi","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1268.60557208204,18.77,11.5388643691949,612.839379944206,0,0.039690938,0,0.15876375,1.4288739,13.94362553,0,75584,1.44283220597862
1509,"2017-12-01","Q3529978","Tiyo","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1268.12529191301,18.77,11.1834899273441,616.459332400986,0,0.17288874,0.08068141,0.057629578,0.68002903,13.41977102,0,86761,1.20139799038882
1510,"2017-12-01","Q5287998","Dodota","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1265.17250233189,18.77,11.1820879961232,616.378876636101,0,0,0.4042917,0.60643756,0.2643446,10.78683376,0,64310,4.65406840543495
1511,"2017-12-01","Q3125408","Habro","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1254.94766105436,18.77,10.9755395594165,608.428740488523,0,0.010501169,0.19427162,0,0.015751751,11.90388222,0,190455,2.62355830373196
1512,"2017-12-01","Q3106655","Gimbichu","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1261.167059124,18.77,11.2527271805367,617.337167220847,0,0.48330304,0,0,1.9562266,8.565535921,0,86902,1.41045839897967
1513,"2017-12-01","Q3342884","Nole Kaba","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1269.3757618226,18.77,11.5220977227423,612.650425442192,0,0.050145425,0.050145425,1.3873566,0.8023268,19.40136256,0,59826,0.755358323104523
1514,"2017-12-01","Q5621831","Guto Gida","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1267.14457294392,18.77,11.5142638411471,616.863065258358,0,0.100104555,0.04449091,0.52276826,1.3792183,17.70124176,0,89906,0.626410396078126
1515,"2017-12-01","Q3552120","Uraga","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",1278.35066752217,18.77,11.2064675105749,611.955425621964,0,0.051067304,0.051067304,0,0.64685255,23.20157876,0,176238,0.764938708885878
1516,"2017-12-01","Q3198251","Kofele","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1273.75378365684,18.77,11.1906839201009,615.155329594883,0,0.11176306,0.011176307,0,0.35764182,20.22267288,0,178950,1.78547310985657
1517,"2017-12-01","Q2896892","Berbere","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1278.93708205436,18.77,10.9870648834037,609.70811436168,0,0.17651862,0.60678273,0.011032414,0.44129652,19.28333577,0,90642,2.90936106983655
1518,"2017-12-01","Q5276575","Diksis","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1266.09430700462,18.77,11.1202810517085,614.424944687608,0,0.26279026,0.15214175,0,0.4979184,12.50187379,0,72301,1.2771948644028
1519,"2017-12-01","Q2893566","Bedeno","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1237.71336921517,18.77,10.7333083590196,602.796535686531,0,0.016738782,0.6067809,0.020923479,0,10.93100884,0,238966,0.500854538549183
1520,"2017-12-01","Q4752601","Anchar","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1257.40411574208,18.77,11.0438484921422,610.345109087506,0,0.048991993,0.11023198,0.048991993,0.14697598,10.98079592,0,81646,2.41344046749452
1521,"2017-12-01","Q6199291","Jimma Horo","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1269.84158245508,18.77,11.5465399518323,609.704706442768,0,0.13075028,0.021791715,0.08716686,0.50120944,15.51325827,0,45889,0.178586261317385
1522,"2017-12-01","Q3135217","Hidabu Abote","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1260.44999221805,18.77,11.4377863208767,617.087732300253,0,0.09639251,0,0.18073595,0.14458877,10.98465352,0,82994,1.14090545745222
1523,"2017-12-01","Q5644196","Hambela Wamena","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",1278.79887818052,18.77,11.2123623561762,611.591495123558,0,0.17147593,0.31437254,0,0.61921865,21.82912737,0,104971,0.582367525802918
1524,"2017-12-01","Q960789","Ginir","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1275.9641543988,18.77,10.8969931744052,608.306089826647,0,0.05018101,0.45162907,0.007168716,0.057349727,20.51841231,0,139495,3.17793938374879
1525,"2017-12-01","Q3573095","Yubdo","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1269.25316415453,18.77,11.5324583273551,612.102498311167,0,0,0,0.2573473,2.3418603,16.76297736,0,38858,0.899918189255522
1526,"2017-12-01","Q3111360","Goro","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1277.45222730091,18.77,10.9326343325783,608.899991446927,0,0.51741153,1.0949872,0.0120328255,0.31285346,20.39996724,0,83106,1.26499986456104
1527,"2017-12-01","Q3306658","Merti","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1260.78834444352,18.77,11.0952771804864,612.647783804748,0,0.19909742,0.19909742,1.1724626,2.5882666,10.52491552,0,90408,2.01065942104713
1528,"2017-12-01","Q7976892","Wayu Tuka","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1267.62461111412,18.77,11.4945361274774,617.071711890125,0,0,0.063311175,0.015827794,0.09496676,19.60581501,0,63180,0.595318998559274
1529,"2017-12-01","Q3237714","Liben","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",1285.99738548128,18.77,11.0940214516802,608.336315849637,0,0.05763149,0.48986763,0.10805904,0,12.0757986,0,138813,1.32223803158999
1530,"2017-12-01","Q3480862","Seweyna","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1277.06768430087,18.77,10.7649323986925,605.662633605037,0,0.10630866,1.6553776,0.07593476,0.10630866,16.58123326,0,65846,2.01771994185644
1531,"2017-12-01","Q3195526","Kersana Malima","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1265.10945309538,18.77,11.3079268719623,620.356893576942,0,0.09874714,0.061716963,0.09874714,0.012343393,9.918018535,0,81015,1.68230816166429
1532,"2017-12-01","Q784515","Yaya Gulele","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1261.08662889858,18.77,11.3844121573167,618.865729520693,0,0.36368927,0,0.10910678,1.0910678,10.34036985,0,54992,2.09659303631599
1533,"2017-12-01","Q5210678","Dale Wabera","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1269.69281387711,18.77,11.5375192637448,610.826045634505,0,0.019159473,0.047898684,2.7781236,1.6477147,16.58622171,0,104387,1.23513099321316
1534,"2017-12-01","Q974511","Mesela","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1245.46315771014,18.77,10.8382225090831,604.63885938936,0,0.21094544,0.4548511,0.01318409,0,11.23159001,0,151698,1.20900752488517
1535,"2017-12-01","Q940315","Dawo","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1265.50951286934,18.77,11.3678309186002,620.915374287681,0,0.27271864,0,0,0.059286665,12.60932556,0,84336,0.278506651935736
1536,"2017-12-01","Q3015333","Dano","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1267.39541407485,18.77,11.4401995495435,619.039635213332,0,0,0.010283517,0.09255165,0.041134067,18.39656597,0,97243,0.521651687511784
1537,"2017-12-01","Q3307179","Meta","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1235.38851802307,18.77,10.7697494015365,602.014282232941,0,0,0.16252492,0.0079280455,0,10.76976459,0,252269,1.77739889267774
1538,"2017-12-01","Q3016116","Darimu","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",1269.99390635071,18.77,11.5171120719979,611.872520697776,0,0.048252568,0.041359343,0.4687392,0.12407803,22.10378567,0,145070,0.416086909986086
1539,"2017-12-01","Q3349300","Odo Shakiso","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",1280.31835699538,18.77,11.1752927766575,610.802847852739,0,0.03876495,0.14052294,0.45064253,0.1792879,16.44155449,0,206372,2.63887328164213
1540,"2017-12-01","Q5586768","Goro","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1267.48156796446,18.77,11.3696459466868,619.858955473459,0,0.08793914,0.021984786,0.50565004,0,14.7679327,0,45486,1.34249141429909
1541,"2017-12-01","Q5904664","Horo","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1265.29362336237,18.77,11.5159046539896,618.999213145688,0,0.16002347,0,0,0.26670578,17.14373405,0,74989,1.66140501929271
1542,"2017-12-01","Q3127995","Haru","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1268.8252748275,18.77,11.52255352208,613.615367307743,0,0,0.014867235,0.28247747,0.7284945,17.92578415,0,67262,1.02375452704822
1543,"2017-12-01","Q5559484","Gidami","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1270.22444860435,18.77,11.5461713248675,608.904888041675,0,0.10476811,0.12804991,0.65189046,0.8730676,13.18687254,0,85904,0.567041965199591
1544,"2017-12-01","Q3303887","Meda Welabu","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1285.34070310125,18.77,11.0259945844859,608.666138109014,0,0.1127835,0.83049667,0.030759137,0.04101218,13.97542679,0,97532,0.705677132889312
1545,"2017-12-01","Q8050552","Yayu","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",1270.14603005588,18.77,11.4850428961775,613.693524768729,0,0.34058014,0,0.4351857,0,30.07115858,0,52851,2.55130134723395
1546,"2017-12-01","Q6431569","Kore","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1272.54076645396,18.77,11.1816618969405,615.524095392096,0,0.18316078,0.038560163,0,0.68444294,18.08407182,0,103734,1.97048202229549
1547,"2017-12-01","Q5526420","Gasera","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1271.8364417737,18.77,10.9918477712226,610.666225034106,0,0.07670672,0.19176681,0,0.10227563,19.05721222,0,78220,1.56141682897039
1548,"2017-12-01","Q3434318","Robe","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1268.80282620176,18.77,11.0642993709403,612.753963627765,0,0.030264512,0.23001029,0.04842322,0.32080385,15.73890775,0,165210,1.58333880822548
1549,"2018-01-01","Q2374856","Tole","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1059.38122329611,18.77,10.8136932332124,645.846851112393,0,0.11129661,0,0.28619125,0.03179903,23.0429846763611,0,62895,0.717439293598234
1550,"2018-01-01","Q3029342","Dire","Q1109855","Borena Zone","Q202107","Oromia Region","Q115","Ethiopia",1088.80651820128,18.77,10.6661623298873,644.225806339655,0,0.98091304,0.040871378,0.06811896,0.20435688,13.1601929187775,0,73401,1.96336330591161
1551,"2018-01-01","Q3033676","Dodola","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1074.84115446916,18.77,10.6585644896253,642.935385154438,0,0.051596392,0.015478917,0,0.2786205,32.265918970108,0,193812,3.19716055397035
1552,"2018-01-01","Q3041004","Dugda","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1061.57002146431,18.77,10.7581469345553,644.04440835276,0,0.32433927,0.2760334,0.68318266,2.1116555,26.4688794136047,0,144910,3.72525861946298
1553,"2018-01-01","Q16957182","Hurumu","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",1067.31484753225,18.77,10.8892147956219,649.302475378717,0,0.2578105,0.04687463,0,2.2499824,33.6428060531616,0,42667,2.3401854486582
1554,"2018-01-01","Q6408249","Kiltu Kara","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1063.57869157878,18.77,10.9598821491833,651.295961619813,0,0,0,0.5212355,0,5.67773146629334,0,51800,1.47384470178241
1555,"2018-01-01","Q16964887","Harena Buluk","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1081.5796564658,18.77,10.6143266854436,642.815640079715,0,0.01227039,1.3006613,0,0,25.4843133820428,0,81497,0.463926574215713
1556,"2018-01-01","Q304246","Sigmo","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",1068.16570797774,18.77,10.8715719277295,648.761343542191,0,0.16249065,0.18415608,0,0.22748692,43.0998632029483,0,92313,1.42123362207809
1557,"2018-01-01","Q6431569","Kore","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1070.90127742326,18.77,10.6904083510934,643.092900301062,0,0.09640041,0.009640041,0,0.6169626,33.4716606140137,0,103734,1.97048202229549
1558,"2018-01-01","Q3198395","Kokosa","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1075.10355416463,18.77,10.6798024576042,643.323251987752,0,0.0899349,0.06918069,0,0.14527945,35.3819808278765,0,144549,0.606247589664481
1559,"2018-01-01","Q2963919","Chiro Zuria","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1032.31262095003,18.77,10.6312189880687,640.679268582966,0,0,1.0946844,0,0,11.4338582754135,0,169912,0.992355006599098
1560,"2018-01-01","Q6520555","Leka Dulecha","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1063.75921103457,18.77,10.9060228374829,650.746055708832,0,0.069389515,0,0.40245917,0.88818574,17.2328261375427,0,72057,0.673085115446877
1561,"2018-01-01","Q3343374","Nono","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1063.10910324861,18.77,10.8548495917673,648.574160304761,0,0.023739437,0.22552463,0.68844366,0.07121831,23.466282564051,0,84248,1.06437922439539
1562,"2018-01-01","Q3111366","Goro Gutu","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1015.62804436125,18.77,10.5989753715873,640.320163274304,0,0.104216605,0.30570203,0,0,7.62988851070404,0,143931,1.06369648451096
1563,"2018-01-01","Q3517432","Teltele","Q1109855","Borena Zone","Q202107","Oromia Region","Q115","Ethiopia",1083.33361117988,18.77,10.7111995141688,644.838807845843,0,0.15602615,0.056736782,2.2269187,0,22.7980225667232,0,70501,0.929218767924745
1564,"2018-01-01","Q3068406","Fentale","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1046.95345823498,18.77,10.7212277652089,641.718668990008,0,0.415953,0.2936139,1.822853,0,18.7481750249863,0,81740,6.60880158367596
1565,"2018-01-01","Q3200732","Kuyu","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1053.024508252,18.77,10.9041517355783,648.522391014029,0,0.21478373,0.082609124,0.09913095,0.18174008,16.1383939918719,0,121052,1.56765822226145
1566,"2018-01-01","Q2843318","Amigna","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1059.98970762918,18.77,10.6159990967109,641.747604040791,0,0,0.12287528,0.054611236,0,25.3284606933594,0,73245,1.62237984331992
1567,"2018-01-01","Q3517952","Tena","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1064.0156597317,18.77,10.6725834198679,642.457428899851,0,0.22657584,0.15105055,0.015105056,0.5739921,30.9977281987667,0,66203,1.14499027542506
1568,"2018-01-01","Q2376156","Setema","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",1067.47456362603,18.77,10.8704678923629,648.885732762278,0,0.42626983,0.34876624,0,0.67815655,33.9960158665975,0,103221,0.508797964808141
1569,"2018-01-01","Q3100056","Gedeb Asasa","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1071.68909562195,18.77,10.6703657084998,642.861998460822,0,0.021401018,0.021401018,0,1.9581931,32.7629469319394,0,186907,2.53446749304326
1570,"2018-01-01","Q2381608","Adaba","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1074.4733356516,18.77,10.6330096268094,642.581107569465,0,0.28835687,0.07208922,0.07208922,1.5138736,29.948506008495,0,138717,1.942436757873
1571,"2018-01-01","Q7966892","Wama Hagalo","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1063.11449872487,18.77,10.8901570404228,650.265029695479,0,0.061096065,0.14255749,0,0,19.3273873329163,0,49103,0.249100470523111
1572,"2018-01-01","Q3529396","Tiro Afeta","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",1066.54431129029,18.77,10.8307273956303,647.608414468342,0,0.17485708,0.13684466,0.022807444,0.060819853,28.7341799139977,0,131536,1.16621186944525
1573,"2018-01-01","Q5275497","Diga","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1063.39787828014,18.77,10.9178544415326,651.200040845051,0,0.04498493,0.08996986,0.29989955,0.10496484,14.7912766763142,0,66689,1.57358921878738
1574,"2018-01-01","Q2860849","Arero","Q1109855","Borena Zone","Q202107","Oromia Region","Q115","Ethiopia",1091.5076531696,18.77,10.6268809563263,643.708515292911,0,1.2675061,0.31168184,1.1012758,0.020778788,12.3261847840142,0,48126,1.30237374541979
1575,"2018-01-01","Q2382572","Doba","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1023.29105604414,18.77,10.6193921802015,640.425126035965,0,0.23891473,0.6794138,0.022398256,0,8.60874242965992,0,133939,1.65888615183201
1576,"2018-01-01","Q6698715","Lude Hitosa","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1060.13665684885,18.77,10.7009340102276,642.604543026434,0,0.018668385,0.3453651,0,0.14001288,28.1079643249512,0,107133,3.31467602694242
1577,"2018-01-01","Q2391504","Tulo","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1023.39326772483,18.77,10.5977617655253,640.489119849093,0,0,0.48173478,0,0.020354992,9.43803091049194,0,147384,2.75330560648749
1578,"2018-01-01","Q3127995","Haru","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1064.70879137916,18.77,10.9209164629626,650.724099606401,0,0.08920342,0,0.40141538,0.81769794,16.0984758788889,0,67262,1.02375452704822
1579,"2018-01-01","Q2864413","Arsi Negele","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1068.43268871474,18.77,10.7207766780417,643.545545050143,0,0.03075397,0.11917164,0.10379466,0.32291672,32.2091768052843,0,260129,4.36576970055891
1580,"2018-01-01","Q3103838","Gera","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",1069.02556180162,18.77,10.8541834265974,648.218038519576,0,0.08897193,0.09786912,0.14235508,0.34699053,39.2826933107878,0,112395,0.616870696250956
1581,"2018-01-01","Q3552120","Uraga","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",1080.58444587029,18.77,10.6709749019749,643.845939286461,0,0.04539316,0.034044873,0,0.7319647,30.8527865409851,0,176238,0.764938708885878
1582,"2018-01-01","Q2866446","Aseko","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1050.02968635489,18.77,10.6674030991047,641.574150733726,0,0.04755564,0.05944455,0.03566673,0.09511128,22.3867014884949,0,84112,0.835732667465029
1583,"2018-01-01","Q2422429","Boset","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1052.68390763264,18.77,10.7289679558198,642.358081218611,0,0.04222022,0.22517452,0.85847783,1.8295429,22.279487091562,0,142112,3.33484998527955
1584,"2018-01-01","Q3135217","Hidabu Abote","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1050.74998703008,18.77,10.9123160163647,647.50088741557,0,0.12049063,0.048196256,0.18073595,0.18073595,14.1880198992216,0,82994,1.14090545745222
1585,"2018-01-01","Q5276575","Diksis","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1060.15717834103,18.77,10.6851356779048,642.381297370244,0,0.15214175,0.110648535,0,0.608567,28.3470159010454,0,72301,1.2771948644028
1586,"2018-01-01","Q3103930","Gerar Jarso","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1050.12344036555,18.77,10.8857794076106,646.012981491101,0,0,0.20798668,0.029712385,0,17.4193827022206,0,67312,1.35691318327974
1587,"2018-01-01","Q3346443","Nunu Kumba","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1063.93062196451,18.77,10.8899260311526,650.145452695406,0,0.07719027,0.10806639,0.18525666,0.89540714,19.9879473618099,0,64775,0.760502913216805
1588,"2018-01-01","Q3566240","Wara Jarso","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1052.6970603639,18.77,10.9250069393818,649.489360197904,0,0.056566685,0.077779196,0.056566685,0.22626674,13.6134981036186,0,141426,1.11167256189995
1589,"2018-01-01","Q2893465","Becho","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1059.79639627056,18.77,10.8246712974748,646.478109255289,0,0.013510592,0.013510592,0.12159533,0,22.8764452934265,0,74016,2.47784409477301
1590,"2018-01-01","Q3106653","Gimbi","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1063.99876949146,18.77,10.9288172111862,651.149316450743,0,0.053602777,0,0.04020208,0.36181873,13.370039910078,0,74623,0.875304921796528
1591,"2018-01-01","Q3162804","Jarso","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1064.38237032462,18.77,10.9462679146083,650.927428532562,0,0,0,0.041185316,1.2355593,8.28067724704743,0,48561,1.16006561987345
1592,"2018-01-01","Q3349300","Odo Shakiso","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",1083.86392832563,18.77,10.646985529819,643.648144562179,0,0.033919327,0.07268428,0.470025,0.0775299,19.0174015892876,0,206372,2.63887328164213
1593,"2018-01-01","Q2820216","Abay Chomen","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1057.84065892401,18.77,10.9354158793253,652.882612867614,0,0.10348538,0.08278831,0.16557662,1.2625217,18.1033692836761,0,48316,2.52946743525768
1594,"2018-01-01","Q5278718","Dinsho","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1074.03637682279,18.77,10.6149250557025,642.364903390528,0,0.102239035,0.051119518,0,0.20447807,28.9498922274663,0,39124,5.85720964402591
1595,"2018-01-01","Q3106655","Gimbichu","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1051.94509854001,18.77,10.7891000269292,643.350869019709,0,0.55234635,0.02301443,0,1.8411545,19.1214008331299,0,86902,1.41045839897967
1596,"2018-01-01","Q3176822","Jeju","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1055.44426556741,18.77,10.6961611456495,642.182825152551,0,0.18534486,0.10476014,0.09670167,0.41904056,24.8314796447754,0,124093,1.68309216762954
1597,"2018-01-01","Q5528474","Gawo Kebe","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1065.79967328833,18.77,10.9362125698547,650.131493593926,0,0.21408036,0.32112056,1.2080249,2.2019694,10.9331699454266,0,65396,1.0910320240949
1598,"2018-01-01","Q4944247","Bora","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1059.58112902754,18.77,10.7547131009757,643.686485353174,0,0.35745898,0.17021856,0.30639338,2.349016,25.3636609554291,0,58748,2.03551320918146
1599,"2018-01-01","Q741581","Seden Sodo","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1061.18788773617,18.77,10.8055099856,645.828601987598,0,0.115581885,0.072238676,0,0,24.4192933819511,0,69215,0.671728971962617
1600,"2018-01-01","Q3106713","Ginde Beret","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1056.28707319558,18.77,10.9182586828683,651.155653141408,0,0.0669248,0.038242746,0.10516755,0.028682059,17.2347250737642,0,104595,1.35920723255477
1601,"2018-01-01","Q3178986","Jimma Arjo","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1064.29466751203,18.77,10.8947565221616,650.250819257757,0,0.09266874,0.10425234,0.7065992,1.7027881,19.5252335965633,0,86329,1.26669328719109
1602,"2018-01-01","Q974511","Mesela","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1025.7719295169,18.77,10.571306939514,640.60770490605,0,0.15820907,0.54054767,0.039552268,0,8.81749031176934,0,151698,1.20900752488517
1603,"2018-01-01","Q2823862","Ada'a","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1055.19344676664,18.77,10.781241168993,643.734888149297,0,0.25322092,0.015346721,0.0076733604,0.39134136,21.8982995152473,0,130321,1.21414398906745
1604,"2018-01-01","Q3473789","Sasiga","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1062.6605955043,18.77,10.9246960150728,651.652285366643,0,0.049496375,0.024748188,0.29697827,0.33410054,13.502725481987,0,80814,0.807505601194922
1605,"2018-01-01","Q3107593","Girawa","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1006.38304121966,18.77,10.4649966735297,640.595862207749,0,0,0.59540415,0.22483793,0,5.8542959690094,0,240173,1.72237769797134
1606,"2018-01-01","Q3502932","Sude","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1059.73058240309,18.77,10.6587231656192,642.061306659292,0,0.14888605,0.047372837,0.020302644,1.678352,26.9207048667105,0,147764,1.09421477569356
1607,"2018-01-01","Q3178990","Jimma Rare","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1059.80558047588,18.77,10.9044397073526,651.098376809627,0,0.71968335,0.08996042,0.08996042,0.5397625,20.6789904151644,0,55580,1.47388135662229
1608,"2018-01-01","Q2824689","Adola","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",1082.93997928595,18.77,10.6426862543538,643.454357722494,0,0.18176201,0.0272643,0.118145294,1.5358889,24.2200128010341,0,110034,1.40435951603611
