d3mIndex,pmid,py,py2,py3,minpol,rbal,lnkmdist,mido
28728,0,74,5476,405224.0,-7.0,0.963525273097575,8.71719093322313,0
28729,0,75,5625,421875.0,-7.0,0.9104761904761908,8.71719093322313,0
28730,0,76,5776,438976.0,7.0,0.7599853426163431,8.71719093322313,0
28731,0,77,5929,456533.0,7.0,0.816893529740817,8.71719093322313,0
28732,0,78,6084,474552.0,7.0,0.7546270844786508,8.71719093322313,0
28733,0,79,6241,493039.0,7.0,0.760157508501879,8.71719093322313,0
28734,0,80,6400,512000.0,7.0,0.7836944546456109,8.71719093322313,0
28735,0,81,6561,531441.0,-10.0,0.932885906040268,8.71719093322313,0
28736,0,82,6724,551368.0,-2.0,0.2238284739706,8.71719093322313,0
28737,0,83,6889,571787.0,-2.0,,8.71719093322313,0
28738,0,84,7056,592704.0,-2.0,,8.71719093322313,0
28739,0,85,7225,614125.0,-2.0,,8.71719093322313,0
28740,0,86,7396,636056.0,-10.0,,8.71719093322313,0
28741,0,87,7569,658503.0,-10.0,,8.71719093322313,0
28742,0,88,7744,681472.0,4.0,,8.71719093322313,0
28743,0,89,7921,704969.0,,,8.71719093322313,0
28744,1,2,4,8.0,-6.0,0.6060779816513759,5.505331535932361,0
28745,1,3,9,27.0,6.0,0.605608755129959,5.505331535932361,0
28746,1,4,16,64.0,-7.0,0.611304115446285,5.505331535932361,0
28747,1,5,25,125.0,-7.0,0.701246429498831,5.505331535932361,0
28748,1,6,36,216.0,-7.0,0.607369758576874,5.505331535932361,1
28749,1,0,0,0.0,5.0,0.518889166875156,5.505331535932361,0
28750,1,1,1,1.0,5.0,0.538537185003073,5.505331535932361,0
28751,1,2,4,8.0,7.0,0.477837085170573,5.505331535932361,0
28752,1,3,9,27.0,7.0,0.461981942782552,5.505331535932361,0
28753,1,4,16,64.0,7.0,0.440408626560726,5.505331535932361,0
28754,1,5,25,125.0,-10.0,0.541710554034127,5.505331535932361,0
28755,1,6,36,216.0,-2.0,0.393973848777715,5.505331535932361,0
28756,1,7,49,343.0,-2.0,,5.505331535932361,0
28757,1,8,64,512.0,-2.0,,5.505331535932361,0
28758,1,9,81,729.0,-2.0,,5.505331535932361,0
28759,1,10,100,1000.0,-10.0,,5.505331535932361,0
28760,1,11,121,1331.0,-10.0,,5.505331535932361,0
28761,1,12,144,1728.0,4.0,,5.505331535932361,0
28762,1,13,169,2197.0,,,5.505331535932361,0
28763,0,28,784,21952.0,-6.0,0.36447492904446505,6.17378610390194,0
28764,0,29,841,24389.0,7.0,0.337926360966795,6.17378610390194,0
28765,0,30,900,27000.0,-7.0,0.339234972677596,6.17378610390194,0
28766,0,31,961,29791.0,-7.0,0.27198666913534497,6.17378610390194,0
28767,0,32,1024,32768.0,-7.0,0.308995815899582,6.17378610390194,0
28768,0,33,1089,35937.0,7.0,0.359691417550627,6.17378610390194,0
28769,0,34,1156,39304.0,7.0,0.34238758274366604,6.17378610390194,0
28770,0,35,1225,42875.0,7.0,0.477659057795046,6.17378610390194,0
28771,0,36,1296,46656.0,7.0,0.468566046621144,6.17378610390194,0
28772,0,37,1369,50653.0,7.0,0.468603561387067,6.17378610390194,0
28773,0,38,1444,54872.0,-10.0,0.38498930585261504,6.17378610390194,0
28774,0,39,1521,59319.0,-2.0,0.0804840412572078,6.17378610390194,0
28775,0,40,1600,64000.0,-2.0,,6.17378610390194,0
28776,0,41,1681,68921.0,-2.0,,6.17378610390194,0
28777,0,42,1764,74088.0,-2.0,,6.17378610390194,0
28778,0,43,1849,79507.0,-10.0,,6.17378610390194,0
28779,0,44,1936,85184.0,-10.0,,6.17378610390194,0
28780,0,45,2025,91125.0,4.0,,6.17378610390194,0
28781,0,46,2116,97336.0,,,6.17378610390194,0
28782,0,28,784,21952.0,-6.0,0.993614001892148,7.29844510150815,0
28783,0,29,841,24389.0,7.0,0.909645358030269,7.29844510150815,0
28784,0,30,900,27000.0,-7.0,0.9958469945355192,7.29844510150815,0
28785,0,31,961,29791.0,-7.0,0.8877985558229959,7.29844510150815,0
28786,0,32,1024,32768.0,-7.0,0.957112970711297,7.29844510150815,0
28787,0,33,1089,35937.0,7.0,0.866332497911445,7.29844510150815,0
28788,0,34,1156,39304.0,7.0,0.9134695579649708,7.29844510150815,0
28789,0,35,1225,42875.0,7.0,0.9528897523069448,7.29844510150815,0
28790,0,36,1296,46656.0,7.0,0.968212856133741,7.29844510150815,0
28791,0,37,1369,50653.0,7.0,0.930646672914714,7.29844510150815,0
28792,0,38,1444,54872.0,-10.0,0.778339490569707,7.29844510150815,0
28793,0,39,1521,59319.0,-2.0,0.15711037115244106,7.29844510150815,0
28794,0,40,1600,64000.0,-2.0,,7.29844510150815,0
28795,0,41,1681,68921.0,-2.0,,7.29844510150815,0
28796,0,42,1764,74088.0,-2.0,,7.29844510150815,0
28797,0,43,1849,79507.0,-10.0,,7.29844510150815,0
28798,0,44,1936,85184.0,-10.0,,7.29844510150815,0
28799,0,45,2025,91125.0,4.0,,7.29844510150815,0
28800,0,46,2116,97336.0,,,7.29844510150815,0
28801,0,24,576,13824.0,-6.0,0.0458845789971618,7.31121838441963,0
28802,0,25,625,15625.0,7.0,0.0399819290716061,7.31121838441963,0
28803,0,26,676,17576.0,-7.0,0.0347540983606557,7.31121838441963,0
28804,0,27,729,19683.0,-7.0,0.0316608035548972,7.31121838441963,0
28805,0,28,784,21952.0,-7.0,0.0322175732217573,7.31121838441963,0
28806,0,29,841,24389.0,7.0,0.0383317261330762,7.31121838441963,0
28807,0,30,900,27000.0,7.0,0.0353800502168455,7.31121838441963,0
28808,0,31,961,29791.0,7.0,0.0403108305002428,7.31121838441963,0
28809,0,32,1024,32768.0,7.0,0.040734636213798,7.31121838441963,0
28810,0,33,1089,35937.0,7.0,0.0398313027179007,7.31121838441963,0
28811,0,34,1156,39304.0,-10.0,0.0482208827532569,7.31121838441963,0
28812,0,35,1225,42875.0,-2.0,0.0101924794932185,7.31121838441963,0
28813,0,36,1296,46656.0,-2.0,,7.31121838441963,0
28814,0,37,1369,50653.0,-2.0,,7.31121838441963,0
28815,0,38,1444,54872.0,-2.0,,7.31121838441963,0
28816,0,39,1521,59319.0,-10.0,,7.31121838441963,0
28817,0,40,1600,64000.0,-10.0,,7.31121838441963,0
28818,0,41,1681,68921.0,4.0,,7.31121838441963,0
28819,0,42,1764,74088.0,,,7.31121838441963,0
28820,0,12,144,1728.0,,0.0063859981078524105,7.17548971362422,0
28821,0,13,169,2197.0,,0.006008583690987121,7.17548971362422,0
