d3mIndex,administrative_area_level_1,administrative_area_level_2,parseDate,uniloc.x,precipitation,year,TOTAL_A_KM,WATER_A_KM,LAND_A_KM,ISOALPHA,COUNTRYNM,un_wpp_pop_est_li,un_wpp_pop_dens_li,uniloc.y,Maize(white)-Retail_li,Wheat-Wholesale_li
4754,Oromia,West Wellega,2017-10,Ethiopia-OROMIA REGION-GUJI ZONE,182.49929712,2017.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2076917.1,110.5862955,,,
4755,Oromia,West Wellega,2017-10,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,143.845729005882,2017.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,2018060.2,156.095704,,,
4756,Oromia,West Wellega,2017-11,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,38.489341922,2017.0,9479.624,0.0,9479.624,ETH,Ethiopia,1194698.3,126.028026666667,,,
4757,Oromia,West Wellega,2017-11,Ethiopia-OROMIA REGION-GUJI ZONE,110.80403632,2017.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2081561.13333333,110.833569,,,
4758,Oromia,West Wellega,2017-11,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,14.3873500928824,2017.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,2022572.6,156.444735333333,,,
4759,Oromia,West Wellega,2017-12,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,17.469038935,2017.0,9479.624,0.0,9479.624,ETH,Ethiopia,1197363.75,126.309203333333,,,
4760,Oromia,West Wellega,2017-12,Ethiopia-OROMIA REGION-GUJI ZONE,19.565424045,2017.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2086205.16666667,111.0808425,,,
4761,Oromia,West Wellega,2017-12,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,12.580419579705902,2017.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,2027085.0,156.793766666667,,,
4762,Oromia,,2011-01,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,19.428272222222198,2011.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,704758.0,88.73344399999999,Ethiopia-Oromia-Beddenno,5.311111,
4763,Oromia,,2011-01,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2011.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,78987.8,927.9912400000001,Ethiopia-Oromia-Beddenno,5.311111,
4764,Oromia,,2011-01,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,27.9585729268182,2011.0,15632.82,0.0,15632.82,ETH,Ethiopia,1572129.4,100.565966,Ethiopia-Oromia-Beddenno,5.311111,
4765,Oromia,,2011-02,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,4.5114845169999995,2011.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,706513.25,88.954441,Ethiopia-Oromia-Beddenno,5.38765422222222,
4766,Oromia,,2011-02,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,9.301398943999999,2011.0,15632.82,0.0,15632.82,ETH,Ethiopia,1576044.93333333,100.81643483333299,Ethiopia-Oromia-Beddenno,5.38765422222222,
4767,Oromia,,2011-02,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2011.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,79184.5333333333,930.3025683333329,Ethiopia-Oromia-Beddenno,5.38765422222222,
4768,Oromia,,2011-03,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2011.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,79381.2666666667,932.6138966666671,Ethiopia-Oromia-Beddenno,5.464197444444441,
4769,Oromia,,2011-03,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,44.74631264,2011.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,708268.5,89.175438,Ethiopia-Oromia-Beddenno,5.464197444444441,
4770,Oromia,,2011-03,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,32.4456438809091,2011.0,15632.82,0.0,15632.82,ETH,Ethiopia,1579960.46666667,101.066903666667,Ethiopia-Oromia-Beddenno,5.464197444444441,
4771,Oromia,,2011-04,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2011.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,79578.0,934.925225,Ethiopia-Oromia-Beddenno,5.54074066666667,
4772,Oromia,,2011-04,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,94.0931584886364,2011.0,15632.82,0.0,15632.82,ETH,Ethiopia,1583876.0,101.3173725,Ethiopia-Oromia-Beddenno,5.54074066666667,
4773,Oromia,,2011-04,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,59.4159893111111,2011.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,710023.75,89.396435,Ethiopia-Oromia-Beddenno,5.54074066666667,
4774,Oromia,,2011-05,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,204.66592083333302,2011.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,711779.0,89.617432,Ethiopia-Oromia-Beddenno,5.617283888888889,
4775,Oromia,,2011-05,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2011.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,79774.7333333333,937.236553333333,Ethiopia-Oromia-Beddenno,5.617283888888889,
4776,Oromia,,2011-05,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,218.169237536364,2011.0,15632.82,0.0,15632.82,ETH,Ethiopia,1587791.53333333,101.56784133333299,Ethiopia-Oromia-Beddenno,5.617283888888889,
4777,Oromia,,2011-06,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,268.340579859091,2011.0,15632.82,0.0,15632.82,ETH,Ethiopia,1591707.06666667,101.818310166667,Ethiopia-Oromia-Beddenno,5.69382711111111,
4778,Oromia,,2011-06,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,274.673240111111,2011.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,713534.25,89.838429,Ethiopia-Oromia-Beddenno,5.69382711111111,
4779,Oromia,,2011-06,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2011.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,79971.4666666667,939.547881666667,Ethiopia-Oromia-Beddenno,5.69382711111111,
4780,Oromia,,2011-07,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2011.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,80168.2,941.85921,Ethiopia-Oromia-Beddenno,5.7703703333333305,
4781,Oromia,,2011-07,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,300.9369836,2011.0,15632.82,0.0,15632.82,ETH,Ethiopia,1595622.6,102.068779,Ethiopia-Oromia-Beddenno,5.7703703333333305,
4782,Oromia,,2011-07,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,295.390695455556,2011.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,715289.5,90.059426,Ethiopia-Oromia-Beddenno,5.7703703333333305,
4783,Oromia,,2011-08,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2011.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,80364.9333333333,944.170538333333,Ethiopia-Oromia-Beddenno,5.84691355555556,
4784,Oromia,,2011-08,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,286.350985488889,2011.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,717044.75,90.280423,Ethiopia-Oromia-Beddenno,5.84691355555556,
4785,Oromia,,2011-08,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,290.700166936364,2011.0,15632.82,0.0,15632.82,ETH,Ethiopia,1599538.13333333,102.319247833333,Ethiopia-Oromia-Beddenno,5.84691355555556,
4786,Oromia,,2011-09,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2011.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,80561.6666666667,946.481866666667,Ethiopia-Oromia-Beddenno,5.923456777777781,
4787,Oromia,,2011-09,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,258.37331524444403,2011.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,718800.0,90.50142,Ethiopia-Oromia-Beddenno,5.923456777777781,
4788,Oromia,,2011-09,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,367.72817852727303,2011.0,15632.82,0.0,15632.82,ETH,Ethiopia,1603453.66666667,102.569716666667,Ethiopia-Oromia-Beddenno,5.923456777777781,
4789,Oromia,,2011-10,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,75.88942550909091,2011.0,15632.82,0.0,15632.82,ETH,Ethiopia,1607369.2,102.8201855,Ethiopia-Oromia-Beddenno,6.0,
4790,Oromia,,2011-10,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,27.3583683533333,2011.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,720555.25,90.72241700000001,Ethiopia-Oromia-Beddenno,6.0,
4791,Oromia,,2011-10,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2011.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,80758.4,948.793195,Ethiopia-Oromia-Beddenno,6.0,
4792,Oromia,,2011-11,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2011.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,80955.1333333333,951.104523333333,Ethiopia-Oromia-Beddenno,6.5,
4793,Oromia,,2011-11,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,64.1585937544444,2011.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,722310.5,90.943414,Ethiopia-Oromia-Beddenno,6.5,
4794,Oromia,,2011-11,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,67.4753236577273,2011.0,15632.82,0.0,15632.82,ETH,Ethiopia,1611284.73333333,103.070654333333,Ethiopia-Oromia-Beddenno,6.5,
4795,Oromia,,2011-12,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,6.75464090777778,2011.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,724065.75,91.164411,Ethiopia-Oromia-Beddenno,6.427778,
4796,Oromia,,2011-12,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2011.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,81151.8666666667,953.415851666667,Ethiopia-Oromia-Beddenno,6.427778,
4797,Oromia,,2011-12,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,46.551454461000006,2011.0,15632.82,0.0,15632.82,ETH,Ethiopia,1615200.26666667,103.32112316666701,Ethiopia-Oromia-Beddenno,6.427778,
4798,Oromia,,2012-01,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2012.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,81348.6,955.7271800000001,Ethiopia-Oromia-Beddenno,6.355556,
4799,Oromia,,2012-01,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,33.34782611,2012.0,15632.82,0.0,15632.82,ETH,Ethiopia,1619115.8,103.57159200000001,Ethiopia-Oromia-Beddenno,6.355556,
4800,Oromia,,2012-01,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,14.312770487,2012.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,725821.0,91.385408,Ethiopia-Oromia-Beddenno,6.355556,
4801,Oromia,,2012-02,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2012.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,81545.3333333333,958.038508333333,Ethiopia-Oromia-Beddenno,6.427160888888889,
4802,Oromia,,2012-02,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,4.6792872183333305,2012.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,727576.25,91.60640500000001,Ethiopia-Oromia-Beddenno,6.427160888888889,
4803,Oromia,,2012-02,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,5.36277334645455,2012.0,15632.82,0.0,15632.82,ETH,Ethiopia,1623031.33333333,103.822060833333,Ethiopia-Oromia-Beddenno,6.427160888888889,
4804,Oromia,,2012-03,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,151.397376245,2012.0,15632.82,0.0,15632.82,ETH,Ethiopia,1626946.86666667,104.07252966666701,Ethiopia-Oromia-Beddenno,6.4987657777777805,
4805,Oromia,,2012-03,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2012.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,81742.0666666667,960.349836666667,Ethiopia-Oromia-Beddenno,6.4987657777777805,
4806,Oromia,,2012-03,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,88.96987768555559,2012.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,729331.5,91.827402,Ethiopia-Oromia-Beddenno,6.4987657777777805,
4807,Oromia,,2012-04,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,45.581550333333304,2012.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,731086.75,92.048399,Ethiopia-Oromia-Beddenno,6.57037066666667,
4808,Oromia,,2012-04,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2012.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,81938.8,962.661165,Ethiopia-Oromia-Beddenno,6.57037066666667,
4809,Oromia,,2012-04,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,55.9268344372727,2012.0,15632.82,0.0,15632.82,ETH,Ethiopia,1630862.4,104.3229985,Ethiopia-Oromia-Beddenno,6.57037066666667,
4810,Oromia,,2012-05,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2012.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,82135.5333333333,964.972493333333,Ethiopia-Oromia-Beddenno,6.641975555555559,
4811,Oromia,,2012-05,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,236.80023145454498,2012.0,15632.82,0.0,15632.82,ETH,Ethiopia,1634777.93333333,104.573467333333,Ethiopia-Oromia-Beddenno,6.641975555555559,
4812,Oromia,,2012-05,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,84.0061930477778,2012.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,732842.0,92.269396,Ethiopia-Oromia-Beddenno,6.641975555555559,
4813,Oromia,,2012-06,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2012.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,82332.2666666667,967.283821666667,Ethiopia-Oromia-Beddenno,6.713580444444441,
4814,Oromia,,2012-06,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,191.997935177778,2012.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,734597.25,92.49039300000001,Ethiopia-Oromia-Beddenno,6.713580444444441,
4815,Oromia,,2012-06,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,210.31396123636398,2012.0,15632.82,0.0,15632.82,ETH,Ethiopia,1638693.46666667,104.82393616666701,Ethiopia-Oromia-Beddenno,6.713580444444441,
4816,Oromia,,2012-07,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,199.73154145,2012.0,15632.82,0.0,15632.82,ETH,Ethiopia,1642609.0,105.074405,Ethiopia-Oromia-Beddenno,6.78518533333333,
4817,Oromia,,2012-07,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2012.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,82529.0,969.59515,Ethiopia-Oromia-Beddenno,6.78518533333333,
4818,Oromia,,2012-07,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,304.554787944444,2012.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,736352.5,92.71139000000001,Ethiopia-Oromia-Beddenno,6.78518533333333,
4819,Oromia,,2012-08,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2012.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,82725.7333333333,971.906478333333,Ethiopia-Oromia-Beddenno,6.8567902222222195,
4820,Oromia,,2012-08,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,293.200980855556,2012.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,738107.75,92.932387,Ethiopia-Oromia-Beddenno,6.8567902222222195,
4821,Oromia,,2012-08,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,288.291793527273,2012.0,15632.82,0.0,15632.82,ETH,Ethiopia,1646524.53333333,105.324873833333,Ethiopia-Oromia-Beddenno,6.8567902222222195,
4822,Oromia,,2012-09,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,309.379006872727,2012.0,15632.82,0.0,15632.82,ETH,Ethiopia,1650440.06666667,105.575342666667,Ethiopia-Oromia-Beddenno,6.928395111111111,
4823,Oromia,,2012-09,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2012.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,82922.4666666667,974.217806666667,Ethiopia-Oromia-Beddenno,6.928395111111111,
4824,Oromia,,2012-09,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,238.72382367777803,2012.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,739863.0,93.153384,Ethiopia-Oromia-Beddenno,6.928395111111111,
4825,Oromia,,2012-10,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2012.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,83119.2,976.529135,Ethiopia-Oromia-Beddenno,7.0,
4826,Oromia,,2012-10,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,77.3326895722727,2012.0,15632.82,0.0,15632.82,ETH,Ethiopia,1654355.6,105.8258115,Ethiopia-Oromia-Beddenno,7.0,
4827,Oromia,,2012-10,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,29.4364287144444,2012.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,741618.25,93.374381,Ethiopia-Oromia-Beddenno,7.0,
4828,Oromia,,2012-11,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2012.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,83315.9333333333,978.840463333333,Ethiopia-Oromia-Beddenno,7.0,
4829,Oromia,,2012-11,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,34.1286766588889,2012.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,743373.5,93.595378,Ethiopia-Oromia-Beddenno,7.0,
4830,Oromia,,2012-11,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,65.9409935581818,2012.0,15632.82,0.0,15632.82,ETH,Ethiopia,1658271.13333333,106.076280333333,Ethiopia-Oromia-Beddenno,7.0,
4831,Oromia,,2012-12,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,16.9252535366667,2012.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,745128.75,93.816375,Ethiopia-Oromia-Beddenno,6.2,
4832,Oromia,,2012-12,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2012.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,83512.6666666667,981.151791666667,Ethiopia-Oromia-Beddenno,6.2,
4833,Oromia,,2012-12,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,36.43789154681821,2012.0,15632.82,0.0,15632.82,ETH,Ethiopia,1662186.66666667,106.326749166667,Ethiopia-Oromia-Beddenno,6.2,
4834,Oromia,,2013-01,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,12.9106475322222,2013.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,746884.0,94.03737199999999,Ethiopia-Oromia-Beddenno,6.88875,
4835,Oromia,,2013-01,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2013.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,83709.4,983.4631199999999,Ethiopia-Oromia-Beddenno,6.88875,
4836,Oromia,,2013-01,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,18.820754727772698,2013.0,15632.82,0.0,15632.82,ETH,Ethiopia,1666102.2,106.57721799999999,Ethiopia-Oromia-Beddenno,6.88875,
4837,Oromia,,2013-02,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,3.2455840854444395,2013.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,748639.25,94.25836899999999,Ethiopia-Oromia-Beddenno,7.07888888888889,
4838,Oromia,,2013-02,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2013.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,83906.1333333333,985.774448333333,Ethiopia-Oromia-Beddenno,7.07888888888889,
4839,Oromia,,2013-02,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,18.786216573363603,2013.0,15632.82,0.0,15632.82,ETH,Ethiopia,1670017.73333333,106.82768683333299,Ethiopia-Oromia-Beddenno,7.07888888888889,
4840,Oromia,,2013-03,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,51.9691707359091,2013.0,15632.82,0.0,15632.82,ETH,Ethiopia,1673933.26666667,107.078155666667,Ethiopia-Oromia-Beddenno,7.26902777777778,
4841,Oromia,,2013-03,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2013.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,84102.8666666667,988.085776666667,Ethiopia-Oromia-Beddenno,7.26902777777778,
4842,Oromia,,2013-03,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,24.285329064444397,2013.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,750394.5,94.479366,Ethiopia-Oromia-Beddenno,7.26902777777778,
4843,Oromia,,2013-04,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2013.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,84299.6,990.3971050000001,Ethiopia-Oromia-Beddenno,7.45916666666667,
4844,Oromia,,2013-04,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,51.8700519854545,2013.0,15632.82,0.0,15632.82,ETH,Ethiopia,1677848.8,107.32862450000002,Ethiopia-Oromia-Beddenno,7.45916666666667,
4845,Oromia,,2013-04,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,28.1307038722222,2013.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,752149.75,94.700363,Ethiopia-Oromia-Beddenno,7.45916666666667,
4846,Oromia,,2013-05,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,278.4726913,2013.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,753905.0,94.92135999999999,Ethiopia-Oromia-Beddenno,7.64930555555556,
4847,Oromia,,2013-05,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2013.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,84496.3333333333,992.708433333333,Ethiopia-Oromia-Beddenno,7.64930555555556,
4848,Oromia,,2013-05,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,424.597201486364,2013.0,15632.82,0.0,15632.82,ETH,Ethiopia,1681764.33333333,107.57909333333299,Ethiopia-Oromia-Beddenno,7.64930555555556,
4849,Oromia,,2013-06,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2013.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,84693.0666666667,995.019761666667,Ethiopia-Oromia-Beddenno,7.839444444444441,
4850,Oromia,,2013-06,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,282.560838411111,2013.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,755660.25,95.14235699999999,Ethiopia-Oromia-Beddenno,7.839444444444441,
4851,Oromia,,2013-06,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,260.642275204545,2013.0,15632.82,0.0,15632.82,ETH,Ethiopia,1685679.86666667,107.829562166667,Ethiopia-Oromia-Beddenno,7.839444444444441,
4852,Oromia,,2013-07,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,218.87022563636398,2013.0,15632.82,0.0,15632.82,ETH,Ethiopia,1689595.4,108.080031,Ethiopia-Oromia-Beddenno,8.02958333333333,
4853,Oromia,,2013-07,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2013.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,84889.8,997.33109,Ethiopia-Oromia-Beddenno,8.02958333333333,
4854,Oromia,,2013-07,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,335.248378411111,2013.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,757415.5,95.363354,Ethiopia-Oromia-Beddenno,8.02958333333333,
4855,Oromia,,2013-08,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,291.498191811111,2013.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,759170.75,95.584351,Ethiopia-Oromia-Beddenno,8.21972222222222,
4856,Oromia,,2013-08,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2013.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,85086.5333333333,999.642418333333,Ethiopia-Oromia-Beddenno,8.21972222222222,
4857,Oromia,,2013-08,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,269.393354177273,2013.0,15632.82,0.0,15632.82,ETH,Ethiopia,1693510.93333333,108.330499833333,Ethiopia-Oromia-Beddenno,8.21972222222222,
4858,Oromia,,2013-09,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2013.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,85283.2666666667,1001.9537466666699,Ethiopia-Oromia-Beddenno,8.40986111111111,
4859,Oromia,,2013-09,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,190.343248211111,2013.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,760926.0,95.805348,Ethiopia-Oromia-Beddenno,8.40986111111111,
4860,Oromia,,2013-09,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,220.802469027273,2013.0,15632.82,0.0,15632.82,ETH,Ethiopia,1697426.46666667,108.580968666667,Ethiopia-Oromia-Beddenno,8.40986111111111,
4861,Oromia,,2013-10,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,206.772793768182,2013.0,15632.82,0.0,15632.82,ETH,Ethiopia,1701342.0,108.8314375,Ethiopia-Oromia-Beddenno,8.6,
4862,Oromia,,2013-10,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,133.6780127,2013.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,762681.25,96.02634499999999,Ethiopia-Oromia-Beddenno,8.6,
4863,Oromia,,2013-10,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2013.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,85480.0,1004.265075,Ethiopia-Oromia-Beddenno,8.6,
4864,Oromia,,2013-11,Ethiopia-OROMIA REGION-ILU ABA BORA ZONE,86.2273425881818,2013.0,15632.82,0.0,15632.82,ETH,Ethiopia,1705257.53333333,109.081906333333,Ethiopia-Oromia-Beddenno,8.5,
4865,Oromia,,2013-11,Ethiopia-OROMIA REGION-HORO GUDRU WELEGA ZONE,50.7288949777778,2013.0,8137.46,195.0422,7942.4169999999995,ETH,Ethiopia,764436.5,96.247342,Ethiopia-Oromia-Beddenno,8.5,
4866,Oromia,,2013-11,Ethiopia-OROMIA REGION-BURAYU SPECIAL ZONE,,2013.0,86.44171999999999,1.324754,85.11697,ETH,Ethiopia,85676.7333333333,1006.5764033333301,Ethiopia-Oromia-Beddenno,8.5,
