d3mIndex,administrative_area_level_1,administrative_area_level_2,parseDate,uniloc.x,precipitation,year,TOTAL_A_KM,WATER_A_KM,LAND_A_KM,ISOALPHA,COUNTRYNM,un_wpp_pop_est_li,un_wpp_pop_dens_li,uniloc.y,Maize(white)-Retail_li,Wheat-Wholesale_li
4620,Oromia,West Wellega,2014-01,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,3.72132205252941,2014.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1819253.4,140.718122,,,
4621,Oromia,West Wellega,2014-02,Ethiopia-OROMIA REGION-GUJI ZONE,28.769905131999998,2014.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1876590.96666667,99.9198485,,,
4622,Oromia,West Wellega,2014-02,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,15.61997893,2014.0,9479.624,0.0,9479.624,ETH,Ethiopia,1077055.71666667,113.617982333333,,,
4623,Oromia,West Wellega,2014-02,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,7.12954399594118,2014.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1823411.53333333,141.039751,,,
4624,Oromia,West Wellega,2014-03,Ethiopia-OROMIA REGION-GUJI ZONE,59.438915052,2014.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1880870.33333333,100.147705,,,
4625,Oromia,West Wellega,2014-03,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,56.336709058000004,2014.0,9479.624,0.0,9479.624,ETH,Ethiopia,1079511.83333333,113.87707666666701,,,
4626,Oromia,West Wellega,2014-03,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,70.7608590605882,2014.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1827569.66666667,141.36138,,,
4627,Oromia,West Wellega,2014-04,Ethiopia-OROMIA REGION-GUJI ZONE,118.13904679999999,2014.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1885149.7,100.3755615,,,
4628,Oromia,West Wellega,2014-04,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,125.05077249,2014.0,9479.624,0.0,9479.624,ETH,Ethiopia,1081967.95,114.13617099999999,,,
4629,Oromia,West Wellega,2014-04,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,135.906784368824,2014.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1831727.8,141.683009,,,
4630,Oromia,West Wellega,2014-05,Ethiopia-OROMIA REGION-GUJI ZONE,188.53434073,2014.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1889429.06666667,100.603418,,,
4631,Oromia,West Wellega,2014-05,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,226.37843413,2014.0,9479.624,0.0,9479.624,ETH,Ethiopia,1084424.06666667,114.395265333333,,,
4632,Oromia,West Wellega,2014-05,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,241.497736064706,2014.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1835885.93333333,142.004638,,,
4633,Oromia,West Wellega,2014-06,Ethiopia-OROMIA REGION-GUJI ZONE,81.630337564,2014.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1893708.43333333,100.8312745,,,
4634,Oromia,West Wellega,2014-06,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,198.60207881,2014.0,9479.624,0.0,9479.624,ETH,Ethiopia,1086880.18333333,114.654359666667,,,
4635,Oromia,West Wellega,2014-06,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,270.284992382353,2014.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1840044.06666667,142.326267,,,
4636,Oromia,West Wellega,2014-07,Ethiopia-OROMIA REGION-GUJI ZONE,51.974279468,2014.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1897987.8,101.05913100000001,,,
4637,Oromia,West Wellega,2014-07,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,203.36356005,2014.0,9479.624,0.0,9479.624,ETH,Ethiopia,1089336.3,114.913454,,,
4638,Oromia,West Wellega,2014-07,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,260.346812811765,2014.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1844202.2,142.647896,,,
4639,Oromia,West Wellega,2014-08,Ethiopia-OROMIA REGION-GUJI ZONE,122.923230055,2014.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1902267.16666667,101.2869875,,,
4640,Oromia,West Wellega,2014-08,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,296.80388787,2014.0,9479.624,0.0,9479.624,ETH,Ethiopia,1091792.41666667,115.172548333333,,,
4641,Oromia,West Wellega,2014-08,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,313.556029705882,2014.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1848360.33333333,142.969525,,,
4642,Oromia,West Wellega,2014-09,Ethiopia-OROMIA REGION-GUJI ZONE,91.64983605799999,2014.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1906546.53333333,101.514844,,,
4643,Oromia,West Wellega,2014-09,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,249.57308769999997,2014.0,9479.624,0.0,9479.624,ETH,Ethiopia,1094248.53333333,115.431642666667,,,
4644,Oromia,West Wellega,2014-09,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,314.81222358823504,2014.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1852518.46666667,143.291154,,,
4645,Oromia,West Wellega,2014-10,Ethiopia-OROMIA REGION-GUJI ZONE,206.91261614,2014.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1910825.9,101.7427005,,,
4646,Oromia,West Wellega,2014-10,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,124.46396951,2014.0,9479.624,0.0,9479.624,ETH,Ethiopia,1096704.65,115.69073700000001,,,
4647,Oromia,West Wellega,2014-10,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,152.464573194118,2014.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1856676.6,143.612783,,,
4648,Oromia,West Wellega,2014-11,Ethiopia-OROMIA REGION-GUJI ZONE,57.108493922,2014.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1915105.26666667,101.970557,,,
4649,Oromia,West Wellega,2014-11,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,55.415854605,2014.0,9479.624,0.0,9479.624,ETH,Ethiopia,1099160.76666667,115.949831333333,,,
4650,Oromia,West Wellega,2014-11,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,30.373536451176502,2014.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1860834.73333333,143.934412,,,
4651,Oromia,West Wellega,2014-12,Ethiopia-OROMIA REGION-GUJI ZONE,13.444001185,2014.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1919384.63333333,102.1984135,,,
4652,Oromia,West Wellega,2014-12,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,20.170395195,2014.0,9479.624,0.0,9479.624,ETH,Ethiopia,1101616.88333333,116.208925666667,,,
4653,Oromia,West Wellega,2014-12,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,12.8620994783529,2014.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1864992.86666667,144.25604099999998,,,
4654,Oromia,West Wellega,2015-01,Ethiopia-OROMIA REGION-GUJI ZONE,8.88962228,2015.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1923664.0,102.42627,,,
4655,Oromia,West Wellega,2015-01,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,4.1449899483,2015.0,9479.624,0.0,9479.624,ETH,Ethiopia,1104073.0,116.46802,,,
4656,Oromia,West Wellega,2015-01,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,2.77231443323529,2015.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1869151.0,144.57766999999998,,,
4657,Oromia,West Wellega,2015-02,Ethiopia-OROMIA REGION-GUJI ZONE,26.342149633400002,2015.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1928308.03333333,102.67354350000001,,,
4658,Oromia,West Wellega,2015-02,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,8.438011124400001,2015.0,9479.624,0.0,9479.624,ETH,Ethiopia,1106738.45,116.749196666667,,,
4659,Oromia,West Wellega,2015-02,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,6.90691498888235,2015.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1873663.4,144.926701333333,,,
4660,Oromia,West Wellega,2015-03,Ethiopia-OROMIA REGION-GUJI ZONE,73.508859056,2015.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1932952.06666667,102.920817,,,
4661,Oromia,West Wellega,2015-03,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,74.65986513600001,2015.0,9479.624,0.0,9479.624,ETH,Ethiopia,1109403.9,117.030373333333,,,
4662,Oromia,West Wellega,2015-03,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,50.3303606823529,2015.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1878175.8,145.275732666667,,,
4663,Oromia,West Wellega,2015-04,Ethiopia-OROMIA REGION-GUJI ZONE,208.47995217,2015.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1937596.1,103.1680905,,,
4664,Oromia,West Wellega,2015-04,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,49.12996317899999,2015.0,9479.624,0.0,9479.624,ETH,Ethiopia,1112069.35,117.31155,,,
4665,Oromia,West Wellega,2015-04,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,25.3973608270588,2015.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1882688.2,145.624764,,,
4666,Oromia,West Wellega,2015-05,Ethiopia-OROMIA REGION-GUJI ZONE,161.558646538,2015.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1942240.13333333,103.415364,,,
4667,Oromia,West Wellega,2015-05,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,212.499581,2015.0,9479.624,0.0,9479.624,ETH,Ethiopia,1114734.8,117.592726666667,,,
4668,Oromia,West Wellega,2015-05,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,226.093908164706,2015.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1887200.6,145.973795333333,,,
4669,Oromia,West Wellega,2015-06,Ethiopia-OROMIA REGION-GUJI ZONE,121.327048858,2015.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1946884.16666667,103.6626375,,,
4670,Oromia,West Wellega,2015-06,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,210.23225239,2015.0,9479.624,0.0,9479.624,ETH,Ethiopia,1117400.25,117.87390333333299,,,
4671,Oromia,West Wellega,2015-06,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,251.448975535294,2015.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1891713.0,146.322826666667,,,
4672,Oromia,West Wellega,2015-07,Ethiopia-OROMIA REGION-GUJI ZONE,71.858965627,2015.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1951528.2,103.909911,,,
4673,Oromia,West Wellega,2015-07,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,239.52857484,2015.0,9479.624,0.0,9479.624,ETH,Ethiopia,1120065.7,118.15508,,,
4674,Oromia,West Wellega,2015-07,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,343.220609729412,2015.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1896225.4,146.67185800000001,,,
4675,Oromia,West Wellega,2015-08,Ethiopia-OROMIA REGION-GUJI ZONE,59.174892623999995,2015.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1956172.23333333,104.1571845,,,
4676,Oromia,West Wellega,2015-08,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,232.77107651,2015.0,9479.624,0.0,9479.624,ETH,Ethiopia,1122731.15,118.436256666667,,,
4677,Oromia,West Wellega,2015-08,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,251.893184241176,2015.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1900737.8,147.020889333333,,,
4678,Oromia,West Wellega,2015-09,Ethiopia-OROMIA REGION-GUJI ZONE,87.387426423,2015.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1960816.26666667,104.40445799999999,,,
4679,Oromia,West Wellega,2015-09,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,218.46461444,2015.0,9479.624,0.0,9479.624,ETH,Ethiopia,1125396.6,118.71743333333299,,,
4680,Oromia,West Wellega,2015-09,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,276.924266758824,2015.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1905250.2,147.369920666667,,,
4681,Oromia,West Wellega,2015-10,Ethiopia-OROMIA REGION-GUJI ZONE,157.59967381,2015.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1965460.3,104.6517315,,,
4682,Oromia,West Wellega,2015-10,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,118.26319943,2015.0,9479.624,0.0,9479.624,ETH,Ethiopia,1128062.05,118.99861000000001,,,
4683,Oromia,West Wellega,2015-10,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,134.43910352352898,2015.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1909762.6,147.718952,,,
4684,Oromia,West Wellega,2015-11,Ethiopia-OROMIA REGION-GUJI ZONE,80.801483387,2015.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1970104.33333333,104.899005,,,
4685,Oromia,West Wellega,2015-11,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,37.169584779000004,2015.0,9479.624,0.0,9479.624,ETH,Ethiopia,1130727.5,119.27978666666701,,,
4686,Oromia,West Wellega,2015-11,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,24.5028607110588,2015.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1914275.0,148.067983333333,,,
4687,Oromia,West Wellega,2015-12,Ethiopia-OROMIA REGION-GUJI ZONE,21.8933427217,2015.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1974748.36666667,105.1462785,,,
4688,Oromia,West Wellega,2015-12,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,34.798365273,2015.0,9479.624,0.0,9479.624,ETH,Ethiopia,1133392.95,119.56096333333299,,,
4689,Oromia,West Wellega,2015-12,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,31.541752680588196,2015.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1918787.4,148.417014666667,,,
4690,Oromia,West Wellega,2016-01,Ethiopia-OROMIA REGION-GUJI ZONE,20.5117961529,2016.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1979392.4,105.393552,,,
4691,Oromia,West Wellega,2016-01,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,10.7928848269,2016.0,9479.624,0.0,9479.624,ETH,Ethiopia,1136058.4,119.84213999999999,,,
4692,Oromia,West Wellega,2016-01,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,8.032775172941179,2016.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1923299.8,148.766046,,,
4693,Oromia,West Wellega,2016-02,Ethiopia-OROMIA REGION-GUJI ZONE,34.235283892,2016.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1984036.43333333,105.64082549999999,,,
4694,Oromia,West Wellega,2016-02,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,6.3029075163999995,2016.0,9479.624,0.0,9479.624,ETH,Ethiopia,1138723.85,120.12331666666701,,,
4695,Oromia,West Wellega,2016-02,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,4.919515999176469,2016.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1927812.2,149.115077333333,,,
4696,Oromia,West Wellega,2016-03,Ethiopia-OROMIA REGION-GUJI ZONE,40.458389536,2016.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1988680.46666667,105.888099,,,
4697,Oromia,West Wellega,2016-03,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,56.891413584,2016.0,9479.624,0.0,9479.624,ETH,Ethiopia,1141389.3,120.404493333333,,,
4698,Oromia,West Wellega,2016-03,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,51.58868986823529,2016.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1932324.6,149.46410866666702,,,
4699,Oromia,West Wellega,2016-04,Ethiopia-OROMIA REGION-GUJI ZONE,268.10158122,2016.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1993324.5,106.1353725,,,
4700,Oromia,West Wellega,2016-04,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,72.051589259,2016.0,9479.624,0.0,9479.624,ETH,Ethiopia,1144054.75,120.68567,,,
4701,Oromia,West Wellega,2016-04,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,62.20392917529411,2016.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1936837.0,149.81314,,,
4702,Oromia,West Wellega,2016-05,Ethiopia-OROMIA REGION-GUJI ZONE,162.70716419200002,2016.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,1997968.53333333,106.382646,,,
4703,Oromia,West Wellega,2016-05,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,285.34447729,2016.0,9479.624,0.0,9479.624,ETH,Ethiopia,1146720.2,120.96684666666701,,,
4704,Oromia,West Wellega,2016-05,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,306.26395734117597,2016.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1941349.4,150.162171333333,,,
4705,Oromia,West Wellega,2016-06,Ethiopia-OROMIA REGION-GUJI ZONE,82.442711403,2016.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2002612.56666667,106.6299195,,,
4706,Oromia,West Wellega,2016-06,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,263.62924745,2016.0,9479.624,0.0,9479.624,ETH,Ethiopia,1149385.65,121.248023333333,,,
4707,Oromia,West Wellega,2016-06,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,289.79964282352904,2016.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1945861.8,150.511202666667,,,
4708,Oromia,West Wellega,2016-07,Ethiopia-OROMIA REGION-GUJI ZONE,59.7186796005,2016.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2007256.6,106.87719299999999,,,
4709,Oromia,West Wellega,2016-07,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,223.20969196,2016.0,9479.624,0.0,9479.624,ETH,Ethiopia,1152051.1,121.5292,,,
4710,Oromia,West Wellega,2016-07,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,274.237881282353,2016.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1950374.2,150.86023400000002,,,
4711,Oromia,West Wellega,2016-08,Ethiopia-OROMIA REGION-GUJI ZONE,65.488614103,2016.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2011900.63333333,107.1244665,,,
4712,Oromia,West Wellega,2016-08,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,242.75713371,2016.0,9479.624,0.0,9479.624,ETH,Ethiopia,1154716.55,121.810376666667,,,
4713,Oromia,West Wellega,2016-08,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,309.503386329412,2016.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1954886.6,151.209265333333,,,
4714,Oromia,West Wellega,2016-09,Ethiopia-OROMIA REGION-GUJI ZONE,85.691029288,2016.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2016544.66666667,107.37173999999999,,,
4715,Oromia,West Wellega,2016-09,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,243.95033193,2016.0,9479.624,0.0,9479.624,ETH,Ethiopia,1157382.0,122.091553333333,,,
4716,Oromia,West Wellega,2016-09,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,331.520448129412,2016.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1959399.0,151.558296666667,,,
4717,Oromia,West Wellega,2016-10,Ethiopia-OROMIA REGION-GUJI ZONE,156.639382332,2016.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2021188.7,107.6190135,,,
4718,Oromia,West Wellega,2016-10,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,147.68605398,2016.0,9479.624,0.0,9479.624,ETH,Ethiopia,1160047.45,122.37273,,,
4719,Oromia,West Wellega,2016-10,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,140.165379794118,2016.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1963911.4,151.907328,,,
4720,Oromia,West Wellega,2016-11,Ethiopia-OROMIA REGION-GUJI ZONE,88.242447522,2016.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2025832.73333333,107.86628700000001,,,
4721,Oromia,West Wellega,2016-11,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,29.118736209,2016.0,9479.624,0.0,9479.624,ETH,Ethiopia,1162712.9,122.653906666667,,,
4722,Oromia,West Wellega,2016-11,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,16.856370463764698,2016.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1968423.8,152.256359333333,,,
4723,Oromia,West Wellega,2016-12,Ethiopia-OROMIA REGION-GUJI ZONE,22.729815513000002,2016.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2030476.76666667,108.11356049999999,,,
4724,Oromia,West Wellega,2016-12,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,14.0588287499,2016.0,9479.624,0.0,9479.624,ETH,Ethiopia,1165378.35,122.935083333333,,,
4725,Oromia,West Wellega,2016-12,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,8.23757786847059,2016.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1972936.2,152.605390666667,,,
4726,Oromia,West Wellega,2017-01,Ethiopia-OROMIA REGION-GUJI ZONE,5.4822652686,2017.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2035120.8,108.36083400000001,,,
4727,Oromia,West Wellega,2017-01,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,2.7410628733999998,2017.0,9479.624,0.0,9479.624,ETH,Ethiopia,1168043.8,123.21626,,,
4728,Oromia,West Wellega,2017-01,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,0.769430783529412,2017.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1977448.6,152.954422,,,
4729,Oromia,West Wellega,2017-02,Ethiopia-OROMIA REGION-GUJI ZONE,37.162085786,2017.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2039764.83333333,108.60810749999999,,,
4730,Oromia,West Wellega,2017-02,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,19.200521848,2017.0,9479.624,0.0,9479.624,ETH,Ethiopia,1170709.25,123.497436666667,,,
4731,Oromia,West Wellega,2017-02,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,18.3229088871765,2017.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1981961.0,153.303453333333,,,
4732,Oromia,West Wellega,2017-03,Ethiopia-OROMIA REGION-GUJI ZONE,126.01220515899999,2017.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2044408.86666667,108.85538100000001,,,
4733,Oromia,West Wellega,2017-03,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,49.211529085,2017.0,9479.624,0.0,9479.624,ETH,Ethiopia,1173374.7,123.778613333333,,,
4734,Oromia,West Wellega,2017-03,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,38.0977772270588,2017.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1986473.4,153.652484666667,,,
4735,Oromia,West Wellega,2017-04,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,105.609709076,2017.0,9479.624,0.0,9479.624,ETH,Ethiopia,1176040.15,124.05978999999999,,,
4736,Oromia,West Wellega,2017-04,Ethiopia-OROMIA REGION-GUJI ZONE,115.40823910600001,2017.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2049052.9,109.10265449999999,,,
4737,Oromia,West Wellega,2017-04,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,100.959082884706,2017.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1990985.8,154.00151599999998,,,
4738,Oromia,West Wellega,2017-05,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,195.89167487,2017.0,9479.624,0.0,9479.624,ETH,Ethiopia,1178705.6,124.340966666667,,,
4739,Oromia,West Wellega,2017-05,Ethiopia-OROMIA REGION-GUJI ZONE,165.724087316,2017.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2053696.93333333,109.349928,,,
4740,Oromia,West Wellega,2017-05,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,200.746647917647,2017.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,1995498.2,154.350547333333,,,
4741,Oromia,West Wellega,2017-06,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,197.56184935,2017.0,9479.624,0.0,9479.624,ETH,Ethiopia,1181371.05,124.622143333333,,,
4742,Oromia,West Wellega,2017-06,Ethiopia-OROMIA REGION-GUJI ZONE,46.1802027873,2017.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2058340.96666667,109.59720149999998,,,
4743,Oromia,West Wellega,2017-06,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,269.094420117647,2017.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,2000010.6,154.699578666667,,,
4744,Oromia,West Wellega,2017-07,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,209.08554919999997,2017.0,9479.624,0.0,9479.624,ETH,Ethiopia,1184036.5,124.90332,,,
4745,Oromia,West Wellega,2017-07,Ethiopia-OROMIA REGION-GUJI ZONE,59.89429363,2017.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2062985.0,109.844475,,,
4746,Oromia,West Wellega,2017-07,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,299.952326141176,2017.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,2004523.0,155.04861,,,
4747,Oromia,West Wellega,2017-08,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,227.93707949,2017.0,9479.624,0.0,9479.624,ETH,Ethiopia,1186701.95,125.184496666667,,,
4748,Oromia,West Wellega,2017-08,Ethiopia-OROMIA REGION-GUJI ZONE,103.298386675,2017.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2067629.03333333,110.09174850000001,,,
4749,Oromia,West Wellega,2017-08,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,296.73546985294104,2017.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,2009035.4,155.39764133333298,,,
4750,Oromia,West Wellega,2017-09,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,222.54005589,2017.0,9479.624,0.0,9479.624,ETH,Ethiopia,1189367.4,125.465673333333,,,
4751,Oromia,West Wellega,2017-09,Ethiopia-OROMIA REGION-GUJI ZONE,116.60587252,2017.0,18781.29,0.3320531,18780.96,ETH,Ethiopia,2072273.06666667,110.339022,,,
4752,Oromia,West Wellega,2017-09,Ethiopia-OROMIA REGION-WEST WELLEGA ZONE,321.059676070588,2017.0,12928.52,0.16990970000000002,12928.35,ETH,Ethiopia,2013547.8,155.746672666667,,,
4753,Oromia,West Wellega,2017-10,Ethiopia-OROMIA REGION-KELEM WELEGA ZONE,151.5468917,2017.0,9479.624,0.0,9479.624,ETH,Ethiopia,1192032.85,125.74685,,,
