"d3mIndex","Region","Zone","Date","Year","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","WheatRetailPrice_li","MaizeProductionQuintal","WheatProductionQuintal","MaizeYieldQtHa","WheatYieldQtHa","Month","AnyAction","IndirectConflict","DirectConflict","Protest"
4217,"Somali","Korahe","2011-10",2011,133.980192415,32430.07,0,32430.07,"ETH","Ethiopia",389194.3,12.00103125,NA,NA,NA,NA,NA,NA,10,0,0,0,0
4218,"Somali","Korahe","2011-11",2011,52.1147468075,32430.07,0,32430.07,"ETH","Ethiopia",390035.933333333,12.0269835,NA,NA,NA,NA,NA,NA,11,0,0,0,0
4219,"Somali","Korahe","2011-12",2011,2.8476181025,32430.07,0,32430.07,"ETH","Ethiopia",390877.566666667,12.05293575,NA,NA,NA,NA,NA,NA,12,0,0,0,0
4220,"Somali","Korahe","2012-01",2012,3.38122621975,32430.07,0,32430.07,"ETH","Ethiopia",391719.2,12.078888,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4221,"Somali","Korahe","2012-02",2012,2.12791637775,32430.07,0,32430.07,"ETH","Ethiopia",392560.833333333,12.10484025,NA,NA,NA,NA,NA,NA,2,2,2,0,0
4222,"Somali","Korahe","2012-03",2012,10.25356024875,32430.07,0,32430.07,"ETH","Ethiopia",393402.466666667,12.1307925,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4223,"Somali","Korahe","2012-04",2012,66.019770065,32430.07,0,32430.07,"ETH","Ethiopia",394244.1,12.15674475,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4224,"Somali","Korahe","2012-05",2012,51.15964588,32430.07,0,32430.07,"ETH","Ethiopia",395085.733333333,12.182697,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4225,"Somali","Korahe","2012-06",2012,1.223061071,32430.07,0,32430.07,"ETH","Ethiopia",395927.366666667,12.20864925,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4226,"Somali","Korahe","2012-07",2012,7.34047456025,32430.07,0,32430.07,"ETH","Ethiopia",396769,12.2346015,NA,NA,NA,NA,NA,NA,7,0,0,0,0
4227,"Somali","Korahe","2012-08",2012,7.442810862,32430.07,0,32430.07,"ETH","Ethiopia",397610.633333333,12.26055375,NA,NA,NA,NA,NA,NA,8,1,0,0,0
4228,"Somali","Korahe","2012-09",2012,59.5259452325,32430.07,0,32430.07,"ETH","Ethiopia",398452.266666667,12.286506,NA,NA,NA,NA,NA,NA,9,0,0,0,0
4229,"Somali","Korahe","2012-10",2012,155.63936095,32430.07,0,32430.07,"ETH","Ethiopia",399293.9,12.31245825,NA,NA,NA,NA,NA,NA,10,0,0,0,0
4230,"Somali","Korahe","2012-11",2012,28.6960270525,32430.07,0,32430.07,"ETH","Ethiopia",400135.533333333,12.3384105,NA,NA,NA,NA,NA,NA,11,0,0,0,0
4231,"Somali","Korahe","2012-12",2012,5.1688790225,32430.07,0,32430.07,"ETH","Ethiopia",400977.166666667,12.36436275,NA,NA,NA,NA,NA,NA,12,0,0,0,0
4232,"Somali","Korahe","2013-01",2013,0.71382590775,32430.07,0,32430.07,"ETH","Ethiopia",401818.8,12.390315,NA,NA,NA,NA,NA,NA,1,1,0,0,0
4233,"Somali","Korahe","2013-02",2013,0.61969382175,32430.07,0,32430.07,"ETH","Ethiopia",402660.433333333,12.41626725,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4234,"Somali","Korahe","2013-03",2013,62.275946805,32430.07,0,32430.07,"ETH","Ethiopia",403502.066666667,12.4422195,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4235,"Somali","Korahe","2013-04",2013,134.8905789,32430.07,0,32430.07,"ETH","Ethiopia",404343.7,12.46817175,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4236,"Somali","Korahe","2013-05",2013,28.9454154225,32430.07,0,32430.07,"ETH","Ethiopia",405185.333333333,12.494124,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4237,"Somali","Korahe","2013-06",2013,1.60602906125,32430.07,0,32430.07,"ETH","Ethiopia",406026.966666667,12.52007625,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4238,"Somali","Korahe","2013-07",2013,5.561546518,32430.07,0,32430.07,"ETH","Ethiopia",406868.6,12.5460285,NA,NA,NA,NA,NA,NA,7,1,1,0,0
4239,"Somali","Korahe","2013-08",2013,4.73916726425,32430.07,0,32430.07,"ETH","Ethiopia",407710.233333333,12.57198075,NA,NA,NA,NA,NA,NA,8,0,0,0,0
4240,"Somali","Korahe","2013-09",2013,16.284855775,32430.07,0,32430.07,"ETH","Ethiopia",408551.866666667,12.597933,NA,NA,NA,NA,NA,NA,9,0,0,0,0
4241,"Somali","Korahe","2013-10",2013,90.52103484,32430.07,0,32430.07,"ETH","Ethiopia",409393.5,12.62388525,NA,NA,NA,NA,NA,NA,10,0,0,0,0
4242,"Somali","Korahe","2013-11",2013,119.143749725,32430.07,0,32430.07,"ETH","Ethiopia",410235.133333333,12.6498375,NA,NA,NA,NA,NA,NA,11,1,1,0,0
4243,"Somali","Korahe","2013-12",2013,3.59073251825,32430.07,0,32430.07,"ETH","Ethiopia",411076.766666667,12.67578975,NA,NA,NA,NA,NA,NA,12,1,0,0,0
4244,"Somali","Korahe","2014-01",2014,1.747610981,32430.07,0,32430.07,"ETH","Ethiopia",411918.4,12.701742,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4245,"Somali","Korahe","2014-02",2014,2.77638066275,32430.07,0,32430.07,"ETH","Ethiopia",412760.033333333,12.72769425,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4246,"Somali","Korahe","2014-03",2014,11.201774597,32430.07,0,32430.07,"ETH","Ethiopia",413601.666666667,12.7536465,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4247,"Somali","Korahe","2014-04",2014,47.175344545,32430.07,0,32430.07,"ETH","Ethiopia",414443.3,12.77959875,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4248,"Somali","Korahe","2014-05",2014,109.12990788,32430.07,0,32430.07,"ETH","Ethiopia",415284.933333333,12.805551,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4249,"Somali","Korahe","2014-06",2014,13.48114745675,32430.07,0,32430.07,"ETH","Ethiopia",416126.566666667,12.83150325,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4250,"Somali","Korahe","2014-07",2014,2.55372088175,32430.07,0,32430.07,"ETH","Ethiopia",416968.2,12.8574555,NA,NA,NA,NA,NA,NA,7,0,0,0,0
4251,"Somali","Korahe","2014-08",2014,3.73996285425,32430.07,0,32430.07,"ETH","Ethiopia",417809.833333333,12.88340775,NA,NA,NA,NA,NA,NA,8,0,0,0,0
4252,"Somali","Korahe","2014-09",2014,6.79784877125,32430.07,0,32430.07,"ETH","Ethiopia",418651.466666667,12.90936,NA,NA,NA,NA,NA,NA,9,0,0,0,0
4253,"Somali","Korahe","2014-10",2014,130.014313825,32430.07,0,32430.07,"ETH","Ethiopia",419493.1,12.93531225,NA,NA,NA,NA,NA,NA,10,0,0,0,0
4254,"Somali","Korahe","2014-11",2014,67.713607925,32430.07,0,32430.07,"ETH","Ethiopia",420334.733333333,12.9612645,NA,NA,NA,NA,NA,NA,11,0,0,0,0
4255,"Somali","Korahe","2014-12",2014,3.07944888325,32430.07,0,32430.07,"ETH","Ethiopia",421176.366666667,12.98721675,NA,NA,NA,NA,NA,NA,12,0,0,0,0
4256,"Somali","Korahe","2015-01",2015,1.06177993775,32430.07,0,32430.07,"ETH","Ethiopia",422018,13.013169,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4257,"Somali","Korahe","2015-02",2015,2.794873068,32430.07,0,32430.07,"ETH","Ethiopia",422910.45,13.0406882166667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4258,"Somali","Korahe","2015-03",2015,37.5152144,32430.07,0,32430.07,"ETH","Ethiopia",423802.9,13.0682074333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4259,"Somali","Korahe","2015-04",2015,117.793308915,32430.07,0,32430.07,"ETH","Ethiopia",424695.35,13.09572665,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4260,"Somali","Korahe","2015-05",2015,48.2772729225,32430.07,0,32430.07,"ETH","Ethiopia",425587.8,13.1232458666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4261,"Somali","Korahe","2015-06",2015,3.53826357325,32430.07,0,32430.07,"ETH","Ethiopia",426480.25,13.1507650833333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4262,"Somali","Korahe","2015-07",2015,8.95559224375,32430.07,0,32430.07,"ETH","Ethiopia",427372.7,13.1782843,NA,NA,NA,NA,NA,NA,7,0,0,0,0
4263,"Somali","Korahe","2015-08",2015,4.57502046475,32430.07,0,32430.07,"ETH","Ethiopia",428265.15,13.2058035166667,NA,NA,NA,NA,NA,NA,8,1,0,0,0
4264,"Somali","Korahe","2015-09",2015,18.76256067225,32430.07,0,32430.07,"ETH","Ethiopia",429157.6,13.2333227333333,NA,NA,NA,NA,NA,NA,9,0,0,0,0
4265,"Somali","Korahe","2015-10",2015,134.571570075,32430.07,0,32430.07,"ETH","Ethiopia",430050.05,13.26084195,NA,NA,NA,NA,NA,NA,10,1,0,0,0
4266,"Somali","Korahe","2015-11",2015,29.6770324725,32430.07,0,32430.07,"ETH","Ethiopia",430942.5,13.2883611666667,NA,NA,NA,NA,NA,NA,11,1,0,0,0
4267,"Somali","Korahe","2015-12",2015,3.13555443375,32430.07,0,32430.07,"ETH","Ethiopia",431834.95,13.3158803833333,NA,NA,NA,NA,NA,NA,12,0,0,0,0
4268,"Somali","Korahe","2016-01",2016,0.844284623,32430.07,0,32430.07,"ETH","Ethiopia",432727.4,13.3433996,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4269,"Somali","Korahe","2016-02",2016,2.74104106975,32430.07,0,32430.07,"ETH","Ethiopia",433619.85,13.3709188166667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4270,"Somali","Korahe","2016-03",2016,5.80310580625,32430.07,0,32430.07,"ETH","Ethiopia",434512.3,13.3984380333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4271,"Somali","Korahe","2016-04",2016,126.3826171,32430.07,0,32430.07,"ETH","Ethiopia",435404.75,13.42595725,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4272,"Somali","Korahe","2016-05",2016,62.26469957,32430.07,0,32430.07,"ETH","Ethiopia",436297.2,13.4534764666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4273,"Somali","Korahe","2016-06",2016,5.67755603125,32430.07,0,32430.07,"ETH","Ethiopia",437189.65,13.4809956833333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4274,"Somali","Korahe","2016-07",2016,3.17542441725,32430.07,0,32430.07,"ETH","Ethiopia",438082.1,13.5085149,NA,NA,NA,NA,NA,NA,7,0,0,0,0
4275,"Somali","Korahe","2016-08",2016,2.3370913885,32430.07,0,32430.07,"ETH","Ethiopia",438974.55,13.5360341166667,NA,NA,NA,NA,NA,NA,8,1,0,0,0
4276,"Somali","Korahe","2016-09",2016,12.38683283475,32430.07,0,32430.07,"ETH","Ethiopia",439867,13.5635533333333,NA,NA,NA,NA,NA,NA,9,1,1,0,0
4277,"Somali","Korahe","2016-10",2016,62.7875189375,32430.07,0,32430.07,"ETH","Ethiopia",440759.45,13.59107255,NA,NA,NA,NA,NA,NA,10,0,0,0,0
4278,"Somali","Korahe","2016-11",2016,7.83744791725,32430.07,0,32430.07,"ETH","Ethiopia",441651.9,13.6185917666667,NA,NA,NA,NA,NA,NA,11,0,0,0,0
4279,"Somali","Korahe","2016-12",2016,3.9686659055,32430.07,0,32430.07,"ETH","Ethiopia",442544.35,13.6461109833333,NA,NA,NA,NA,NA,NA,12,0,0,0,0
4280,"Somali","Korahe","2017-01",2017,1.652603719,32430.07,0,32430.07,"ETH","Ethiopia",443436.8,13.6736302,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4281,"Somali","Korahe","2017-02",2017,1.457966961,32430.07,0,32430.07,"ETH","Ethiopia",444329.25,13.7011494166667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4282,"Somali","Korahe","2017-03",2017,6.787004525,32430.07,0,32430.07,"ETH","Ethiopia",445221.7,13.7286686333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4283,"Somali","Korahe","2017-04",2017,63.272373735,32430.07,0,32430.07,"ETH","Ethiopia",446114.15,13.75618785,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4284,"Somali","Korahe","2017-05",2017,44.505527535,32430.07,0,32430.07,"ETH","Ethiopia",447006.6,13.7837070666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4285,"Somali","Korahe","2017-06",2017,4.36990693475,32430.07,0,32430.07,"ETH","Ethiopia",447899.05,13.8112262833333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4286,"Somali","Korahe","2017-07",2017,3.31538058875,32430.07,0,32430.07,"ETH","Ethiopia",448791.5,13.8387455,NA,NA,NA,NA,NA,NA,7,0,0,0,0
4287,"Somali","Korahe","2017-08",2017,5.17717023375,32430.07,0,32430.07,"ETH","Ethiopia",449683.95,13.8662647166667,NA,NA,NA,NA,NA,NA,8,0,0,0,0
4288,"Somali","Korahe","2017-09",2017,34.216900395,32430.07,0,32430.07,"ETH","Ethiopia",450576.4,13.8937839333333,NA,NA,NA,NA,NA,NA,9,0,0,0,0
4289,"Somali","Korahe","2017-10",2017,128.723692725,32430.07,0,32430.07,"ETH","Ethiopia",451468.85,13.92130315,NA,NA,NA,NA,NA,NA,10,0,0,0,0
4290,"Somali","Korahe","2017-11",2017,37.04473522,32430.07,0,32430.07,"ETH","Ethiopia",452361.3,13.9488223666667,NA,NA,NA,NA,NA,NA,11,0,0,0,0
4291,"Somali","Korahe","2017-12",2017,4.745829309,32430.07,0,32430.07,"ETH","Ethiopia",453253.75,13.9763415833333,NA,NA,NA,NA,NA,NA,12,0,0,0,0
4292,"Somali","Korahe","2018-01",2018,2.76044967565097,32430.07,0,32430.07,"ETH","Ethiopia",454146.2,14.0038608,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4293,"Somali","Korahe","2018-02",2018,0.78715328261968,32430.07,0,32430.07,"ETH","Ethiopia",455038.65,14.0313800166667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4294,"Somali","Korahe","2018-03",2018,21.5656822586605,32430.07,0,32430.07,"ETH","Ethiopia",455931.1,14.0588992333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4295,"Somali","Korahe","2018-04",2018,131.374307770369,32430.07,0,32430.07,"ETH","Ethiopia",456823.55,14.08641845,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4296,"Somali","Korahe","2018-05",2018,83.5440758817529,32430.07,0,32430.07,"ETH","Ethiopia",457716,14.1139376666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4297,"Somali","Korahe","2018-06",2018,1.52436309082421,32430.07,0,32430.07,"ETH","Ethiopia",458608.45,14.1414568833333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4298,"Somali","Korahe","2018-07",2018,2.19844819298734,32430.07,0,32430.07,"ETH","Ethiopia",459500.9,14.1689761,NA,NA,NA,NA,NA,NA,7,0,0,0,0
4299,"Somali","Korahe","2018-08",2018,1.23079059248863,32430.07,0,32430.07,"ETH","Ethiopia",460393.35,14.1964953166667,NA,NA,NA,NA,NA,NA,8,0,0,0,0
4300,"Somali","Korahe","2018-09",2018,23.9322253838284,32430.07,0,32430.07,"ETH","Ethiopia",461285.8,14.2240145333333,NA,NA,NA,NA,NA,NA,9,0,0,0,0
4301,"Somali","Korahe","2018-10",2018,80.753147184145,32430.07,0,32430.07,"ETH","Ethiopia",462178.25,14.25153375,NA,NA,NA,NA,NA,NA,10,0,0,0,0
4302,"Somali","Korahe","2018-11",2018,32.708719097395,32430.07,0,32430.07,"ETH","Ethiopia",463070.7,14.2790529666667,NA,NA,NA,NA,NA,NA,11,0,0,0,0
4303,"Somali","Korahe","2018-12",2018,0.818615585873138,32430.07,0,32430.07,"ETH","Ethiopia",463963.15,14.3065721833333,NA,NA,NA,NA,NA,NA,12,0,0,0,0
4304,"Somali","Korahe","2019-01",2019,1.32919902272983,32430.07,0,32430.07,"ETH","Ethiopia",464855.6,14.3340914,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4305,"Somali","Korahe","2019-02",2019,2.52732279659136,32430.07,0,32430.07,"ETH","Ethiopia",465748.05,14.3616106166667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4306,"Somali","Korahe","2019-03",2019,6.29171717233734,32430.07,0,32430.07,"ETH","Ethiopia",466640.5,14.3891298333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4307,"Somali","Korahe","2019-04",2019,107.025179181219,32430.07,0,32430.07,"ETH","Ethiopia",467532.95,14.41664905,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4308,"Somali","Korahe","2019-05",2019,80.5935914068637,32430.07,0,32430.07,"ETH","Ethiopia",468425.4,14.4441682666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4309,"Somali","Korahe","2019-06",2019,10.182955436712,32430.07,0,32430.07,"ETH","Ethiopia",469317.85,14.4716874833333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4310,"Somali","Korahe","2019-07",2019,2.91477913474873,32430.07,0,32430.07,"ETH","Ethiopia",470210.3,14.4992067,NA,NA,NA,NA,NA,NA,7,0,0,0,0
4311,"Somali","Korahe","2019-08",2019,2.39937943581108,32430.07,0,32430.07,"ETH","Ethiopia",471102.75,14.5267259166667,NA,NA,NA,NA,NA,NA,8,0,0,0,0
4312,"Somali","Liben Zone","2008-01",2008,5.99286498775,37068.28,0.3602044,37067.92,"ETH","Ethiopia",608976.6,16.428668,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4313,"Somali","Liben Zone","2008-02",2008,0.53042303675,37068.28,0.3602044,37067.92,"ETH","Ethiopia",610324.866666667,16.465041,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4314,"Somali","Liben Zone","2008-03",2008,10.5177677085,37068.28,0.3602044,37067.92,"ETH","Ethiopia",611673.133333333,16.501414,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4315,"Somali","Liben Zone","2008-04",2008,124.552260385,37068.28,0.3602044,37067.92,"ETH","Ethiopia",613021.4,16.537787,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4316,"Somali","Liben Zone","2008-05",2008,44.1822562325,37068.28,0.3602044,37067.92,"ETH","Ethiopia",614369.666666667,16.57416,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4317,"Somali","Liben Zone","2008-06",2008,3.6993457715,37068.28,0.3602044,37067.92,"ETH","Ethiopia",615717.933333333,16.610533,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4318,"Somali","Liben Zone","2008-07",2008,4.68905986775,37068.28,0.3602044,37067.92,"ETH","Ethiopia",617066.2,16.646906,NA,NA,NA,NA,NA,NA,7,0,0,0,0
4319,"Somali","Liben Zone","2008-08",2008,9.230920726,37068.28,0.3602044,37067.92,"ETH","Ethiopia",618414.466666667,16.683279,NA,NA,NA,NA,NA,NA,8,0,0,0,0
4320,"Somali","Liben Zone","2008-09",2008,16.91100007875,37068.28,0.3602044,37067.92,"ETH","Ethiopia",619762.733333333,16.719652,NA,NA,NA,NA,NA,NA,9,0,0,0,0
4321,"Somali","Liben Zone","2008-10",2008,157.7098468,37068.28,0.3602044,37067.92,"ETH","Ethiopia",621111,16.756025,NA,NA,NA,NA,NA,NA,10,0,0,0,0
4322,"Somali","Liben Zone","2008-11",2008,64.91084112,37068.28,0.3602044,37067.92,"ETH","Ethiopia",622459.266666667,16.792398,NA,NA,NA,NA,NA,NA,11,0,0,0,0
4323,"Somali","Liben Zone","2008-12",2008,2.05533193175,37068.28,0.3602044,37067.92,"ETH","Ethiopia",623807.533333333,16.828771,NA,NA,NA,NA,NA,NA,12,0,0,0,0
4324,"Somali","Liben Zone","2009-01",2009,13.44637945825,37068.28,0.3602044,37067.92,"ETH","Ethiopia",625155.8,16.865144,NA,NA,93592.15,NA,18.91,NA,1,0,0,0,0
4325,"Somali","Liben Zone","2009-02",2009,5.9347383505,37068.28,0.3602044,37067.92,"ETH","Ethiopia",626504.066666667,16.901517,NA,NA,93592.15,NA,18.91,NA,2,0,0,0,0
4326,"Somali","Liben Zone","2009-03",2009,12.98531036525,37068.28,0.3602044,37067.92,"ETH","Ethiopia",627852.333333333,16.93789,NA,NA,93592.15,NA,18.91,NA,3,0,0,0,0
4327,"Somali","Liben Zone","2009-04",2009,83.779468035,37068.28,0.3602044,37067.92,"ETH","Ethiopia",629200.6,16.974263,NA,NA,93592.15,NA,18.91,NA,4,0,0,0,0
4328,"Somali","Liben Zone","2009-05",2009,67.120540195,37068.28,0.3602044,37067.92,"ETH","Ethiopia",630548.866666667,17.010636,NA,NA,93592.15,NA,18.91,NA,5,0,0,0,0
4329,"Somali","Liben Zone","2009-06",2009,1.9807495685,37068.28,0.3602044,37067.92,"ETH","Ethiopia",631897.133333333,17.047009,NA,NA,93592.15,NA,18.91,NA,6,0,0,0,0
4330,"Somali","Liben Zone","2009-07",2009,2.09025502325,37068.28,0.3602044,37067.92,"ETH","Ethiopia",633245.4,17.083382,NA,NA,93592.15,NA,18.91,NA,7,0,0,0,0
4331,"Somali","Liben Zone","2009-08",2009,3.449003683,37068.28,0.3602044,37067.92,"ETH","Ethiopia",634593.666666667,17.119755,NA,NA,93592.15,NA,18.91,NA,8,0,0,0,0
4332,"Somali","Liben Zone","2009-09",2009,13.293957172,37068.28,0.3602044,37067.92,"ETH","Ethiopia",635941.933333333,17.156128,NA,NA,93592.15,NA,18.91,NA,9,0,0,0,0
4333,"Somali","Liben Zone","2009-10",2009,128.5768234,37068.28,0.3602044,37067.92,"ETH","Ethiopia",637290.2,17.192501,NA,NA,93592.15,NA,18.91,NA,10,1,0,0,0
4334,"Somali","Liben Zone","2009-11",2009,27.9714906875,37068.28,0.3602044,37067.92,"ETH","Ethiopia",638638.466666667,17.228874,NA,NA,93592.15,NA,18.91,NA,11,0,0,0,0
4335,"Somali","Liben Zone","2009-12",2009,10.94045039775,37068.28,0.3602044,37067.92,"ETH","Ethiopia",639986.733333333,17.265247,NA,NA,93592.15,NA,18.91,NA,12,0,0,0,0
4336,"Somali","Liben Zone","2010-01",2010,7.66664527325,37068.28,0.3602044,37067.92,"ETH","Ethiopia",641335,17.30162,NA,NA,NA,NA,20.39,NA,1,0,0,0,0
4337,"Somali","Liben Zone","2010-02",2010,63.0650039825,37068.28,0.3602044,37067.92,"ETH","Ethiopia",642787.9,17.3408155,NA,NA,NA,NA,20.39,NA,2,0,0,0,0
4338,"Somali","Liben Zone","2010-03",2010,120.318673275,37068.28,0.3602044,37067.92,"ETH","Ethiopia",644240.8,17.380011,NA,NA,NA,NA,20.39,NA,3,0,0,0,0
4339,"Somali","Liben Zone","2010-04",2010,155.678254885,37068.28,0.3602044,37067.92,"ETH","Ethiopia",645693.7,17.4192065,NA,NA,NA,NA,20.39,NA,4,0,0,0,0
4340,"Somali","Liben Zone","2010-05",2010,41.3704167825,37068.28,0.3602044,37067.92,"ETH","Ethiopia",647146.6,17.458402,NA,NA,NA,NA,20.39,NA,5,0,0,0,0
4341,"Somali","Liben Zone","2010-06",2010,3.51904775925,37068.28,0.3602044,37067.92,"ETH","Ethiopia",648599.5,17.4975975,NA,NA,NA,NA,20.39,NA,6,0,0,0,0
4342,"Somali","Liben Zone","2010-07",2010,5.5768835355,37068.28,0.3602044,37067.92,"ETH","Ethiopia",650052.4,17.536793,NA,NA,NA,NA,20.39,NA,7,0,0,0,0
4343,"Somali","Liben Zone","2010-08",2010,5.8383050315,37068.28,0.3602044,37067.92,"ETH","Ethiopia",651505.3,17.5759885,NA,NA,NA,NA,20.39,NA,8,0,0,0,0
4344,"Somali","Liben Zone","2010-09",2010,12.3319146965,37068.28,0.3602044,37067.92,"ETH","Ethiopia",652958.2,17.615184,NA,NA,NA,NA,20.39,NA,9,0,0,0,0
4345,"Somali","Liben Zone","2010-10",2010,93.8147818775,37068.28,0.3602044,37067.92,"ETH","Ethiopia",654411.1,17.6543795,NA,NA,NA,NA,20.39,NA,10,0,0,0,0
4346,"Somali","Liben Zone","2010-11",2010,9.64424688025,37068.28,0.3602044,37067.92,"ETH","Ethiopia",655864,17.693575,NA,NA,NA,NA,20.39,NA,11,0,0,0,0
4347,"Somali","Liben Zone","2010-12",2010,0.51045711375,37068.28,0.3602044,37067.92,"ETH","Ethiopia",657316.9,17.7327705,NA,NA,NA,NA,20.39,NA,12,0,0,0,0
4348,"Somali","Liben Zone","2011-01",2011,1.40703887075,37068.28,0.3602044,37067.92,"ETH","Ethiopia",658769.8,17.771966,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4349,"Somali","Liben Zone","2011-02",2011,1.3503575985,37068.28,0.3602044,37067.92,"ETH","Ethiopia",660222.7,17.8111615,NA,NA,NA,NA,NA,NA,2,1,1,0,0
4350,"Somali","Liben Zone","2011-03",2011,3.5155407315,37068.28,0.3602044,37067.92,"ETH","Ethiopia",661675.6,17.850357,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4351,"Somali","Liben Zone","2011-04",2011,59.666628615,37068.28,0.3602044,37067.92,"ETH","Ethiopia",663128.5,17.8895525,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4352,"Somali","Liben Zone","2011-05",2011,60.789635825,37068.28,0.3602044,37067.92,"ETH","Ethiopia",664581.4,17.928748,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4353,"Somali","Liben Zone","2011-06",2011,3.8365389895,37068.28,0.3602044,37067.92,"ETH","Ethiopia",666034.3,17.9679435,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4354,"Somali","Liben Zone","2011-07",2011,3.24461352425,37068.28,0.3602044,37067.92,"ETH","Ethiopia",667487.2,18.007139,NA,NA,NA,NA,NA,NA,7,0,0,0,0
4355,"Somali","Liben Zone","2011-08",2011,3.65407270275,37068.28,0.3602044,37067.92,"ETH","Ethiopia",668940.1,18.0463345,NA,NA,NA,NA,NA,NA,8,0,0,0,0
4356,"Somali","Liben Zone","2011-09",2011,19.443603962,37068.28,0.3602044,37067.92,"ETH","Ethiopia",670393,18.08553,NA,NA,NA,NA,NA,NA,9,0,0,0,0
4357,"Somali","Liben Zone","2011-10",2011,123.330021395,37068.28,0.3602044,37067.92,"ETH","Ethiopia",671845.9,18.1247255,NA,NA,NA,NA,NA,NA,10,0,0,0,0
4358,"Somali","Liben Zone","2011-11",2011,147.375685775,37068.28,0.3602044,37067.92,"ETH","Ethiopia",673298.8,18.163921,NA,NA,NA,NA,NA,NA,11,0,0,0,0
4359,"Somali","Liben Zone","2011-12",2011,23.123460535,37068.28,0.3602044,37067.92,"ETH","Ethiopia",674751.7,18.2031165,NA,NA,NA,NA,NA,NA,12,0,0,0,0
4360,"Somali","Liben Zone","2012-01",2012,8.8084745515,37068.28,0.3602044,37067.92,"ETH","Ethiopia",676204.6,18.242312,NA,NA,93616.64,NA,23.35,NA,1,0,0,0,0
4361,"Somali","Liben Zone","2012-02",2012,4.1868910045,37068.28,0.3602044,37067.92,"ETH","Ethiopia",677657.5,18.2815075,NA,NA,93616.64,NA,23.35,NA,2,0,0,0,0
4362,"Somali","Liben Zone","2012-03",2012,22.2554576975,37068.28,0.3602044,37067.92,"ETH","Ethiopia",679110.4,18.320703,NA,NA,93616.64,NA,23.35,NA,3,0,0,0,0
4363,"Somali","Liben Zone","2012-04",2012,122.4875303325,37068.28,0.3602044,37067.92,"ETH","Ethiopia",680563.3,18.3598985,NA,NA,93616.64,NA,23.35,NA,4,0,0,0,0
